date,site,GPP_mgpp,qflag
2022-01-01,Oran,0.84,
2022-01-01,TzM,0.6,
2022-01-11,Oran,1.05,
2022-01-11,TzM,0.7000000000000001,
2022-01-21,Oran,0.86,
2022-01-21,TzM,0.65,
2022-02-01,Oran,1.03,
2022-02-01,TzM,0.73,
2022-02-11,Oran,1.07,
2022-02-11,TzM,0.88,
2022-02-21,Oran,1.09,
2022-02-21,TzM,0.88,
2022-03-01,Oran,1.03,
2022-03-01,TzM,1.1400000000000001,
2022-03-11,Oran,0.89,4.0
2022-03-11,TzM,0.99,3.0
2022-03-21,Oran,,-10.0
2022-03-21,TzM,,-10.0
2022-04-01,Oran,2.8000000000000003,1.0
2022-04-01,TzM,2.46,
2022-04-11,Oran,2.87,
2022-04-11,TzM,2.87,
2022-04-21,Oran,3.97,
2022-04-21,TzM,2.87,
2022-05-01,Oran,4.5200000000000005,
2022-05-01,TzM,3.73,
2022-05-11,Oran,5.16,
2022-05-11,TzM,3.48,
2022-05-21,Oran,4.34,
2022-05-21,TzM,3.09,
2022-06-01,Oran,2.23,
2022-06-01,TzM,2.52,
2022-06-11,Oran,0.89,
2022-06-11,TzM,1.76,
2022-06-21,Oran,1.81,
2022-06-21,TzM,2.63,
2022-07-01,Oran,1.31,
2022-07-01,TzM,2.32,
2022-07-11,Oran,1.73,
2022-07-11,TzM,2.38,
2022-07-21,Oran,1.57,
2022-07-21,TzM,2.39,
2022-08-01,Oran,1.82,
2022-08-01,TzM,2.27,
2022-08-11,Oran,1.62,
2022-08-11,TzM,1.86,
2022-08-21,Oran,1.34,
2022-08-21,TzM,1.71,
2022-09-01,Oran,1.56,
2022-09-01,TzM,1.73,
2022-09-11,Oran,1.19,
2022-09-11,TzM,1.21,
2022-09-21,Oran,1.4000000000000001,
2022-09-21,TzM,1.17,
2022-10-01,Oran,1.28,
2022-10-01,TzM,1.12,
2022-10-11,Oran,1.36,
2022-10-11,TzM,0.9,
2022-10-21,Oran,1.11,
2022-10-21,TzM,0.62,
2022-11-01,Oran,1.29,
2022-11-01,TzM,0.81,
2022-11-11,Oran,0.91,
2022-11-11,TzM,0.49,
2022-11-21,Oran,1.07,
2022-11-21,TzM,0.54,
2022-12-01,Oran,0.59,
2022-12-01,TzM,0.25,2.0
2022-12-11,Oran,,-10.0
2022-12-11,TzM,,-10.0
2022-12-21,Oran,1.19,2.0
2022-12-21,TzM,0.65,6.0
