date,site,GPP_mgpp,qflag
2020-01-01,Oran,1.01,
2020-01-01,TzM,0.55,
2020-01-11,Oran,0.79,
2020-01-11,TzM,0.48,
2020-01-21,Oran,0.67,
2020-01-21,TzM,0.34,3.0
2020-02-01,Oran,1.19,
2020-02-01,TzM,0.75,2.0
2020-02-11,Oran,1.4000000000000001,
2020-02-11,TzM,0.9400000000000001,
2020-02-21,Oran,2.14,
2020-02-21,TzM,1.43,
2020-03-01,Oran,1.94,
2020-03-01,TzM,1.27,
2020-03-11,Oran,1.9100000000000001,
2020-03-11,TzM,1.24,
2020-03-21,Oran,1.7,
2020-03-21,TzM,1.42,
2020-04-01,Oran,3.04,
2020-04-01,TzM,3.04,
2020-04-11,Oran,2.63,4.0
2020-04-11,TzM,3.17,3.0
2020-04-21,Oran,2.9,7.0
2020-04-21,TzM,,-10.0
2020-05-01,Oran,2.71,
2020-05-01,TzM,2.94,
2020-05-11,Oran,1.8900000000000001,
2020-05-11,TzM,1.55,2.0
2020-05-21,Oran,2.17,
2020-05-21,TzM,1.04,
2020-06-01,Oran,1.43,
2020-06-01,TzM,1.48,
2020-06-11,Oran,1.41,
2020-06-11,TzM,1.76,
2020-06-21,Oran,1.45,
2020-06-21,TzM,1.92,
2020-07-01,Oran,1.6600000000000001,
2020-07-01,TzM,1.93,
2020-07-11,Oran,1.59,
2020-07-11,TzM,1.79,
2020-07-21,Oran,1.32,
2020-07-21,TzM,1.73,
2020-08-01,Oran,1.27,
2020-08-01,TzM,1.74,
2020-08-11,Oran,1.51,
2020-08-11,TzM,1.92,
2020-08-21,Oran,1.47,
2020-08-21,TzM,1.62,
2020-09-01,Oran,1.42,
2020-09-01,TzM,1.42,
2020-09-11,Oran,1.19,
2020-09-11,TzM,1.1,
2020-09-21,Oran,1.22,
2020-09-21,TzM,1.27,
2020-10-01,Oran,1.22,
2020-10-01,TzM,1.08,
2020-10-11,Oran,1.1300000000000001,
2020-10-11,TzM,0.98,
2020-10-21,Oran,0.84,
2020-10-21,TzM,0.67,
2020-11-01,Oran,0.66,
2020-11-01,TzM,0.46,
2020-11-11,Oran,0.75,
2020-11-11,TzM,0.42,
2020-11-21,Oran,0.65,
2020-11-21,TzM,0.34,
2020-12-01,Oran,0.7000000000000001,
2020-12-01,TzM,0.39,
2020-12-11,Oran,0.67,
2020-12-11,TzM,0.35000000000000003,
2020-12-21,Oran,0.72,
2020-12-21,TzM,0.42,
