date,site,GPP_mgpp,qflag
2023-01-01,Oran,0.98,
2023-01-01,TzM,0.55,2.0
2023-01-11,Oran,1.12,
2023-01-11,TzM,0.55,
2023-01-21,Oran,1.24,
2023-01-21,TzM,0.63,
2023-02-01,Oran,1.0,
2023-02-01,TzM,0.51,
2023-02-11,Oran,0.86,
2023-02-11,TzM,0.47000000000000003,
2023-02-21,Oran,1.27,
2023-02-21,TzM,0.6900000000000001,
2023-03-01,Oran,1.3900000000000001,
2023-03-01,TzM,0.87,
2023-03-11,Oran,2.16,
2023-03-11,TzM,1.25,
2023-03-21,Oran,2.4,
2023-03-21,TzM,1.87,
2023-04-01,Oran,2.66,
2023-04-01,TzM,2.4,
2023-04-11,Oran,2.6,
2023-04-11,TzM,2.7600000000000002,
2023-04-21,Oran,2.23,
2023-04-21,TzM,2.7600000000000002,
2023-05-01,Oran,2.24,
2023-05-01,TzM,3.0100000000000002,
2023-05-11,Oran,1.46,
2023-05-11,TzM,2.37,
2023-05-21,Oran,0.62,4.0
2023-05-21,TzM,1.3,4.0
2023-06-01,Oran,1.1300000000000001,3.0
2023-06-01,TzM,1.93,1.0
2023-06-11,Oran,1.86,
2023-06-11,TzM,2.22,
2023-06-21,Oran,2.5,
2023-06-21,TzM,2.61,
2023-07-01,Oran,3.16,
2023-07-01,TzM,3.04,
2023-07-11,Oran,2.99,
2023-07-11,TzM,3.09,
2023-07-21,Oran,2.73,
2023-07-21,TzM,2.85,
2023-08-01,Oran,2.4,
2023-08-01,TzM,2.5100000000000002,
2023-08-11,Oran,2.24,
2023-08-11,TzM,2.0300000000000002,
2023-08-21,Oran,1.95,
2023-08-21,TzM,1.6300000000000001,
2023-09-01,Oran,1.61,
2023-09-01,TzM,1.33,
2023-09-11,Oran,1.76,
2023-09-11,TzM,1.55,
2023-09-21,Oran,2.0300000000000002,
2023-09-21,TzM,2.23,
2023-10-01,Oran,1.53,
2023-10-01,TzM,1.7,
2023-10-11,Oran,0.96,
2023-10-11,TzM,0.99,
2023-10-21,Oran,0.8,
2023-10-21,TzM,0.74,
2023-11-01,Oran,0.91,
2023-11-01,TzM,0.77,
2023-11-11,Oran,0.9400000000000001,
2023-11-11,TzM,0.75,
2023-11-21,Oran,0.78,
2023-11-21,TzM,0.61,
2023-12-01,Oran,0.5700000000000001,
2023-12-01,TzM,0.36,
2023-12-11,Oran,0.74,
2023-12-11,TzM,0.5700000000000001,3.0
2023-12-21,Oran,0.76,
2023-12-21,TzM,0.46,
