date,SWC,NDWI_s2,NDWI_anom,VPD,LE,EF,ET,GWS_cm,group_le,group
2020-06-20,9.7875,0.08182209623857281,-0.06296654514809155,23.834852,250.9446705263158,0.8258781686368041,0.3866488241818182,-2.5886512626063456,deep_access,true_drought
2020-06-21,10.359375,0.08182209623857281,-0.06296654514809155,27.836456,298.6804803448276,1.0006103644892959,0.4502424321428571,-2.6519639378346582,deep_access,true_drought
2020-06-22,9.60833333333333,0.0866075200675961,-0.05818112131906826,22.70358,235.2402033898305,0.8173156473290997,0.3484625389830509,-2.715276613062971,deep_access,true_drought
2020-06-23,8.915625,0.09895217903365874,-0.04583646235300562,22.52742,247.9965210526316,0.8398592398690102,0.3671561561403509,-2.7785892882912835,deep_access,true_drought
2020-06-25,7.98645833333333,0.09895217903365874,-0.04583646235300562,22.728676,224.7515588421053,0.7737815412949565,0.3330918240350877,-2.9052146387479083,deep_access,true_drought
2020-06-26,8.26770833333333,0.09895217903365874,-0.04583646235300562,23.132118,216.7288830357143,0.8855650290962958,0.3208764053571428,-2.968527313976221,deep_access,true_drought
2020-06-27,9.80104166666667,0.1112968379997214,-0.033491803386942964,24.8611,273.7148117543859,0.9369481362529469,0.4052120964912281,-3.031839989204533,deep_access,true_drought
2020-06-28,11.40625,0.0960356430718794,-0.04875299831478497,25.86648,251.9005882758621,0.869800304462987,0.3811705521052632,-3.095152664432846,deep_access,true_drought
2020-06-29,10.55416666666667,0.0807744481440374,-0.06401419324262696,29.048716,267.9029846034483,0.9339243924352773,0.3978543740689655,-3.1584653396611584,deep_access,true_drought
2020-06-30,9.779166666666669,0.084965200595216,-0.05982344079144836,26.707832,254.7991607142857,0.8880796990208427,0.3750063945454545,-3.221778014889471,deep_access,true_drought
2020-07-01,9.13437499999999,0.084965200595216,-0.02819964723605589,28.298515,319.1915717241379,1.1122968690919084,0.4740551370689655,-3.2850906901177837,deep_access,true_drought
2020-07-02,8.53854166666667,0.0891559530463946,-0.02400889478487729,29.034042,292.8741030357143,1.0204390506077077,0.4345921366071429,-3.348403365346096,deep_access,true_drought
2020-07-03,8.04583333333334,0.0892837184355764,-0.02388112939569549,24.0857,219.6013841071428,0.7782411613885081,0.3444337649056604,-3.411716040574409,deep_access,true_drought
2020-07-04,7.676041666666671,0.0894114838247582,-0.02375336400651369,21.188229,203.0882254385965,0.7150599124108878,0.3015727550877193,-3.475028715802721,deep_access,true_drought
2020-07-05,7.360416666666671,0.0882531956160828,-0.024911652215189095,23.64344,199.2039514285714,0.6891341132989843,0.3379780603773585,-3.5383413910310337,deep_access,true_drought
2020-07-06,7.103125,0.0882531956160828,-0.024911652215189095,28.583107,239.0842548214286,0.8881362803605948,0.3556894857142857,-3.6016540662593464,deep_access,true_drought
2020-07-07,6.816666666666659,0.0870949074074074,-0.0260699404238645,32.190662,247.8085840350877,0.8622918530829471,0.3688948512280702,-3.6649667414876586,deep_access,true_drought
2020-07-10,7.26770833333333,0.0870949074074074,-0.0260699404238645,20.227821,209.412541754386,0.7148071141251857,0.3097860680357143,-3.8549047671725964,deep_access,true_drought
2020-07-11,7.05729166666666,0.0870949074074074,-0.0260699404238645,18.85572,210.1922929824561,0.7008644301921975,0.3110664805263158,-3.918217442400909,deep_access,true_drought
2020-07-13,6.78854166666666,0.0168821292775665,-0.0962827185537054,18.42935,193.6132335087719,0.7129621792467232,0.2864208736842105,-4.0448427928575335,deep_access,true_drought
2020-07-17,8.78645833333333,0.0168821292775665,-0.0962827185537054,19.99091,215.3272277777778,0.77730090405695,0.3337712711538461,-4.3887116162788375,deep_access,true_drought
2020-07-19,10.43333333333333,0.0241988227599738,-0.0889660250712981,22.030401,199.4899084615384,0.796239684510129,0.3146732071428571,-4.569947861294945,deep_access,true_drought
2020-07-20,9.703125,0.01981758347229925,-0.09334726435897264,23.386345,202.2070648214286,0.8009682957753127,0.300143265,-4.660565983802998,deep_access,true_drought
2020-07-21,8.94270833333334,0.01981758347229925,-0.09334726435897264,20.866272,207.2915830357143,0.8111520539507112,0.3122601258181818,-4.751184106311052,deep_access,true_drought
2020-07-23,11.289583333333331,0.0157952955941362,-0.0973695522371357,25.295351,259.2010071428571,1.036337196061167,0.38606294,-4.932420351327159,deep_access,true_drought
2020-07-24,10.284374999999999,0.0161542470036477,-0.0970106008276242,27.400198,276.0699369642857,1.056701221775465,0.4070653745454546,-5.0230384738352125,deep_access,true_drought
2020-07-25,12.68854166666666,0.02100620258847135,-0.09215864524280054,25.314247,217.6345563636364,0.8765847083613877,0.3230763636363637,-5.113656596343266,deep_access,true_drought
2020-07-27,12.34999999999999,0.025858158173295,-0.0873066896579769,31.811247,264.2937607142857,1.0398386810681766,0.3929978392857143,-5.294892841359373,deep_access,true_drought
2020-07-28,11.262500000000001,0.022704119258045448,-0.09046072857322646,30.5165,222.1505946428572,0.8887067321468501,0.3304997446428571,-5.385510963867427,deep_access,true_drought
2020-07-29,10.35833333333334,0.0195500803427959,-0.093614767488476,22.371971,195.5005146428572,0.7139086576727951,0.2876262541818182,-5.476129086375481,deep_access,true_drought
2020-07-30,13.508333333333331,0.0238434812360367,-0.0893213665952352,25.60974,248.2752566037736,1.0494381353732696,0.3684070867924528,-5.566747208883534,deep_access,true_drought
2020-07-31,13.31666666666666,0.0238434812360367,-0.0893213665952352,30.935204,302.8260872727272,1.038745652329132,0.4507508363636364,-5.657365331391588,deep_access,true_drought
2020-08-02,12.856249999999992,0.0262597751227223,-0.0667634806912311,35.460175,336.8761956727272,1.3177401884875748,0.510876977537037,-5.8386015764076955,deep_access,true_drought
2020-08-03,11.80208333333334,0.0262597751227223,-0.0667634806912311,22.249247,207.4354711538462,0.8029320381123595,0.3076702769230769,-5.929219698915748,deep_access,true_drought
2020-08-05,13.26354166666666,0.0262597751227223,-0.0667634806912311,21.389288,201.3184746296296,0.7217623319842402,0.2988078351851852,-6.110455943931855,deep_access,true_drought
2020-08-06,12.009375,0.0243826681161671,-0.0686405876977863,22.803461,200.1667349056604,0.7378668766552732,0.3028726788461538,-6.20107406643991,deep_access,true_drought
2020-08-07,10.98020833333333,0.0243826681161671,-0.0686405876977863,29.057203,210.8209509433962,0.8470175312855154,0.3133826924528302,-6.291692188947963,deep_access,true_drought
2020-08-09,12.31145833333333,0.0278600525807472,-0.06516320323320621,33.243896,257.2340490566038,1.018706190047081,0.3805321192307692,-6.4729284339640705,deep_access,true_drought
2020-08-10,10.941666666666661,0.0278600525807472,-0.06516320323320621,26.981737,200.3747703703704,1.0523050975175066,0.2968319,-6.563546556472124,deep_access,true_drought
2020-08-15,13.5780487804878,0.03465606029481555,-0.058367195519137854,22.563185,240.1534403846154,0.7320324379920513,0.3556691538461538,-7.016637169012392,deep_access,true_drought
2020-08-16,12.58571428571428,0.0379746835443038,-0.055048572269649605,20.947577,199.7225509433962,,0.2951063075471698,-7.107255291520445,deep_access,true_drought
2020-08-26,9.33125,0.0274409700063816,-0.0655822858075718,29.156921,223.5628633333333,0.8635687911835475,0.3647181,-6.857920914437078,deep_access,true_drought
2020-08-27,8.845833333333331,0.0187779881208297,-0.0742452676931237,31.130774,220.5501874509804,0.8804879989524049,0.3326059402,-6.823925664477936,deep_access,true_drought
2021-05-22,13.76354166666666,0.1261706555671176,-0.04436742146904821,17.980742,197.6528428571428,0.8025167505676889,0.2909560392857143,-2.924321280858132,deep_access,true_drought
2021-07-01,13.896874999999989,0.11205603185277466,-0.0011088159784972407,22.676245,220.0803210909091,0.7540176235136054,0.3322996773584906,-3.828095093502527,deep_access,wet_shallow
2021-07-02,13.67187499999999,0.1201100244498777,0.006945176618605803,28.759657,276.3900997592593,0.9675088324720721,0.4248801636346154,-3.916801719314078,deep_access,deep_access
2021-07-03,13.44583333333332,0.11142224963868785,-0.001742598192584044,27.196806,278.5555454545454,1.0285581344305144,0.409161262962963,-4.00550834512563,deep_access,true_drought
2021-07-04,13.24895833333333,0.102734474827498,-0.01043037300377389,24.206705,283.1932275438596,0.9588147348218986,0.4192675350877193,-4.094214970937181,deep_access,true_drought
2021-07-05,13.20937499999999,0.11383005716389771,0.0006652093326258157,26.757467,281.879442,1.0212432412657155,0.4268123877777778,-4.1829215967487325,deep_access,deep_access
2021-07-06,13.004166666666661,0.11383005716389771,0.0006652093326258157,19.782999,233.2100764912281,0.7736731440369059,0.3512029892857143,-4.271628222560285,deep_access,deep_access
2021-07-07,12.705208333333328,0.1249256395002974,0.011760791669025508,18.008776,229.6815688235294,0.7978210416756849,0.3391470276470588,-4.360334848371837,deep_access,deep_access
2021-07-08,12.63333333333333,0.1131648478312719,0.0,17.517624,201.923396,0.7085152115576189,0.2990504272727273,-4.449041474183388,deep_access,compound_dry
2021-07-10,12.52395833333333,0.10971295041122026,-0.0034518974200516417,26.512476,257.6818890909091,0.8989667132373618,0.3827598109090909,-4.626454725806491,deep_access,true_drought
2021-07-11,12.557291666666659,0.10971295041122026,-0.0034518974200516417,29.3175,255.2764826923077,1.0146569844847688,0.38904407,-4.715161351618043,deep_access,true_drought
2021-07-12,12.43229166666666,0.1180218446601941,0.004856996828922197,30.01787,303.2736946428572,1.0214525455640393,0.4489442339285714,-4.8038679774295945,deep_access,deep_access
2021-07-13,11.99583333333333,0.11650397262072125,0.003339124789449352,18.598206,225.0471154716981,0.7716415327312022,0.3320292811320755,-4.892574603241146,deep_access,deep_access
2021-07-14,11.88854166666667,0.1149861005812484,0.0018212527499765069,18.480766,199.3512187037037,0.696027985407229,0.2930380786792453,-4.981281229052698,deep_access,deep_access
2021-07-16,11.91354166666666,0.11380598599937711,0.0006411381681052097,22.345123,263.8678592592593,0.929728698062669,0.3982862849056604,-5.1586944806758,deep_access,deep_access
