date,SWC,LE,H,G,Rn,VPD_ec,ET,EF,site,VPD,NDWI_s2,NDWI_anom,GWS_cm,group_le,group
2020-06-11,11.50613,7.385849,-55.63369,-11.03092,-78.67655,16.44071,0.0108291877943106,,Oran,16.565931,-0.07075906873399984,0.03310594964221125,-1.1032640307040125,deep_access,wet_deep
2020-06-12,11.11824,4.576228,-47.76813,-24.14071,-78.02771,16.21427,0.0067046948351075,,Oran,13.029869,-0.090547263681592,0.0133177546946191,-1.1620083698800903,deep_access,wet_deep
2020-06-13,10.87397,11.41923,-39.2854,-18.53705,-63.56588,17.28999,0.0167049974521454,,Oran,14.749573,-0.0918986806117675,0.0119663377644436,-1.220752709056168,deep_access,wet_deep
2020-06-14,10.56149,9.026697,-52.34803,-23.17318,-76.40817,16.92814,0.0132095266317649,,Oran,17.91611,-0.09335675608804464,0.010508262288166453,-1.2794970482322459,deep_access,wet_deep
2020-06-15,10.22233,8.632816,-40.46915,-45.19271,-61.13252,17.87147,0.0126350071655516,,Oran,19.801512,-0.1038650183762111,0.0,-1.3382413874083237,deep_access,true_drought
2020-06-16,9.837631,8.362205,-38.08067,-14.50225,-58.41311,24.00906,0.0122935737930392,,Oran,17.482336,-0.1038650183762111,0.0,-1.3969857265844017,deep_access,true_drought
2020-06-17,9.618221,6.697215,-51.79314,-18.26116,-76.24547,20.17137,0.0098299446285267,,Oran,15.582059,-0.1038650183762111,0.0,-1.434857989294532,deep_access,true_drought
2020-06-18,9.354863,-6.969147,-41.73243,-22.37154,-78.42037,14.27974,0.0,,Oran,12.656219,-0.1038650183762111,0.0,-1.472730252004662,surface_dependent,true_drought
2020-06-19,9.208378,-1.716174,-27.18508,-20.40378,-67.05557,13.07714,0.0,,Oran,12.280482,-0.1142666221182759,-0.010401603742064808,-1.5106025147147921,surface_dependent,true_drought
2020-06-20,9.067181,2.942087,-38.69206,-22.38088,-77.25758,14.72752,0.0043151900693917,,Oran,21.041004,-0.1208552516818751,-0.016990233305664,-1.5484747774249221,deep_access,true_drought
2020-06-21,8.723031,4.071219,-53.2939,-22.61205,-85.36015,22.67938,0.0059938984581333,,Oran,26.95163,-0.1208552516818751,-0.016990233305664,-1.5863470401350523,deep_access,true_drought
2020-06-22,8.28267,2.216209,-49.53956,-22.53144,-83.24482,21.80811,0.0032620664756723,,Oran,19.608484,-0.1247637203297366,-0.0208987019535255,-1.6242193028451823,surface_dependent,true_drought
2020-06-23,8.028308,2.012978,-34.1486,-26.37741,-73.53307,17.0919,0.0029533922322832,,Oran,18.097252,-0.1120195659230617,-0.008154547546850605,-1.6620915655553126,surface_dependent,true_drought
2020-06-24,7.830279,2.814942,-39.3163,-22.27202,-75.07774,17.91755,0.00413334964845,,Oran,17.765917,-0.1120195659230617,-0.008154547546850605,-1.6999638282654428,deep_access,true_drought
2020-06-25,7.745026,0.9123317,-37.95324,-21.14964,-76.49178,20.06905,0.0013407020043212,,Oran,21.851332,-0.1120195659230617,-0.008154547546850605,-1.7378360909755728,surface_dependent,true_drought
2020-11-01,16.62155,0.2978679,-1.534473,-32.66494,-48.23394,10.45472,0.0004333578262688,,Oran,9.176359,-0.29299871085018964,-0.00889303739847902,-2.7003189701871615,wet_inactive,wet_shallow
2020-11-02,16.29702,-0.0540011,-3.301988,-34.96799,-47.32249,9.523893,0.0,,Oran,10.425973,-0.2904593639575972,-0.006353690505886578,-2.671705026677755,wet_inactive,wet_shallow
2020-11-03,16.01058,0.2742412,-18.69854,-24.36266,-53.64157,10.55622,0.0003989997890361,,Oran,7.8490205,-0.2904593639575972,-0.006353690505886578,-2.6430910831683487,wet_inactive,wet_shallow
2020-11-04,15.82647,0.8445772,-4.060987,-7.7656,-10.20994,10.89245,0.0012330044162195,,Oran,1.769508,-0.30497544469066296,-0.02086977123895234,-2.614477139658942,wet_inactive,wet_shallow
2020-11-05,24.22717,13.78033,-25.51834,-18.26121,-28.66791,9.013003,0.0200592073713638,,Oran,0.7956898,-0.30497544469066296,-0.02086977123895234,-2.5858631961495355,wet_active,wet_shallow
2020-11-06,27.71278,-11.14493,-25.07935,-10.09508,-55.53424,8.16441,0.0,,Oran,4.04467,-0.30497544469066296,-0.02086977123895234,-2.557249252640129,wet_inactive,wet_shallow
2020-11-07,25.82651,2.558082,-17.01249,-3.057651,-20.94129,10.52649,0.0037401608873946,,Oran,4.043169,-0.3194915254237288,-0.035385851972018156,-2.5286353091307223,wet_active,wet_shallow
2020-11-08,27.02922,-3.583425,-15.41648,-42.90459,-66.30141,8.353209,0.0,,Oran,3.8992794,-0.3194915254237288,-0.035385851972018156,-2.5000213656213157,wet_inactive,wet_shallow
2020-11-09,25.81903,0.2591767,-0.4201283,-39.61526,-55.7465,7.659983,0.0003764920370779,,Oran,3.8229458,-0.3194915254237288,-0.035385851972018156,-2.471407422111909,wet_inactive,wet_shallow
2020-11-10,24.99625,2.118064,2.45814,-28.77074,-50.07027,7.508314,0.0030779016423617,,Oran,3.0358925,-0.30905131826741994,-0.024945644815709322,-2.4427934786025025,wet_inactive,wet_shallow
2020-11-11,24.4542,-3.711141,-20.50581,-28.68342,-67.4667,7.875108,0.0,,Oran,3.134288,-0.2986111111111111,-0.014505437659400489,-2.414179535093096,wet_inactive,wet_shallow
2020-11-12,23.93873,-14.72588,-14.74733,-34.73575,-59.45892,7.283509,0.0,,Oran,3.6409132,-0.2986111111111111,-0.014505437659400489,-2.3855655915836893,wet_inactive,wet_shallow
2020-11-13,23.57498,-4.516847,-19.06939,-20.03927,-50.95126,8.113859,0.0,,Oran,3.4294298,-0.2986111111111111,-0.014505437659400489,-2.356951648074283,wet_inactive,wet_shallow
2020-11-14,23.08646,-10.62707,-26.35081,-14.0196,-53.02789,8.615423,0.0,,Oran,1.4497234,-0.3186171575285343,-0.034511484076823695,-2.3283377045648765,wet_inactive,wet_shallow
2020-11-15,22.96866,5.431388,-10.24893,-4.141002,-11.87597,10.25436,0.0079302234317395,,Oran,5.107849,-0.3186171575285343,-0.034511484076823695,-2.29972376105547,wet_active,wet_shallow
2020-11-16,22.63512,-1.123022,-11.59893,-17.16437,-34.55605,11.09629,0.0,,Oran,4.6886168,-0.3186171575285343,-0.034511484076823695,-2.2711098175460633,wet_inactive,wet_shallow
2020-11-17,22.43031,-0.6871326,-2.255836,-39.34784,-43.11188,8.342353,0.0,,Oran,4.3331385,-0.3386232039459575,-0.0545175304942469,-2.2629442650699336,wet_inactive,wet_shallow
2020-11-18,22.10303,1.044196,-0.1076174,-38.43556,-43.49765,7.368281,0.0015138638487064,,Oran,4.817694,-0.3386232039459575,-0.0545175304942469,-2.254778712593804,wet_inactive,wet_shallow
2020-11-19,21.84142,-0.3615038,-1.373528,-37.70109,-45.40945,7.657754,0.0,,Oran,4.001972,-0.3377619444387322,-0.05365627098702158,-2.246613160117674,wet_inactive,wet_shallow
2020-11-20,21.61962,-0.9413772,-4.079921,-33.7262,-46.18967,7.711117,0.0,,Oran,5.3868833,-0.31050317919160875,-0.02639750573989813,-2.2384476076415445,wet_inactive,wet_shallow
2020-11-21,19.3605,-0.3531587,-6.537698,-35.25323,-58.67595,7.564602,0.0,,Oran,3.2994254,-0.2841056734517106,0.0,-2.230282055165415,wet_inactive,wet_shallow
2020-11-22,19.06255,-10.21766,-32.59576,-28.71608,-81.75855,7.559527,0.0,,Oran,3.2346961,-0.2841056734517106,0.0,-2.222116502689285,wet_inactive,wet_shallow
2020-11-23,18.83982,1.922765,,-52.67511,-51.01923,,0.0027722369160922,,Oran,3.5976145,-0.2841056734517106,0.0,-2.2139509502131554,wet_inactive,wet_shallow
2020-11-24,18.76845,-3.449375,-37.63115,-24.30988,-74.49844,7.82969,0.0,,Oran,2.1822138,-0.2841056734517106,0.0,-2.2057853977370256,wet_inactive,wet_shallow
2020-11-25,18.64649,-3.904123,-6.343089,-34.24853,-54.99502,6.925974,0.0,,Oran,2.8557537,-0.2841056734517106,0.0,-2.197619845260896,wet_inactive,wet_shallow
2020-11-26,18.75906,3.417403,-8.677729,-3.638235,-7.792235,8.567082,0.004967829453608,,Oran,2.8223314,-0.2992370218753249,-0.0151313484236143,-2.189454292784766,wet_active,wet_shallow
2020-11-27,20.45115,0.8868271,-26.70849,-7.784613,-39.50558,9.317674,0.0012908451322674,,Oran,1.4577976,-0.3143683702989392,-0.0302626968472286,-2.1812887403086365,wet_inactive,wet_shallow
2020-11-28,25.51321,-66.6328,7.386735,-9.496894,-1.641099,1.433996,0.0,,Oran,2.2494004,-0.3143683702989392,-0.0302626968472286,-2.173123187832507,wet_inactive,wet_shallow
2020-11-29,23.46443,-1.339431,-2.033501,-32.0117,-47.47312,6.069548,0.0,,Oran,2.5975568,-0.3143683702989392,-0.0302626968472286,-2.164957635356377,wet_inactive,wet_shallow
2020-11-30,22.9171,0.5380214,-8.854099,18.91331,-6.018797,7.306043,0.0007818127744288,,Oran,2.345949,-0.3143683702989392,-0.0302626968472286,-2.1567920828802474,wet_inactive,wet_shallow
2020-12-01,22.46644,-2.705589,-0.5416022,-46.20287,-16.22776,6.719908,0.0,0.0,Oran,2.773758,-0.3143683702989392,-0.03469574679833526,-2.1486265304041177,wet_inactive,wet_shallow
2020-12-02,21.97243,-0.9460346,-35.52221,-15.31717,-71.25336,7.681649,0.0,,Oran,4.820292,-0.3143683702989392,-0.03469574679833526,-2.140460977927988,wet_inactive,wet_shallow
2020-12-04,20.97914,10.72568,-52.96418,-16.77069,-64.94504,9.56142,0.0155644331112421,,Oran,2.6109657,-0.3245353145129193,-0.044862691012315326,-2.1241298729757285,wet_active,wet_shallow
2020-12-06,21.16547,7.449651,-45.73158,-15.07437,-64.2198,7.288767,0.0107673754918716,,Oran,3.1885204,-0.3245353145129193,-0.044862691012315326,-2.107798768023469,wet_active,wet_shallow
2020-12-07,20.74481,4.117152,-53.27297,-18.43217,-77.45592,7.31236,0.0059539292505923,,Oran,3.7441864,-0.3347022587268994,-0.05502963522629545,-2.0996332155473394,wet_active,wet_shallow
2020-12-09,23.20352,6.446334,-47.89809,-24.40903,-83.39306,7.631283,0.0093253302590195,,Oran,3.4496481,-0.3347022587268994,-0.05502963522629545,-2.08330211059508,wet_active,wet_shallow
2020-12-10,22.48126,8.688086,-51.20182,-23.07925,-65.97032,7.338338,0.0125720647665873,,Oran,3.1551323,-0.3347022587268994,-0.05502963522629545,-2.0751365581189503,wet_active,wet_shallow
2020-12-11,22.72957,-8.688437,-43.25538,3.93486,-65.45776,8.473269,0.0,,Oran,4.085281,-0.327264298683276,-0.047591675182672044,-2.0669710056428205,wet_inactive,wet_shallow
2020-12-12,25.06062,2.403607,-52.53405,-4.421885,-66.66612,9.762186,0.0035077503456881,,Oran,5.612638,-0.327264298683276,-0.047591675182672044,-2.058805453166691,wet_inactive,wet_shallow
2020-12-13,21.99515,-5.467174,-29.29965,-19.57095,-71.21826,7.829515,0.0,,Oran,4.3879385,-0.327264298683276,-0.047591675182672044,-2.050639900690561,wet_inactive,wet_shallow
2020-12-14,21.74315,-2.261195,-5.305244,-15.79541,-32.58771,7.170169,0.0,,Oran,3.4527714,-0.327264298683276,-0.047591675182672044,-2.0424743482144314,wet_inactive,wet_shallow
2020-12-15,21.57894,1.509032,2.526959,-29.1425,-55.23026,6.885252,0.0021862099133929,,Oran,3.4900064,-0.3198263386396526,-0.04015371513904864,-2.0343087957383017,wet_inactive,wet_shallow
2020-12-16,21.19073,0.9289029,2.103777,-45.91634,-56.80703,6.270031,0.0013416499558072,,Oran,2.666088,-0.32184772177410925,-0.042175098273505296,-2.026143243262172,wet_inactive,wet_shallow
2020-12-17,20.94335,-3.51012,,-34.95734,-48.75478,,0.0,,Oran,1.943821,-0.3238691049085659,-0.04419648140796195,-1.9873833290382155,wet_inactive,wet_shallow
2020-12-18,20.72099,0.01596512,-1.829434,-23.25467,-52.92616,6.058481,2.30469107010099e-05,,Oran,2.5607688,-0.3238691049085659,-0.04419648140796195,-1.9567889672903886,wet_inactive,wet_shallow
2020-12-19,20.73906,-2.71315,-17.97481,-32.23517,-62.48576,7.954731,0.0,,Oran,2.262476,-0.33452511978169236,-0.0548524962810884,-1.9261946055425618,wet_inactive,wet_shallow
2020-12-21,21.76601,0.47748,2.13333,-19.24504,-63.07159,6.828058,0.0006911110709051,,Oran,2.8971593,-0.33452511978169236,-0.0548524962810884,-1.8650058820469082,wet_inactive,wet_shallow
2020-12-22,21.52229,-1.142248,-2.333253,4.73915,-0.9655718,6.681187,0.0,,Oran,1.9852232,-0.3451811346548188,-0.06550851115421485,-1.8344115202990814,wet_inactive,wet_shallow
2020-12-23,21.62296,-9.053168,-51.62606,-3.451697,-67.51294,8.040442,0.0,,Oran,2.9194715,-0.3451811346548188,-0.06550851115421485,-1.8038171585512544,wet_inactive,wet_shallow
2020-12-24,21.33115,0.3684983,0.5289778,-16.11898,-43.74459,7.699096,0.0005349453599949,,Oran,3.035545,-0.3451811346548188,-0.06550851115421485,-1.7732227968034278,wet_inactive,wet_shallow
2020-12-25,21.2106,-0.05105399,-10.30926,-1.89958,-20.27163,7.686458,0.0,,Oran,3.7516654,-0.3295469877422311,-0.04987436424162717,-1.7426284350556007,wet_inactive,wet_shallow
2020-12-29,20.76059,4.449172,-54.74096,-20.59662,-82.68295,7.576118,0.0064339253887284,,Oran,2.363087,-0.31277221580332126,-0.03309959230271731,-1.6202509880642935,wet_active,wet_shallow
2020-12-30,22.48414,129.4578,-47.45454,-22.92419,-48.70034,4.899971,0.186871161216285,,Oran,2.995288,-0.31277221580332126,-0.03309959230271731,-1.5896566263164666,wet_active,wet_shallow
2020-12-31,21.44399,-0.2591293,-36.04308,-36.98344,-68.83531,6.886017,0.0,,Oran,3.0007296,-0.3160515375178762,-0.036378914017272224,-1.5590622645686398,wet_inactive,wet_shallow
