site,season,var,index,point,ci_lo,ci_hi,n_boot,med_normal,med_soil_dry,med_atm_dry,med_compound
Oran,growing,LE_corr,SDS,0.3119959285866839,0.2108872817043218,0.4115876116824996,5000,24.458347008160985,16.827442321654456,85.55409206554043,43.43339667819512
Oran,growing,LE_corr,VAS,2.4979507011243935,1.9179128357268787,3.0099324170199386,5000,24.458347008160985,16.827442321654456,85.55409206554043,43.43339667819512
Oran,growing,LE_corr,DSO,1.5811050692060729,1.2695686829364332,1.86823241139756,5000,24.458347008160985,16.827442321654456,85.55409206554043,43.43339667819512
Oran,growing,LE_corr,CompoundDrop,-0.775810796359327,-1.0379361571046042,-0.49489373794448555,5000,24.458347008160985,16.827442321654456,85.55409206554043,43.43339667819512
Oran,growing,EF_corr,SDS,,,,0,0.564900113748421,0.3706083552678249,0.6153984138114598,0.32625789860644067
Oran,growing,EF_corr,VAS,,,,0,0.564900113748421,0.3706083552678249,0.6153984138114598,0.32625789860644067
Oran,growing,EF_corr,DSO,,,,0,0.564900113748421,0.3706083552678249,0.6153984138114598,0.32625789860644067
Oran,growing,EF_corr,CompoundDrop,,,,0,0.564900113748421,0.3706083552678249,0.6153984138114598,0.32625789860644067
Oran,growing,Bowen_corr,SDS,,,,0,0.6568664692945801,1.5753404336075374,0.5927381874201683,2.0650598936342774
Oran,growing,Bowen_corr,VAS,,,,0,0.6568664692945801,1.5753404336075374,0.5927381874201683,2.0650598936342774
Oran,growing,Bowen_corr,DSO,,,,0,0.6568664692945801,1.5753404336075374,0.5927381874201683,2.0650598936342774
Oran,growing,Bowen_corr,CompoundDrop,,,,0,0.6568664692945801,1.5753404336075374,0.5927381874201683,2.0650598936342774
Oran,growing,ET,SDS,,,,0,1.1429164403063146,0.8775804131826375,3.835458711856334,2.2047508146231625
Oran,growing,ET,VAS,,,,0,1.1429164403063146,0.8775804131826375,3.835458711856334,2.2047508146231625
Oran,growing,ET,DSO,,,,0,1.1429164403063146,0.8775804131826375,3.835458711856334,2.2047508146231625
Oran,growing,ET,CompoundDrop,,,,0,1.1429164403063146,0.8775804131826375,3.835458711856334,2.2047508146231625
Oran,non_growing,LE_corr,SDS,0.5174333613487692,0.325158074122433,0.7009713888129141,5000,29.094661364164324,14.040112937200611,25.504255133238956,18.08677723924453
Oran,non_growing,LE_corr,VAS,-0.12340429695970423,-0.4157108060636214,0.3950519033056149,5000,29.094661364164324,14.040112937200611,25.504255133238956,18.08677723924453
Oran,non_growing,LE_corr,DSO,0.2882216346936852,-0.08725952251410826,1.3363222086347786,5000,29.094661364164324,14.040112937200611,25.504255133238956,18.08677723924453
Oran,non_growing,LE_corr,CompoundDrop,0.3783472159080746,0.11583809076535075,0.49427646599963676,5000,29.094661364164324,14.040112937200611,25.504255133238956,18.08677723924453
Oran,non_growing,EF_corr,SDS,,,,0,0.33842166985627586,0.10962411700318013,0.17773622487243834,0.1406886822111168
Oran,non_growing,EF_corr,VAS,,,,0,0.33842166985627586,0.10962411700318013,0.17773622487243834,0.1406886822111168
Oran,non_growing,EF_corr,DSO,,,,0,0.33842166985627586,0.10962411700318013,0.17773622487243834,0.1406886822111168
Oran,non_growing,EF_corr,CompoundDrop,,,,0,0.33842166985627586,0.10962411700318013,0.17773622487243834,0.1406886822111168
Oran,non_growing,Bowen_corr,SDS,,,,0,1.8938990307070083,7.820691910386421,4.630953441169111,5.5938509771675164
Oran,non_growing,Bowen_corr,VAS,,,,0,1.8938990307070083,7.820691910386421,4.630953441169111,5.5938509771675164
Oran,non_growing,Bowen_corr,DSO,-0.2847370742557325,-0.5336982908024502,0.011754267225563131,4945,1.8938990307070083,7.820691910386421,4.630953441169111,5.5938509771675164
Oran,non_growing,Bowen_corr,CompoundDrop,,,,0,1.8938990307070083,7.820691910386421,4.630953441169111,5.5938509771675164
Oran,non_growing,ET,SDS,,,,0,1.380324790087493,0.8197414349822221,1.3356476263693842,1.0039143468131209
Oran,non_growing,ET,VAS,,,,0,1.380324790087493,0.8197414349822221,1.3356476263693842,1.0039143468131209
Oran,non_growing,ET,DSO,,,,0,1.380324790087493,0.8197414349822221,1.3356476263693842,1.0039143468131209
Oran,non_growing,ET,CompoundDrop,,,,0,1.380324790087493,0.8197414349822221,1.3356476263693842,1.0039143468131209
Tarazona,growing,LE_corr,SDS,0.0509652636540208,-0.06459896253149988,0.1471134839286372,5000,93.30736387424737,88.5519294735347,202.19505271276358,178.45025144587476
Tarazona,growing,LE_corr,VAS,1.1669785139923878,0.9572852224976748,1.3555963370133577,5000,93.30736387424737,88.5519294735347,202.19505271276358,178.45025144587476
Tarazona,growing,LE_corr,DSO,1.015204552930806,0.7817823390818611,1.2118240451850875,5000,93.30736387424737,88.5519294735347,202.19505271276358,178.45025144587476
Tarazona,growing,LE_corr,CompoundDrop,-0.9124991215739043,-1.1057385648401166,-0.6971074277050088,5000,93.30736387424737,88.5519294735347,202.19505271276358,178.45025144587476
Tarazona,growing,EF_corr,SDS,,,,0,0.6781409123387846,0.6288842652222641,0.916130159960993,0.8553118761713476
Tarazona,growing,EF_corr,VAS,,,,0,0.6781409123387846,0.6288842652222641,0.916130159960993,0.8553118761713476
Tarazona,growing,EF_corr,DSO,,,,0,0.6781409123387846,0.6288842652222641,0.916130159960993,0.8553118761713476
Tarazona,growing,EF_corr,CompoundDrop,,,,0,0.6781409123387846,0.6288842652222641,0.916130159960993,0.8553118761713476
Tarazona,growing,Bowen_corr,SDS,,,,0,0.44798074150935674,0.5590455964669818,0.08657944708342952,0.16331520872627636
Tarazona,growing,Bowen_corr,VAS,,,,0,0.44798074150935674,0.5590455964669818,0.08657944708342952,0.16331520872627636
Tarazona,growing,Bowen_corr,DSO,,,,0,0.44798074150935674,0.5590455964669818,0.08657944708342952,0.16331520872627636
Tarazona,growing,Bowen_corr,CompoundDrop,,,,0,0.44798074150935674,0.5590455964669818,0.08657944708342952,0.16331520872627636
Tarazona,growing,ET,SDS,,,,5,4.11441461,4.323674089000001,8.096462240000001,8.554985849000001
Tarazona,growing,ET,VAS,,,,5,4.11441461,4.323674089000001,8.096462240000001,8.554985849000001
Tarazona,growing,ET,DSO,,,,138,4.11441461,4.323674089000001,8.096462240000001,8.554985849000001
Tarazona,growing,ET,CompoundDrop,,,,5,4.11441461,4.323674089000001,8.096462240000001,8.554985849000001
Tarazona,non_growing,LE_corr,SDS,0.8439932853155926,0.6157141826803203,0.9460648995821163,5000,67.17057587065814,10.47906086504111,39.75069344313789,25.15819784277918
Tarazona,non_growing,LE_corr,VAS,-0.4082127043293367,-0.7643965031723471,0.31726613365093465,5000,67.17057587065814,10.47906086504111,39.75069344313789,25.15819784277918
Tarazona,non_growing,LE_corr,DSO,1.4008065385619348,-0.6271030203034716,8.675005294442798,4550,67.17057587065814,10.47906086504111,39.75069344313789,25.15819784277918
Tarazona,non_growing,LE_corr,CompoundDrop,0.6254580593261083,-1.1811603771784815,0.9307867710498524,5000,67.17057587065814,10.47906086504111,39.75069344313789,25.15819784277918
Tarazona,non_growing,EF_corr,SDS,,,,0,0.5699758230537367,0.2960564529593669,0.4726716980229647,0.3356689554536944
Tarazona,non_growing,EF_corr,VAS,,,,0,0.5699758230537367,0.2960564529593669,0.4726716980229647,0.3356689554536944
Tarazona,non_growing,EF_corr,DSO,,,,0,0.5699758230537367,0.2960564529593669,0.4726716980229647,0.3356689554536944
Tarazona,non_growing,EF_corr,CompoundDrop,,,,0,0.5699758230537367,0.2960564529593669,0.4726716980229647,0.3356689554536944
Tarazona,non_growing,Bowen_corr,SDS,,,,0,0.6923722440815917,2.2771988303214816,1.1158148586833208,2.66396634698459
Tarazona,non_growing,Bowen_corr,VAS,,,,0,0.6923722440815917,2.2771988303214816,1.1158148586833208,2.66396634698459
Tarazona,non_growing,Bowen_corr,DSO,,,,175,0.6923722440815917,2.2771988303214816,1.1158148586833208,2.66396634698459
Tarazona,non_growing,Bowen_corr,CompoundDrop,,,,0,0.6923722440815917,2.2771988303214816,1.1158148586833208,2.66396634698459
Tarazona,non_growing,ET,SDS,,,,0,0.8614923,0.3156005545,1.08604449413,0.8560210158500001
Tarazona,non_growing,ET,VAS,,,,0,0.8614923,0.3156005545,1.08604449413,0.8560210158500001
Tarazona,non_growing,ET,DSO,,,,0,0.8614923,0.3156005545,1.08604449413,0.8560210158500001
