date,site,ET_mm,n_obs,qflag_mean
2020-01-01,Oran,0.7009500000000001,48,1983.0
2020-01-01,TzM,0.46215,48,1688.1041666666667
2020-01-02,Oran,0.7363500000000001,48,1983.0
2020-01-02,TzM,0.5408000000000001,48,1909.3333333333333
2020-01-03,Oran,,26,1928.423076923077
2020-01-03,TzM,,26,1819.6153846153845
2020-01-04,Oran,0.5372,48,1717.5416666666667
2020-01-04,TzM,0.47215,48,1717.2708333333333
2020-01-05,Oran,0.7050500000000001,48,1983.0
2020-01-05,TzM,0.5437500000000001,48,1983.0
2020-01-06,Oran,0.80855,48,1983.0
2020-01-06,TzM,0.6325000000000001,48,1983.0
2020-01-07,Oran,0.8042,48,1983.0
2020-01-07,TzM,0.6025,48,1983.0
2020-01-08,Oran,0.8108000000000001,48,1820.6666666666667
2020-01-08,TzM,0.5926,48,1761.8125
2020-01-09,Oran,0.6935,48,1687.6041666666667
2020-01-09,TzM,0.4329,48,1776.3958333333333
2020-01-10,Oran,0.58925,48,1835.625
2020-01-10,TzM,0.6756,48,1865.0208333333333
2020-01-11,Oran,0.72275,48,1968.2083333333333
2020-01-11,TzM,0.616,48,1983.0
2020-01-12,Oran,0.7003,48,1983.0
2020-01-12,TzM,0.5732,48,1983.0
2020-01-13,Oran,0.6771,48,1820.4375
2020-01-13,TzM,0.53055,48,1732.2083333333333
2020-01-14,Oran,0.7130000000000001,48,1835.2916666666667
2020-01-14,TzM,0.49925,48,1865.0
2020-01-15,Oran,0.77725,48,1732.2291666666667
2020-01-15,TzM,0.61195,48,1658.2291666666667
2020-01-16,Oran,0.84125,47,1922.595744680851
2020-01-16,TzM,0.7101500000000001,47,1847.0425531914893
2020-01-17,Oran,0.66705,48,1776.0625
2020-01-17,TzM,0.5982500000000001,48,1731.7083333333333
2020-01-18,Oran,0.37175,48,1658.1666666666667
2020-01-18,TzM,0.42085,48,1599.0
2020-01-19,Oran,0.1427,48,1377.9375
2020-01-19,TzM,0.27725,48,1348.5208333333333
