date,site,ET_mm,n_obs,qflag_mean
2022-01-01,Oran,1.2213,48,1968.25
2022-01-01,TzM,0.8750000000000001,48,1909.2083333333333
2022-01-02,Oran,1.0948,48,1835.5
2022-01-02,TzM,0.7082,48,1835.5416666666667
2022-01-03,Oran,0.9993500000000001,48,1909.25
2022-01-03,TzM,0.7225,48,1864.8333333333333
2022-01-04,Oran,0.87675,48,1850.0833333333333
2022-01-04,TzM,0.7497,48,1805.7916666666667
2022-01-05,Oran,0.36605000000000004,48,1687.6875
2022-01-05,TzM,0.44465000000000005,48,1731.9791666666667
2022-01-06,Oran,0.46705,47,1832.0212765957447
2022-01-06,TzM,0.43000000000000005,47,1937.6808510638298
2022-01-07,Oran,0.60035,48,1909.25
2022-01-07,TzM,0.5332,48,1909.25
2022-01-08,Oran,0.5291,48,1924.0
2022-01-08,TzM,0.40475,48,1850.25
2022-01-09,Oran,0.6163500000000001,48,1761.6666666666667
2022-01-09,TzM,0.4025,48,1673.0833333333333
2022-01-10,Oran,0.43185,48,1673.25
2022-01-10,TzM,0.36245,48,1820.75
2022-01-11,Oran,0.4139,48,1983.0
2022-01-11,TzM,0.34290000000000004,48,1923.9791666666667
2022-01-12,Oran,0.52995,48,1924.0833333333333
2022-01-12,TzM,0.40130000000000005,48,1983.0
2022-01-13,Oran,0.47180000000000005,48,1850.125
2022-01-13,TzM,0.31215000000000004,48,1865.0416666666667
2022-01-14,Oran,0.45695,48,1894.4375
2022-01-14,TzM,0.26235,48,1732.5
2022-01-15,Oran,0.53635,48,1909.25
2022-01-15,TzM,0.31895,48,1924.125
2022-01-16,Oran,0.58955,48,1983.0
2022-01-16,TzM,0.3529,48,1983.0
2022-01-17,Oran,0.57475,48,1953.5
2022-01-17,TzM,0.30765000000000003,48,1938.75
2022-01-18,Oran,0.6824,48,1983.0
2022-01-18,TzM,0.2846,48,1953.5
2022-01-19,Oran,0.606,48,1983.0
2022-01-19,TzM,0.23505,47,1958.3541666666667
2022-01-20,Oran,0.46485,47,1943.6041666666667
2022-01-20,TzM,0.18185,47,1914.1041666666667
2022-01-21,Oran,0.4323,47,1884.4791666666667
2022-01-21,TzM,0.2582,48,1968.2083333333333
2022-01-22,Oran,0.16025,48,1510.625
2022-01-22,TzM,0.1144,48,1672.875
2022-01-23,Oran,0.1555,48,1496.125
2022-01-23,TzM,0.1579,48,1524.9375
2022-01-24,Oran,0.34440000000000004,48,1480.6458333333333
2022-01-24,TzM,0.1554,47,1544.7708333333333
2022-01-25,Oran,0.28335,47,1618.9375
2022-01-25,TzM,0.17035,47,1692.5208333333333
2022-01-26,Oran,0.28685,48,1732.0833333333333
2022-01-26,TzM,0.18480000000000002,48,1688.0
2022-01-27,Oran,0.53105,47,1913.9791666666667
2022-01-27,TzM,0.31275000000000003,47,1958.3541666666667
2022-01-28,Oran,0.64315,48,1983.0
2022-01-28,TzM,0.35050000000000003,47,1958.3541666666667
2022-01-29,Oran,0.79015,48,1983.0
2022-01-29,TzM,0.39235000000000003,48,1983.0
2022-01-30,Oran,0.8358,48,1983.0
2022-01-30,TzM,0.37995,48,1983.0
2022-01-31,Oran,0.7158500000000001,48,1983.0
2022-01-31,TzM,0.2843,48,1983.0
2022-02-01,Oran,0.5596,48,1983.0
2022-02-01,TzM,0.2492,48,1983.0
2022-02-02,Oran,0.7944,47,1983.0
2022-02-02,TzM,0.2579,47,1983.0
2022-02-03,Oran,0.9045000000000001,48,1865.0
2022-02-03,TzM,0.2874,48,1673.25
2022-02-04,Oran,0.52795,48,1687.9583333333333
2022-02-04,TzM,0.18605000000000002,48,1569.8333333333333
2022-02-05,Oran,0.2232,48,1584.75
2022-02-05,TzM,0.132,48,1525.75
2022-02-06,Oran,0.5627500000000001,48,1820.7083333333333
2022-02-06,TzM,0.49860000000000004,48,1864.9583333333333
2022-02-07,Oran,0.8771500000000001,48,1983.0
2022-02-07,TzM,0.6745,48,1983.0
2022-02-08,Oran,0.64575,48,1968.2083333333333
2022-02-08,TzM,0.45555,48,1983.0
