i,vshare_sp,vshare_au,delta_h,db_h,dw_h,s_h,delta_le,db_le,dw_le,s_le,csv_sig_h,csv_sig_le,csv_delta_h,csv_delta_le,csv_p_h,csv_p_le
31,0.3447516349442158,0.25063940442399896,0.027409223923108378,0.01922947425296443,0.008179749670143977,0.7015694536594405,-0.03271780520315843,-0.01909140275198349,-0.013626402451174946,0.5835172204687032,0.0,0.0,0.027409,-0.032718,0.421289,0.329835
32,0.2756705317684716,0.29395840912517684,0.015559815799761113,-0.015809665193499273,0.03136948099326038,0.335098586373657,-0.036258038378124295,0.019183483591655694,-0.055441521969779944,0.25706508759805363,0.0,0.0,0.01556,-0.036258,0.646677,0.26087
33,0.2901206834271993,0.34156347397226333,-0.05486057983194467,-0.023550938290754858,-0.03130964154118984,0.4292870830548789,0.022122148733967784,0.026857171469526035,-0.00473502273555824,0.8501204853065821,0.0,0.0,-0.054861,0.022122,0.088956,0.512244
34,0.22878990663608356,0.3105171937227436,0.007510402889796746,0.0023905743887013275,0.005119828501095397,0.31830175075548184,-0.03661775722484605,-0.009284883713103657,-0.027332873511742392,0.25356232649889426,0.0,0.0,0.00751,-0.036618,0.817591,0.254373
35,0.22035494185846569,0.2880052222076947,-0.034508696095141664,-0.006881767255345344,-0.027626928839796318,0.19942124838249684,-0.01063068485026126,0.005154180247250322,-0.015784865097511567,0.2461516350142339,0.0,0.0,-0.034509,-0.010631,0.316842,0.751624
36,0.22118671980256738,0.2439456207090448,-0.03556348801940701,0.003799078113095109,-0.0393625661325021,0.08801977263603997,-0.013000068001655976,-0.015037532627335152,0.0020374646256791297,0.8806755517738398,0.0,0.0,-0.035563,-0.013,0.295352,0.714643
37,0.15054784045887737,0.3559815176511346,-0.04691714411897545,0.008457134228259212,-0.05537427834723467,0.13249172918203708,0.014003238453328348,-0.012148835267827314,0.026152073721155675,0.3171944371169324,0.0,0.0,-0.046917,0.014003,0.127936,0.662669
38,0.25066873160634784,0.3324851379281845,-0.0594479324975411,-0.02729452242664013,-0.032153410070900945,0.4591332495502532,0.01597551210297943,0.03660121986534436,-0.02062570776236495,0.6395803755786817,0.0,0.0,-0.059448,0.015976,0.077961,0.615692
39,0.3021700894886101,0.16215230937881453,0.04968431910154922,0.029244549330220564,0.020439769771328668,0.5886072277743799,-0.036021885177998814,-0.019011540889346524,-0.01701034428865235,0.5277775106828175,0.0,0.0,0.049684,-0.036022,0.123438,0.251874
40,0.2690514375876515,0.24542153443725426,-0.06706507722869831,-0.01243703205518118,-0.054628045173517145,0.18544721886727591,-0.013213003379512946,0.009319833304623952,-0.022532836684136907,0.29259190227734233,1.0,0.0,-0.067065,-0.013213,0.035982,0.674663
41,0.2825232800560501,0.26167921329779376,0.06662514338388964,0.019700395112155687,0.04692474827173393,0.2956900970350387,-0.09573321689732786,-0.02566816205026093,-0.07006505484706693,0.26812179598842445,1.0,1.0,0.066625,-0.095733,0.047976,0.008496
42,0.21348488303633023,0.28823967509458176,0.018059442687546078,-0.011960977291989116,0.030020419979535196,0.2849113671617158,-0.03951363490374192,0.0048660362031927185,-0.04437967110693462,0.09881137806689644,0.0,0.0,0.018059,-0.039514,0.591704,0.229885
43,0.27395241549073884,0.21410385636043708,-0.03378420468871783,-0.00015444140870212375,-0.03362976328001569,0.004571408743379394,0.021921398027476835,-0.001221117144646035,0.02314251517212287,0.05012048814271299,0.0,0.0,-0.033784,0.021921,0.312844,0.504248
44,0.2778311574366915,0.317267113997804,-0.021695487538537537,-0.02387185637139498,0.0021763688328574234,0.9164484790886203,0.028622219984149024,0.021885236835417404,0.006736983148731612,0.7646240175478158,0.0,0.0,-0.021695,0.028622,0.504748,0.362319
45,0.25744678078332334,0.2687804073797646,0.013447846118693202,-0.015241923801235503,0.02868976991992866,0.34694596338526057,-0.05586649613753039,0.003567080531452502,-0.059433576668982906,0.056619735252981605,0.0,0.0,0.013448,-0.055866,0.716142,0.106447
46,0.31076916306202995,0.27563916537338046,-0.05753472884954067,0.009135195243628933,-0.06666992409316956,0.1205089487827557,0.060305445729504255,0.0007777441069480671,0.059527701622556224,0.0128967475082861,0.0,0.0,-0.057535,0.060305,0.08046,0.075462
47,0.28805809878539274,0.2197016959398235,-0.01333329280858284,-0.002940816962343666,-0.010392475846239192,0.2205619425421014,-0.04525344058604348,0.001586901099221842,-0.04684034168526536,0.03276876832083815,0.0,0.0,-0.013333,-0.045253,0.685157,0.178411
48,0.2251306053822396,0.19616519441330987,-0.004022288152311537,-0.010395124549237748,0.006372836396926179,0.6199396922865497,-0.019686651122273257,0.002818045500053835,-0.022504696622327118,0.11128516360647873,0.0,0.0,-0.004022,-0.019687,0.910545,0.547226
49,0.26703613392263653,0.36936674545547715,-0.0019089319812007673,0.015369702043978287,-0.017278634025179034,0.4707652485388972,0.010726917587550889,0.0029949391507404187,0.007731978436810491,0.27919848607918696,0.0,0.0,-0.001909,0.010727,0.957021,0.755122
50,0.2269304009522947,0.21723726675587934,-0.013061289999167051,-0.004110602233247512,-0.008950687765919518,0.3147164050036146,-0.01903834003648223,-0.000655659625133153,-0.018382680411349078,0.034438907167155586,0.0,0.0,-0.013061,-0.019038,0.673663,0.546727
51,0.26081553549252845,0.31405876973767355,-0.026859957960258914,-0.0007672426343378284,-0.02609271532592106,0.02856455082591772,-0.03893519117742507,0.0005660019612530112,-0.03950119313867805,0.01412631854666525,0.0,0.0,-0.02686,-0.038935,0.426287,0.254873
52,0.23255649510671567,0.19745585576686026,0.022773334403811185,0.0428390840340649,-0.02006574963025375,0.6810141850572035,-0.0767029862134262,-0.04755170953065556,-0.029151276682770615,0.6199460005161058,0.0,1.0,0.022773,-0.076703,0.461269,0.01999
53,0.2059804825173872,0.2225062380504969,-0.014791648974714227,0.012868148889016873,-0.02765979786373112,0.31751297364069764,0.007943882067667002,-0.008583741799377074,0.016527623867044053,0.3418269604848787,0.0,0.0,-0.014792,0.007944,0.65917,0.814093
54,0.262738963023423,0.22366395740455083,-0.05198867862767713,-0.00729557426769349,-0.04469310435998363,0.14033005762546075,0.041087575098365886,0.004017569605310427,0.03707000549305546,0.09778064526057202,0.0,0.0,-0.051989,0.041088,0.113443,0.211394
55,0.2148024674997665,0.15704697095507092,-0.0432271290203432,-0.013218243667198605,-0.030008885353144603,0.30578583326637165,0.03382515090304764,0.026087919795985175,0.007737231107062476,0.7712580461432517,0.0,0.0,-0.043227,0.033825,0.195402,0.321339
