date,site,GPP_mgpp,qflag
2020-03-30,Oran,1.7,
2020-03-31,Oran,,
2020-04-01,Oran,3.04,
2020-04-02,Oran,3.04,
2020-04-03,Oran,3.04,
2020-04-04,Oran,3.04,
2020-04-05,Oran,3.04,
2020-04-06,Oran,3.04,
2020-04-07,Oran,3.04,
2020-04-08,Oran,3.04,
2020-04-09,Oran,3.04,
2020-04-10,Oran,3.04,
2020-04-11,Oran,2.63,4.0
2020-04-12,Oran,2.63,4.0
2020-04-13,Oran,2.63,4.0
2020-04-14,Oran,2.63,4.0
2020-04-15,Oran,2.63,4.0
2020-04-16,Oran,2.63,4.0
2020-04-17,Oran,2.63,4.0
2020-04-18,Oran,2.63,4.0
2020-04-19,Oran,2.63,4.0
2020-04-20,Oran,2.63,4.0
2020-04-21,Oran,2.9,7.0
2020-04-22,Oran,2.9,7.0
2020-04-23,Oran,2.9,7.0
2020-04-24,Oran,2.9,7.0
2020-04-25,Oran,2.9,7.0
2020-04-26,Oran,2.9,7.0
2020-04-27,Oran,2.9,7.0
2020-04-28,Oran,2.9,7.0
2020-04-29,Oran,2.9,7.0
2020-04-30,Oran,2.9,7.0
2020-05-01,Oran,2.71,
2020-05-02,Oran,2.71,
2020-05-03,Oran,2.71,
2020-05-04,Oran,2.71,
2020-05-05,Oran,2.71,
2020-05-06,Oran,2.71,
2020-05-07,Oran,2.71,
2020-05-08,Oran,2.71,
2020-05-09,Oran,2.71,
2020-05-10,Oran,2.71,
2020-05-11,Oran,1.89,
2020-05-12,Oran,1.89,
2020-05-13,Oran,1.89,
2020-05-14,Oran,1.89,
2020-05-15,Oran,1.89,
2020-05-16,Oran,1.89,
2020-05-17,Oran,1.89,
2020-05-18,Oran,1.89,
2020-05-19,Oran,1.89,
2020-05-20,Oran,1.89,
2020-05-21,Oran,2.17,
2020-05-22,Oran,2.17,
2020-05-23,Oran,2.17,
2020-05-24,Oran,2.17,
2020-05-25,Oran,2.17,
2020-05-26,Oran,2.17,
2020-05-27,Oran,2.17,
2020-05-28,Oran,2.17,
2020-05-29,Oran,2.17,
2020-05-30,Oran,2.17,
2020-05-31,Oran,,
2020-06-01,Oran,1.43,
2020-06-02,Oran,1.43,
2020-06-03,Oran,1.43,
2020-06-04,Oran,1.43,
2020-06-05,Oran,1.43,
2020-06-06,Oran,1.43,
2020-06-07,Oran,1.43,
2020-06-08,Oran,1.43,
2020-06-09,Oran,1.43,
2020-06-10,Oran,1.43,
2020-06-11,Oran,1.41,
2020-06-12,Oran,1.41,
2020-06-13,Oran,1.41,
2020-06-14,Oran,1.41,
2020-06-15,Oran,1.41,
2020-06-16,Oran,1.41,
2020-06-17,Oran,1.41,
2020-06-18,Oran,1.41,
2020-06-19,Oran,1.41,
2020-06-20,Oran,1.41,
2020-06-21,Oran,1.45,
2020-06-22,Oran,1.45,
2020-06-23,Oran,1.45,
2020-06-24,Oran,1.45,
2020-06-25,Oran,1.45,
2020-06-26,Oran,1.45,
2020-06-27,Oran,1.45,
2020-06-28,Oran,1.45,
2020-06-29,Oran,1.45,
2020-06-30,Oran,1.45,
2020-07-01,Oran,1.66,
2020-07-02,Oran,1.66,
2020-07-03,Oran,1.66,
2020-07-04,Oran,1.66,
2020-07-05,Oran,1.66,
2020-07-06,Oran,1.66,
2020-07-07,Oran,1.66,
2020-07-08,Oran,1.66,
2020-07-09,Oran,1.66,
2020-07-10,Oran,1.66,
2020-07-11,Oran,1.59,
2020-07-12,Oran,1.59,
2020-07-13,Oran,1.59,
2020-07-14,Oran,1.59,
2020-07-15,Oran,1.59,
2020-07-16,Oran,1.59,
2020-07-17,Oran,1.59,
2020-07-18,Oran,1.59,
2020-07-19,Oran,1.59,
2020-07-20,Oran,1.59,
2020-07-21,Oran,1.32,
2020-07-22,Oran,1.32,
2020-07-23,Oran,1.32,
2020-07-24,Oran,1.32,
2020-07-25,Oran,1.32,
2020-07-26,Oran,1.32,
2020-07-27,Oran,1.32,
2020-07-28,Oran,1.32,
2020-07-29,Oran,1.32,
2020-07-30,Oran,1.32,
2020-07-31,Oran,,
2020-08-01,Oran,1.27,
2020-08-02,Oran,1.27,
2020-08-03,Oran,1.27,
2020-08-04,Oran,1.27,
2020-08-05,Oran,1.27,
2020-08-06,Oran,1.27,
2020-08-07,Oran,1.27,
2020-08-08,Oran,1.27,
2020-08-09,Oran,1.27,
2020-08-10,Oran,1.27,
2020-08-11,Oran,1.51,
2020-08-12,Oran,1.51,
2020-08-13,Oran,1.51,
2020-08-14,Oran,1.51,
2020-08-15,Oran,1.51,
2020-08-16,Oran,1.51,
2020-08-17,Oran,1.51,
2020-08-18,Oran,1.51,
2020-08-19,Oran,1.51,
2020-08-20,Oran,1.51,
2020-08-21,Oran,1.47,
2020-08-22,Oran,1.47,
2020-08-23,Oran,1.47,
2020-08-24,Oran,1.47,
2020-08-25,Oran,1.47,
2020-08-26,Oran,1.47,
2020-08-27,Oran,1.47,
2020-08-28,Oran,1.47,
2020-08-29,Oran,1.47,
2020-08-30,Oran,1.47,
2020-08-31,Oran,,
2020-09-01,Oran,1.42,
2020-09-02,Oran,1.42,
2020-09-03,Oran,1.42,
2020-09-04,Oran,1.42,
2020-09-05,Oran,1.42,
2020-09-06,Oran,1.42,
2020-09-07,Oran,1.42,
2020-09-08,Oran,1.42,
2020-09-09,Oran,1.42,
2020-09-10,Oran,1.42,
2020-09-11,Oran,1.19,
2020-09-12,Oran,1.19,
2020-09-13,Oran,1.19,
2020-09-14,Oran,1.19,
2020-09-15,Oran,1.19,
2020-09-16,Oran,1.19,
2020-09-17,Oran,1.19,
2020-09-18,Oran,1.19,
2020-09-19,Oran,1.19,
2020-09-20,Oran,1.19,
2020-09-21,Oran,1.22,
2020-09-22,Oran,1.22,
2020-09-23,Oran,1.22,
2020-09-24,Oran,1.22,
2020-09-25,Oran,1.22,
2020-09-26,Oran,1.22,
2020-09-27,Oran,1.22,
2020-09-28,Oran,1.22,
2020-09-29,Oran,1.22,
2020-09-30,Oran,1.22,
2020-10-01,Oran,1.22,
2020-10-02,Oran,1.22,
2020-10-03,Oran,1.22,
2020-10-04,Oran,1.22,
2020-10-05,Oran,1.22,
2020-10-06,Oran,1.22,
2020-10-07,Oran,1.22,
2020-10-08,Oran,1.22,
2020-10-09,Oran,1.22,
2020-10-10,Oran,1.22,
2020-10-11,Oran,1.13,
2020-10-12,Oran,1.13,
2020-10-13,Oran,1.13,
2020-10-14,Oran,1.13,
2020-10-15,Oran,1.13,
2020-10-16,Oran,1.13,
2020-10-17,Oran,1.13,
2020-10-18,Oran,1.13,
2020-10-19,Oran,1.13,
2020-10-20,Oran,1.13,
2020-10-21,Oran,0.84,
2020-10-22,Oran,0.84,
2020-10-23,Oran,0.84,
2020-10-24,Oran,0.84,
2020-10-25,Oran,0.84,
2020-10-26,Oran,0.84,
2020-10-27,Oran,0.84,
2020-10-28,Oran,0.84,
2020-10-29,Oran,0.84,
2020-10-30,Oran,0.84,
2020-10-31,Oran,,
2020-11-01,Oran,0.66,
2020-11-02,Oran,0.66,
2020-11-03,Oran,0.66,
2020-11-04,Oran,0.66,
2020-11-05,Oran,0.66,
2020-11-06,Oran,0.66,
2020-11-07,Oran,0.66,
2020-11-08,Oran,0.66,
2020-11-09,Oran,0.66,
2020-11-10,Oran,0.66,
2020-11-11,Oran,0.75,
2020-11-12,Oran,0.75,
2020-11-13,Oran,0.75,
2020-11-14,Oran,0.75,
2020-11-15,Oran,0.75,
2020-11-16,Oran,0.75,
2020-11-17,Oran,0.75,
2020-11-18,Oran,0.75,
2020-11-19,Oran,0.75,
2020-11-20,Oran,0.75,
2020-11-21,Oran,0.65,
2020-11-22,Oran,0.65,
2020-11-23,Oran,0.65,
2020-11-24,Oran,0.65,
2020-11-25,Oran,0.65,
2020-11-26,Oran,0.65,
2020-11-27,Oran,0.65,
2020-11-28,Oran,0.65,
2020-11-29,Oran,0.65,
2020-11-30,Oran,0.65,
2020-12-01,Oran,0.7000000000000001,
2020-12-02,Oran,0.7000000000000001,
2020-12-03,Oran,0.7000000000000001,
2020-12-04,Oran,0.7000000000000001,
2020-12-05,Oran,0.7000000000000001,
2020-12-06,Oran,0.7000000000000001,
2020-12-07,Oran,0.7000000000000001,
2020-12-08,Oran,0.7000000000000001,
2020-12-09,Oran,0.7000000000000001,
2020-12-10,Oran,0.7000000000000001,
2020-12-11,Oran,0.67,
2020-12-12,Oran,0.67,
2020-12-13,Oran,0.67,
2020-12-14,Oran,0.67,
2020-12-15,Oran,0.67,
2020-12-16,Oran,0.67,
2020-12-17,Oran,0.67,
2020-12-18,Oran,0.67,
2020-12-19,Oran,0.67,
2020-12-20,Oran,0.67,
2020-12-21,Oran,0.72,
2020-12-22,Oran,0.72,
2020-12-23,Oran,0.72,
2020-12-24,Oran,0.72,
2020-12-25,Oran,0.72,
2020-12-26,Oran,0.72,
2020-12-27,Oran,0.72,
2020-12-28,Oran,0.72,
2020-12-29,Oran,0.72,
2020-12-30,Oran,0.72,
2020-12-31,Oran,,
2021-01-01,Oran,0.45,
2021-01-02,Oran,0.45,
2021-01-03,Oran,0.45,
2021-01-04,Oran,0.45,
2021-01-05,Oran,0.45,
2021-01-06,Oran,0.45,
2021-01-07,Oran,0.45,
2021-01-08,Oran,0.45,
2021-01-09,Oran,0.45,
2021-01-10,Oran,0.45,
2021-01-11,Oran,0.49,
2021-01-12,Oran,0.49,
2021-01-13,Oran,0.49,
2021-01-14,Oran,0.49,
2021-01-15,Oran,0.49,
2021-01-16,Oran,0.49,
2021-01-17,Oran,0.49,
2021-01-18,Oran,0.49,
2021-01-19,Oran,0.49,
2021-01-20,Oran,0.49,
2021-01-21,Oran,0.7000000000000001,
2021-01-22,Oran,0.7000000000000001,
2021-01-23,Oran,0.7000000000000001,
2021-01-24,Oran,0.7000000000000001,
2021-01-25,Oran,0.7000000000000001,
2021-01-26,Oran,0.7000000000000001,
2021-01-27,Oran,0.7000000000000001,
2021-01-28,Oran,0.7000000000000001,
2021-01-29,Oran,0.7000000000000001,
2021-01-30,Oran,0.7000000000000001,
2021-01-31,Oran,,
2021-02-01,Oran,0.89,
2021-02-02,Oran,0.89,
2021-02-03,Oran,0.89,
2021-02-04,Oran,0.89,
2021-02-05,Oran,0.89,
2021-02-06,Oran,0.89,
2021-02-07,Oran,0.89,
2021-02-08,Oran,0.89,
2021-02-09,Oran,0.89,
2021-02-10,Oran,0.89,
2021-02-11,Oran,1.17,
2021-02-12,Oran,1.17,
2021-02-13,Oran,1.17,
2021-02-14,Oran,1.17,
2021-02-15,Oran,1.17,
2021-02-16,Oran,1.17,
2021-02-17,Oran,1.17,
2021-02-18,Oran,1.17,
2021-02-19,Oran,1.17,
2021-02-20,Oran,1.17,
2021-02-21,Oran,0.88,
2021-02-22,Oran,0.88,
2021-02-23,Oran,0.88,
2021-02-24,Oran,0.88,
2021-02-25,Oran,0.88,
2021-02-26,Oran,0.88,
2021-02-27,Oran,0.88,
2021-02-28,Oran,0.88,
2021-03-01,Oran,0.95,2.0
2021-03-02,Oran,0.95,2.0
2021-03-03,Oran,0.95,2.0
2021-03-04,Oran,0.95,2.0
2021-03-05,Oran,0.95,2.0
2021-03-06,Oran,0.95,2.0
2021-03-07,Oran,0.95,2.0
2021-03-08,Oran,0.95,2.0
2021-03-09,Oran,0.95,2.0
2021-03-10,Oran,0.95,2.0
2021-03-11,Oran,2.35,
2021-03-12,Oran,2.35,
2021-03-13,Oran,2.35,
2021-03-14,Oran,2.35,
2021-03-15,Oran,2.35,
2021-03-16,Oran,2.35,
2021-03-17,Oran,2.35,
2021-03-18,Oran,2.35,
2021-03-19,Oran,2.35,
2021-03-20,Oran,2.35,
2021-03-21,Oran,2.97,
2021-03-22,Oran,2.97,
2021-03-23,Oran,2.97,
2021-03-24,Oran,2.97,
2021-03-25,Oran,2.97,
2021-03-26,Oran,2.97,
2021-03-27,Oran,2.97,
2021-03-28,Oran,2.97,
2021-03-29,Oran,2.97,
2021-03-30,Oran,2.97,
2021-03-31,Oran,,
2021-04-01,Oran,3.0,
2021-04-02,Oran,3.0,
2021-04-03,Oran,3.0,
2021-04-04,Oran,3.0,
2021-04-05,Oran,3.0,
2021-04-06,Oran,3.0,
2021-04-07,Oran,3.0,
2021-04-08,Oran,3.0,
2021-04-09,Oran,3.0,
2021-04-10,Oran,3.0,
2021-04-11,Oran,3.64,
2021-04-12,Oran,3.64,
2021-04-13,Oran,3.64,
2021-04-14,Oran,3.64,
2021-04-15,Oran,3.64,
2021-04-16,Oran,3.64,
2021-04-17,Oran,3.64,
2021-04-18,Oran,3.64,
2021-04-19,Oran,3.64,
2021-04-20,Oran,3.64,
2021-04-21,Oran,2.26,2.0
2021-04-22,Oran,2.26,2.0
2021-04-23,Oran,2.26,2.0
2021-04-24,Oran,2.26,2.0
2021-04-25,Oran,2.26,2.0
2021-04-26,Oran,2.26,2.0
2021-04-27,Oran,2.26,2.0
2021-04-28,Oran,2.26,2.0
2021-04-29,Oran,2.26,2.0
2021-04-30,Oran,2.26,2.0
2021-05-01,Oran,4.05,2.0
2021-05-02,Oran,4.05,2.0
2021-05-03,Oran,4.05,2.0
2021-05-04,Oran,4.05,2.0
2021-05-05,Oran,4.05,2.0
2021-05-06,Oran,4.05,2.0
2021-05-07,Oran,4.05,2.0
2021-05-08,Oran,4.05,2.0
2021-05-09,Oran,4.05,2.0
2021-05-10,Oran,4.05,2.0
2021-05-11,Oran,3.87,
2021-05-12,Oran,3.87,
2021-05-13,Oran,3.87,
2021-05-14,Oran,3.87,
2021-05-15,Oran,3.87,
2021-05-16,Oran,3.87,
2021-05-17,Oran,3.87,
2021-05-18,Oran,3.87,
2021-05-19,Oran,3.87,
2021-05-20,Oran,3.87,
2021-05-21,Oran,2.42,
2021-05-22,Oran,2.42,
2021-05-23,Oran,2.42,
2021-05-24,Oran,2.42,
2021-05-25,Oran,2.42,
2021-05-26,Oran,2.42,
2021-05-27,Oran,2.42,
2021-05-28,Oran,2.42,
2021-05-29,Oran,2.42,
2021-05-30,Oran,2.42,
2021-05-31,Oran,,
2021-06-01,Oran,2.03,
2021-06-02,Oran,2.03,
2021-06-03,Oran,2.03,
2021-06-04,Oran,2.03,
2021-06-05,Oran,2.03,
2021-06-06,Oran,2.03,
2021-06-07,Oran,2.03,
2021-06-08,Oran,2.03,
2021-06-09,Oran,2.03,
2021-06-10,Oran,2.03,
2021-06-11,Oran,1.53,
2021-06-12,Oran,1.53,
2021-06-13,Oran,1.53,
2021-06-14,Oran,1.53,
2021-06-15,Oran,1.53,
2021-06-16,Oran,1.53,
2021-06-17,Oran,1.53,
2021-06-18,Oran,1.53,
2021-06-19,Oran,1.53,
2021-06-20,Oran,1.53,
2021-06-21,Oran,2.73,
2021-06-22,Oran,2.73,
2021-06-23,Oran,2.73,
2021-06-24,Oran,2.73,
2021-06-25,Oran,2.73,
2021-06-26,Oran,2.73,
2021-06-27,Oran,2.73,
2021-06-28,Oran,2.73,
2021-06-29,Oran,2.73,
2021-06-30,Oran,2.73,
2021-07-01,Oran,2.53,
2021-07-02,Oran,2.53,
2021-07-03,Oran,2.53,
2021-07-04,Oran,2.53,
2021-07-05,Oran,2.53,
2021-07-06,Oran,2.53,
2021-07-07,Oran,2.53,
2021-07-08,Oran,2.53,
2021-07-09,Oran,2.53,
2021-07-10,Oran,2.53,
2021-07-11,Oran,2.38,
2021-07-12,Oran,2.38,
2021-07-13,Oran,2.38,
2021-07-14,Oran,2.38,
2021-07-15,Oran,2.38,
2021-07-16,Oran,2.38,
2021-07-17,Oran,2.38,
2021-07-18,Oran,2.38,
2021-07-19,Oran,2.38,
2021-07-20,Oran,2.38,
2021-07-21,Oran,2.05,
2021-07-22,Oran,2.05,
2021-07-23,Oran,2.05,
2021-07-24,Oran,2.05,
2021-07-25,Oran,2.05,
2021-07-26,Oran,2.05,
2021-07-27,Oran,2.05,
2021-07-28,Oran,2.05,
2021-07-29,Oran,2.05,
2021-07-30,Oran,2.05,
2021-07-31,Oran,,
2021-08-01,Oran,1.89,
2021-08-02,Oran,1.89,
2021-08-03,Oran,1.89,
2021-08-04,Oran,1.89,
2021-08-05,Oran,1.89,
2021-08-06,Oran,1.89,
2021-08-07,Oran,1.89,
2021-08-08,Oran,1.89,
2021-08-09,Oran,1.89,
2021-08-10,Oran,1.89,
2021-08-11,Oran,1.53,
2021-08-12,Oran,1.53,
2021-08-13,Oran,1.53,
2021-08-14,Oran,1.53,
2021-08-15,Oran,1.53,
2021-08-16,Oran,1.53,
2021-08-17,Oran,1.53,
2021-08-18,Oran,1.53,
2021-08-19,Oran,1.53,
2021-08-20,Oran,1.53,
2021-08-21,Oran,1.77,
2021-08-22,Oran,1.77,
2021-08-23,Oran,1.77,
2021-08-24,Oran,1.77,
2021-08-25,Oran,1.77,
2021-08-26,Oran,1.77,
2021-08-27,Oran,1.77,
2021-08-28,Oran,1.77,
2021-08-29,Oran,1.77,
2021-08-30,Oran,1.77,
2021-08-31,Oran,,
2021-09-01,Oran,1.93,
2021-09-02,Oran,1.93,
2021-09-03,Oran,1.93,
2021-09-04,Oran,1.93,
2021-09-05,Oran,1.93,
2021-09-06,Oran,1.93,
2021-09-07,Oran,1.93,
2021-09-08,Oran,1.93,
2021-09-09,Oran,1.93,
2021-09-10,Oran,1.93,
2021-09-11,Oran,1.73,
2021-09-12,Oran,1.73,
2021-09-13,Oran,1.73,
2021-09-14,Oran,1.73,
2021-09-15,Oran,1.73,
2021-09-16,Oran,1.73,
2021-09-17,Oran,1.73,
2021-09-18,Oran,1.73,
2021-09-19,Oran,1.73,
2021-09-20,Oran,1.73,
2021-09-21,Oran,1.62,
2021-09-22,Oran,1.62,
2021-09-23,Oran,1.62,
2021-09-24,Oran,1.62,
2021-09-25,Oran,1.62,
2021-09-26,Oran,1.62,
2021-09-27,Oran,1.62,
2021-09-28,Oran,1.62,
2021-09-29,Oran,1.62,
2021-09-30,Oran,1.62,
2021-10-01,Oran,1.65,
2021-10-02,Oran,1.65,
2021-10-03,Oran,1.65,
2021-10-04,Oran,1.65,
2021-10-05,Oran,1.65,
2021-10-06,Oran,1.65,
2021-10-07,Oran,1.65,
2021-10-08,Oran,1.65,
2021-10-09,Oran,1.65,
2021-10-10,Oran,1.65,
2021-10-11,Oran,1.48,
2021-10-12,Oran,1.48,
2021-10-13,Oran,1.48,
2021-10-14,Oran,1.48,
2021-10-15,Oran,1.48,
2021-10-16,Oran,1.48,
2021-10-17,Oran,1.48,
2021-10-18,Oran,1.48,
2021-10-19,Oran,1.48,
2021-10-20,Oran,1.48,
2021-10-21,Oran,0.92,
2021-10-22,Oran,0.92,
2021-10-23,Oran,0.92,
2021-10-24,Oran,0.92,
2021-10-25,Oran,0.92,
2021-10-26,Oran,0.92,
2021-10-27,Oran,0.92,
2021-10-28,Oran,0.92,
2021-10-29,Oran,0.92,
2021-10-30,Oran,0.92,
2021-10-31,Oran,,
2021-11-01,Oran,1.12,
2021-11-02,Oran,1.12,
2021-11-03,Oran,1.12,
2021-11-04,Oran,1.12,
2021-11-05,Oran,1.12,
2021-11-06,Oran,1.12,
2021-11-07,Oran,1.12,
2021-11-08,Oran,1.12,
2021-11-09,Oran,1.12,
2021-11-10,Oran,1.12,
2021-11-11,Oran,0.85,
2021-11-12,Oran,0.85,
2021-11-13,Oran,0.85,
2021-11-14,Oran,0.85,
2021-11-15,Oran,0.85,
2021-11-16,Oran,0.85,
2021-11-17,Oran,0.85,
2021-11-18,Oran,0.85,
2021-11-19,Oran,0.85,
2021-11-20,Oran,0.85,
2021-11-21,Oran,0.76,
2021-11-22,Oran,0.76,
2021-11-23,Oran,0.76,
2021-11-24,Oran,0.76,
2021-11-25,Oran,0.76,
2021-11-26,Oran,0.76,
2021-11-27,Oran,0.76,
2021-11-28,Oran,0.76,
2021-11-29,Oran,0.76,
2021-11-30,Oran,0.76,
2021-12-01,Oran,0.79,
2021-12-02,Oran,0.79,
2021-12-03,Oran,0.79,
2021-12-04,Oran,0.79,
2021-12-05,Oran,0.79,
2021-12-06,Oran,0.79,
2021-12-07,Oran,0.79,
2021-12-08,Oran,0.79,
2021-12-09,Oran,0.79,
2021-12-10,Oran,0.79,
2021-12-11,Oran,0.71,1.0
2021-12-12,Oran,0.71,1.0
2021-12-13,Oran,0.71,1.0
2021-12-14,Oran,0.71,1.0
2021-12-15,Oran,0.71,1.0
2021-12-16,Oran,0.71,1.0
2021-12-17,Oran,0.71,1.0
2021-12-18,Oran,0.71,1.0
2021-12-19,Oran,0.71,1.0
2021-12-20,Oran,0.71,1.0
2021-12-21,Oran,0.6,
2021-12-22,Oran,0.6,
2021-12-23,Oran,0.6,
2021-12-24,Oran,0.6,
2021-12-25,Oran,0.6,
2021-12-26,Oran,0.6,
2021-12-27,Oran,0.6,
2021-12-28,Oran,0.6,
2021-12-29,Oran,0.6,
2021-12-30,Oran,0.6,
2021-12-31,Oran,,
2022-01-01,Oran,0.84,
2022-01-02,Oran,0.84,
2022-01-03,Oran,0.84,
2022-01-04,Oran,0.84,
2022-01-05,Oran,0.84,
2022-01-06,Oran,0.84,
2022-01-07,Oran,0.84,
2022-01-08,Oran,0.84,
2022-01-09,Oran,0.84,
2022-01-10,Oran,0.84,
2022-01-11,Oran,1.05,
2022-01-12,Oran,1.05,
2022-01-13,Oran,1.05,
2022-01-14,Oran,1.05,
2022-01-15,Oran,1.05,
2022-01-16,Oran,1.05,
2022-01-17,Oran,1.05,
2022-01-18,Oran,1.05,
2022-01-19,Oran,1.05,
2022-01-20,Oran,1.05,
2022-01-21,Oran,0.86,
2022-01-22,Oran,0.86,
2022-01-23,Oran,0.86,
2022-01-24,Oran,0.86,
2022-01-25,Oran,0.86,
2022-01-26,Oran,0.86,
2022-01-27,Oran,0.86,
2022-01-28,Oran,0.86,
2022-01-29,Oran,0.86,
2022-01-30,Oran,0.86,
2022-01-31,Oran,,
2022-02-01,Oran,1.03,
2022-02-02,Oran,1.03,
2022-02-03,Oran,1.03,
2022-02-04,Oran,1.03,
2022-02-05,Oran,1.03,
2022-02-06,Oran,1.03,
2022-02-07,Oran,1.03,
2022-02-08,Oran,1.03,
2022-02-09,Oran,1.03,
2022-02-10,Oran,1.03,
2022-02-11,Oran,1.07,
2022-02-12,Oran,1.07,
2022-02-13,Oran,1.07,
2022-02-14,Oran,1.07,
2022-02-15,Oran,1.07,
2022-02-16,Oran,1.07,
2022-02-17,Oran,1.07,
2022-02-18,Oran,1.07,
2022-02-19,Oran,1.07,
2022-02-20,Oran,1.07,
2022-02-21,Oran,1.09,
2022-02-22,Oran,1.09,
2022-02-23,Oran,1.09,
2022-02-24,Oran,1.09,
2022-02-25,Oran,1.09,
2022-02-26,Oran,1.09,
2022-02-27,Oran,1.09,
2022-02-28,Oran,1.09,
2022-03-01,Oran,1.03,
2022-03-02,Oran,1.03,
2022-03-03,Oran,1.03,
2022-03-04,Oran,1.03,
2022-03-05,Oran,1.03,
2022-03-06,Oran,1.03,
2022-03-07,Oran,1.03,
2022-03-08,Oran,1.03,
2022-03-09,Oran,1.03,
2022-03-10,Oran,1.03,
2022-03-11,Oran,0.89,4.0
2022-03-12,Oran,0.89,4.0
2022-03-13,Oran,0.89,4.0
2022-03-14,Oran,0.89,4.0
2022-03-15,Oran,0.89,4.0
2022-03-16,Oran,0.89,4.0
2022-03-17,Oran,0.89,4.0
2022-03-18,Oran,0.89,4.0
2022-03-19,Oran,0.89,4.0
2022-03-20,Oran,0.89,4.0
2022-03-21,Oran,,-10.0
2022-03-22,Oran,,-10.0
2022-03-23,Oran,,-10.0
2022-03-24,Oran,,-10.0
2022-03-25,Oran,,-10.0
2022-03-26,Oran,,-10.0
2022-03-27,Oran,,-10.0
2022-03-28,Oran,,-10.0
2022-03-29,Oran,,-10.0
2022-03-30,Oran,,-10.0
2022-03-31,Oran,,
2022-04-01,Oran,2.8000000000000003,1.0
2022-04-02,Oran,2.8000000000000003,1.0
2022-04-03,Oran,2.8000000000000003,1.0
2022-04-04,Oran,2.8000000000000003,1.0
2022-04-05,Oran,2.8000000000000003,1.0
2022-04-06,Oran,2.8000000000000003,1.0
2022-04-07,Oran,2.8000000000000003,1.0
2022-04-08,Oran,2.8000000000000003,1.0
2022-04-09,Oran,2.8000000000000003,1.0
2022-04-10,Oran,2.8000000000000003,1.0
2022-04-11,Oran,2.87,
2022-04-12,Oran,2.87,
2022-04-13,Oran,2.87,
2022-04-14,Oran,2.87,
2022-04-15,Oran,2.87,
2022-04-16,Oran,2.87,
2022-04-17,Oran,2.87,
2022-04-18,Oran,2.87,
2022-04-19,Oran,2.87,
2022-04-20,Oran,2.87,
2022-04-21,Oran,3.97,
2022-04-22,Oran,3.97,
2022-04-23,Oran,3.97,
2022-04-24,Oran,3.97,
2022-04-25,Oran,3.97,
2022-04-26,Oran,3.97,
2022-04-27,Oran,3.97,
2022-04-28,Oran,3.97,
2022-04-29,Oran,3.97,
2022-04-30,Oran,3.97,
2022-05-01,Oran,4.5200000000000005,
2022-05-02,Oran,4.5200000000000005,
2022-05-03,Oran,4.5200000000000005,
2022-05-04,Oran,4.5200000000000005,
2022-05-05,Oran,4.5200000000000005,
2022-05-06,Oran,4.5200000000000005,
2022-05-07,Oran,4.5200000000000005,
2022-05-08,Oran,4.5200000000000005,
2022-05-09,Oran,4.5200000000000005,
2022-05-10,Oran,4.5200000000000005,
2022-05-11,Oran,5.16,
2022-05-12,Oran,5.16,
2022-05-13,Oran,5.16,
2022-05-14,Oran,5.16,
2022-05-15,Oran,5.16,
2022-05-16,Oran,5.16,
2022-05-17,Oran,5.16,
2022-05-18,Oran,5.16,
2022-05-19,Oran,5.16,
2022-05-20,Oran,5.16,
2022-05-21,Oran,4.34,
2022-05-22,Oran,4.34,
2022-05-23,Oran,4.34,
2022-05-24,Oran,4.34,
2022-05-25,Oran,4.34,
2022-05-26,Oran,4.34,
2022-05-27,Oran,4.34,
2022-05-28,Oran,4.34,
2022-05-29,Oran,4.34,
2022-05-30,Oran,4.34,
2022-05-31,Oran,,
2022-06-01,Oran,2.23,
2022-06-02,Oran,2.23,
2022-06-03,Oran,2.23,
2022-06-04,Oran,2.23,
2022-06-05,Oran,2.23,
2022-06-06,Oran,2.23,
2022-06-07,Oran,2.23,
2022-06-08,Oran,2.23,
2022-06-09,Oran,2.23,
2022-06-10,Oran,2.23,
2022-06-11,Oran,0.89,
2022-06-12,Oran,0.89,
2022-06-13,Oran,0.89,
2022-06-14,Oran,0.89,
2022-06-15,Oran,0.89,
2022-06-16,Oran,0.89,
2022-06-17,Oran,0.89,
2022-06-18,Oran,0.89,
2022-06-19,Oran,0.89,
2022-06-20,Oran,0.89,
2022-06-21,Oran,1.81,
2022-06-22,Oran,1.81,
2022-06-23,Oran,1.81,
2022-06-24,Oran,1.81,
2022-06-25,Oran,1.81,
2022-06-26,Oran,1.81,
2022-06-27,Oran,1.81,
2022-06-28,Oran,1.81,
2022-06-29,Oran,1.81,
2022-06-30,Oran,1.81,
2022-07-01,Oran,1.31,
2022-07-02,Oran,1.31,
2022-07-03,Oran,1.31,
2022-07-04,Oran,1.31,
2022-07-05,Oran,1.31,
2022-07-06,Oran,1.31,
2022-07-07,Oran,1.31,
2022-07-08,Oran,1.31,
2022-07-09,Oran,1.31,
2022-07-10,Oran,1.31,
2022-07-11,Oran,1.73,
2022-07-12,Oran,1.73,
2022-07-13,Oran,1.73,
2022-07-14,Oran,1.73,
2022-07-15,Oran,1.73,
2022-07-16,Oran,1.73,
2022-07-17,Oran,1.73,
2022-07-18,Oran,1.73,
2022-07-19,Oran,1.73,
2022-07-20,Oran,1.73,
2022-07-21,Oran,1.57,
2022-07-22,Oran,1.57,
2022-07-23,Oran,1.57,
2022-07-24,Oran,1.57,
2022-07-25,Oran,1.57,
