date,name,source,variable,value
2021-07-20,TzM,PML,Ec,1.026068376068376
2021-07-20,Oran,PML,Ei,0.0
2021-07-20,TzM,PML,Ei,0.0145299145299145
2021-07-20,Oran,PML,Es,0.1139999999999999
2021-07-20,TzM,PML,Es,0.3201709401709401
2021-07-28,Oran,PML,Ec,0.6494666666666666
2021-07-28,TzM,PML,Ec,0.9754273504273504
2021-07-28,Oran,PML,Ei,0.0
2021-07-28,TzM,PML,Ei,0.0
2021-07-28,Oran,PML,Es,0.1130666666666666
2021-07-28,TzM,PML,Es,0.34
2021-08-05,Oran,PML,Ec,0.6900000000000001
2021-08-05,TzM,PML,Ec,0.9752564102564104
2021-08-05,Oran,PML,Ei,0.0
2021-08-05,TzM,PML,Ei,0.0
2021-08-05,Oran,PML,Es,0.1061333333333333
2021-08-05,TzM,PML,Es,0.3398290598290598
2021-08-13,Oran,PML,Ec,0.71
2021-08-13,TzM,PML,Ec,1.2303418803418802
2021-08-13,Oran,PML,Ei,0.0
2021-08-13,TzM,PML,Ei,0.0
2021-08-13,Oran,PML,Es,0.05
2021-08-13,TzM,PML,Es,0.28
2021-08-21,Oran,PML,Ec,0.8204
2021-08-21,TzM,PML,Ec,1.0917521367521368
2021-08-21,Oran,PML,Ei,0.02
2021-08-21,TzM,PML,Ei,0.0463247863247863
2021-08-21,Oran,PML,Es,0.4448
2021-08-21,TzM,PML,Es,0.7598290598290598
2021-08-29,Oran,PML,Ec,0.7422666666666667
2021-08-29,TzM,PML,Ec,0.9923076923076924
2021-08-29,Oran,PML,Ei,0.0290666666666666
2021-08-29,TzM,PML,Ei,0.0826495726495726
2021-08-29,Oran,PML,Es,1.0385333333333335
2021-08-29,TzM,PML,Es,1.7913247863247863
2021-09-06,Oran,PML,Ec,0.7232
2021-09-06,TzM,PML,Ec,0.8893162393162393
2021-09-06,Oran,PML,Ei,0.0190666666666666
2021-09-06,TzM,PML,Ei,0.0145299145299145
2021-09-06,Oran,PML,Es,1.1766666666666663
2021-09-06,TzM,PML,Es,1.2883760683760683
2021-09-14,Oran,PML,Ec,0.596
2021-09-14,TzM,PML,Ec,0.7720512820512819
2021-09-14,Oran,PML,Ei,0.0190666666666666
2021-09-14,TzM,PML,Ei,0.0132051282051282
2021-09-14,Oran,PML,Es,1.5630666666666666
2021-09-14,TzM,PML,Es,1.2746581196581197
2021-09-22,Oran,PML,Ec,0.5369333333333334
2021-09-22,TzM,PML,Ec,0.6843589743589744
2021-09-22,Oran,PML,Ei,0.0190666666666666
2021-09-22,TzM,PML,Ei,0.0232051282051282
2021-09-22,Oran,PML,Es,1.5238666666666667
2021-09-22,TzM,PML,Es,1.1474358974358976
2021-09-30,Oran,PML,Ec,0.5525333333333334
2021-09-30,TzM,PML,Ec,0.5375641025641026
2021-09-30,Oran,PML,Ei,0.0
2021-09-30,TzM,PML,Ei,0.0
2021-09-30,Oran,PML,Es,1.026
2021-09-30,TzM,PML,Es,0.8578632478632479
2021-10-08,Oran,PML,Ec,0.4597333333333333
2021-10-08,TzM,PML,Ec,0.3994017094017094
2021-10-08,Oran,PML,Ei,0.0
2021-10-08,TzM,PML,Ei,0.0
2021-10-08,Oran,PML,Es,0.686
2021-10-08,TzM,PML,Es,0.6672649572649573
2021-10-16,Oran,PML,Ec,0.31
2021-10-16,TzM,PML,Ec,0.3502564102564102
2021-10-16,Oran,PML,Ei,0.0
2021-10-16,TzM,PML,Ei,0.0
2021-10-16,Oran,PML,Es,0.3281333333333333
2021-10-16,TzM,PML,Es,0.3773504273504273
2021-10-24,Oran,PML,Ec,0.2325333333333333
2021-10-24,TzM,PML,Ec,0.202051282051282
2021-10-24,Oran,PML,Ei,0.0481333333333333
2021-10-24,TzM,PML,Ei,0.0336752136752136
2021-10-24,Oran,PML,Es,0.7165333333333332
2021-10-24,TzM,PML,Es,0.578034188034188
2021-11-01,Oran,PML,Ec,0.14
2021-11-01,TzM,PML,Ec,0.1788461538461538
2021-11-01,Oran,PML,Ei,0.03
2021-11-01,TzM,PML,Ei,0.0059401709401709
2021-11-01,Oran,PML,Es,0.5721333333333333
2021-11-01,TzM,PML,Es,0.3638034188034187
2021-11-09,Oran,PML,Ec,0.14
2021-11-09,TzM,PML,Ec,0.1335897435897436
2021-11-09,Oran,PML,Ei,0.0
2021-11-09,TzM,PML,Ei,0.0
2021-11-09,Oran,PML,Es,0.3561333333333333
2021-11-09,TzM,PML,Es,0.2455982905982905
2021-11-17,Oran,PML,Ec,0.06
2021-11-17,TzM,PML,Ec,0.0545299145299145
2021-11-17,Oran,PML,Ei,0.0
2021-11-17,TzM,PML,Ei,0.0145299145299145
2021-11-17,Oran,PML,Es,0.31
2021-11-17,TzM,PML,Es,0.2357692307692307
2021-11-25,Oran,PML,Ec,0.0762666666666666
2021-11-25,TzM,PML,Ec,0.0717948717948718
2021-11-25,Oran,PML,Ei,0.0
2021-11-25,TzM,PML,Ei,0.0
2021-11-25,Oran,PML,Es,0.208
2021-11-25,TzM,PML,Es,0.0886752136752136
2021-12-03,Oran,PML,Ec,0.1013333333333333
2021-12-03,TzM,PML,Ec,0.0717948717948718
2021-12-03,Oran,PML,Ei,0.0
2021-12-03,TzM,PML,Ei,0.0
2021-12-03,Oran,PML,Es,0.0830666666666666
2021-12-03,TzM,PML,Es,0.0
2021-12-11,Oran,PML,Ec,0.1262666666666666
2021-12-11,TzM,PML,Ec,0.0751709401709401
2021-12-11,Oran,PML,Ei,0.0
2021-12-11,TzM,PML,Ei,0.0
2021-12-11,Oran,PML,Es,0.0321333333333333
2021-12-11,TzM,PML,Es,0.0
2021-12-19,Oran,PML,Ec,0.0972
2021-12-19,TzM,PML,Ec,0.0505555555555555
2021-12-19,Oran,PML,Ei,0.01
2021-12-19,TzM,PML,Ei,0.0059401709401709
2021-12-19,Oran,PML,Es,0.1818666666666666
2021-12-19,TzM,PML,Es,0.0986752136752136
2021-12-27,Oran,PML,Ec,0.2034666666666666
2021-12-27,TzM,PML,Ec,0.107051282051282
2021-12-27,Oran,PML,Ei,0.01
2021-12-27,TzM,PML,Ei,0.0
2021-12-27,Oran,PML,Es,0.0769333333333333
2021-12-27,TzM,PML,Es,0.0
2022-01-01,Oran,PML,Ec,0.1668
2022-01-01,TzM,PML,Ec,0.109059829059829
2022-01-01,Oran,PML,Ei,0.0061333333333333
2022-01-01,TzM,PML,Ei,0.0
2022-01-01,Oran,PML,Es,0.1138666666666666
2022-01-01,TzM,PML,Es,0.0086752136752136
2022-01-09,Oran,PML,Ec,0.0985333333333333
2022-01-09,TzM,PML,Ec,0.0817948717948718
2022-01-09,Oran,PML,Ei,0.0
2022-01-09,TzM,PML,Ei,0.0
2022-01-09,Oran,PML,Es,0.158
2022-01-09,TzM,PML,Es,0.0288461538461538
2022-01-17,Oran,PML,Ec,0.1046666666666666
2022-01-17,TzM,PML,Ec,0.089059829059829
2022-01-17,Oran,PML,Ei,0.0
2022-01-17,TzM,PML,Ei,0.0
2022-01-17,Oran,PML,Es,0.0970666666666666
2022-01-17,TzM,PML,Es,0.0186752136752136
2022-01-25,Oran,PML,Ec,0.1605333333333333
2022-01-25,TzM,PML,Ec,0.1335897435897436
2022-01-25,Oran,PML,Ei,0.0
2022-01-25,TzM,PML,Ei,0.0
2022-01-25,Oran,PML,Es,0.2402666666666666
2022-01-25,TzM,PML,Es,0.1057692307692307
2022-02-02,Oran,PML,Ec,0.1985333333333333
2022-02-02,TzM,PML,Ec,0.1408547008547008
2022-02-02,Oran,PML,Ei,0.0
2022-02-02,TzM,PML,Ei,0.0
2022-02-02,Oran,PML,Es,0.116
2022-02-02,TzM,PML,Es,0.3153846153846154
2022-02-10,Oran,PML,Ec,0.2325333333333333
2022-02-10,TzM,PML,Ec,0.1435897435897436
2022-02-10,Oran,PML,Ei,0.0090666666666666
2022-02-10,TzM,PML,Ei,0.0
2022-02-10,Oran,PML,Es,0.4296
2022-02-10,TzM,PML,Es,0.3113247863247863
2022-02-18,Oran,PML,Ec,0.2616
2022-02-18,TzM,PML,Ec,0.1608547008547008
2022-02-18,Oran,PML,Ei,0.0090666666666666
2022-02-18,TzM,PML,Ei,0.0072649572649572
2022-02-18,Oran,PML,Es,0.6396000000000001
2022-02-18,TzM,PML,Es,0.5998290598290598
2022-02-26,Oran,PML,Ec,0.2578666666666667
2022-02-26,TzM,PML,Ec,0.1788461538461538
2022-02-26,Oran,PML,Ei,0.0
2022-02-26,TzM,PML,Ei,0.0
2022-02-26,Oran,PML,Es,0.6556000000000001
2022-02-26,TzM,PML,Es,0.7476923076923077
2022-03-06,Oran,PML,Ec,0.2710666666666666
2022-03-06,TzM,PML,Ec,0.1708547008547008
2022-03-06,Oran,PML,Ei,0.0
2022-03-06,TzM,PML,Ei,0.0
2022-03-06,Oran,PML,Es,0.6773333333333333
2022-03-06,TzM,PML,Es,0.8732905982905982
2022-03-14,Oran,PML,Ec,0.1802666666666666
2022-03-14,TzM,PML,Ec,0.099059829059829
2022-03-14,Oran,PML,Ei,0.02
2022-03-14,TzM,PML,Ei,0.0145299145299145
2022-03-14,Oran,PML,Es,0.7578666666666667
2022-03-14,TzM,PML,Es,0.7945299145299146
2022-03-22,Oran,PML,Ec,0.2117333333333333
2022-03-22,TzM,PML,Ec,0.1364957264957265
2022-03-22,Oran,PML,Ei,0.0229333333333333
2022-03-22,TzM,PML,Ei,0.0145299145299145
2022-03-22,Oran,PML,Es,0.8527999999999999
2022-03-22,TzM,PML,Es,0.804871794871795
2022-03-30,Oran,PML,Ec,0.4291999999999999
2022-03-30,TzM,PML,Ec,0.2871794871794872
2022-03-30,Oran,PML,Ei,0.0429333333333333
2022-03-30,TzM,PML,Ei,0.0145299145299145
2022-03-30,Oran,PML,Es,0.9762666666666666
2022-03-30,TzM,PML,Es,0.9665384615384616
2022-04-07,Oran,PML,Ec,0.9048
2022-04-07,TzM,PML,Ec,0.4252991452991453
2022-04-07,Oran,PML,Ei,0.1308
2022-04-07,TzM,PML,Ei,0.0463247863247863
2022-04-07,Oran,PML,Es,0.9934666666666668
2022-04-07,TzM,PML,Es,1.1921367521367523
2022-04-15,Oran,PML,Ec,1.4106666666666663
2022-04-15,TzM,PML,Ec,0.671068376068376
2022-04-15,Oran,PML,Ei,0.1298666666666666
2022-04-15,TzM,PML,Ei,0.0245299145299145
2022-04-15,Oran,PML,Es,0.8677333333333332
2022-04-15,TzM,PML,Es,1.376282051282051
2022-04-23,Oran,PML,Ec,1.6953333333333334
2022-04-23,TzM,PML,Ec,0.612008547008547
2022-04-23,Oran,PML,Ei,0.1911999999999999
2022-04-23,TzM,PML,Ei,0.0608547008547008
2022-04-23,Oran,PML,Es,0.7306666666666667
2022-04-23,TzM,PML,Es,1.4223504273504273
2022-05-01,Oran,PML,Ec,2.1893333333333334
2022-05-01,TzM,PML,Ec,0.7846153846153845
2022-05-01,Oran,PML,Ei,0.2537333333333333
2022-05-01,TzM,PML,Ei,0.0476495726495726
2022-05-01,Oran,PML,Es,0.7071999999999998
2022-05-01,TzM,PML,Es,1.6495726495726497
2022-05-09,Oran,PML,Ec,2.867733333333333
2022-05-09,TzM,PML,Ec,1.1676923076923078
2022-05-09,Oran,PML,Ei,0.0
2022-05-09,TzM,PML,Ei,0.0
2022-05-09,Oran,PML,Es,0.8932
2022-05-09,TzM,PML,Es,1.868119658119658
2022-05-17,Oran,PML,Ec,2.8496
2022-05-17,TzM,PML,Ec,1.0876923076923075
2022-05-17,Oran,PML,Ei,0.0190666666666666
2022-05-17,TzM,PML,Ei,0.0072649572649572
2022-05-17,Oran,PML,Es,1.1190666666666669
2022-05-17,TzM,PML,Es,2.0967948717948715
2022-05-25,Oran,PML,Ec,2.268933333333333
2022-05-25,TzM,PML,Ec,1.083162393162393
2022-05-25,Oran,PML,Ei,0.0
2022-05-25,TzM,PML,Ei,0.0
2022-05-25,Oran,PML,Es,1.464
2022-05-25,TzM,PML,Es,1.0482478632478631
2022-06-02,Oran,PML,Ec,1.6113333333333335
2022-06-02,TzM,PML,Ec,0.9801282051282052
2022-06-02,Oran,PML,Ei,0.0021333333333333
2022-06-02,TzM,PML,Ei,0.0
2022-06-02,Oran,PML,Es,0.1190666666666666
2022-06-02,TzM,PML,Es,0.1415811965811965
2022-06-10,Oran,PML,Ec,1.1471999999999998
2022-06-10,TzM,PML,Ec,1.0722222222222222
2022-06-10,Oran,PML,Ei,0.0061333333333333
2022-06-10,TzM,PML,Ei,0.0145299145299145
2022-06-10,Oran,PML,Es,0.2584
2022-06-10,TzM,PML,Es,0.5542307692307693
2022-06-18,Oran,PML,Ec,0.768
2022-06-18,TzM,PML,Ec,0.9627777777777778
2022-06-18,Oran,PML,Ei,0.0
2022-06-18,TzM,PML,Ei,0.0
2022-06-18,Oran,PML,Es,0.1742666666666666
2022-06-18,TzM,PML,Es,0.4
2022-06-26,Oran,PML,Ec,0.5910666666666666
2022-06-26,TzM,PML,Ec,0.8133333333333334
2022-06-26,Oran,PML,Ei,0.0061333333333333
2022-06-26,TzM,PML,Ei,0.0072649572649572
2022-06-26,Oran,PML,Es,0.55
2022-06-26,TzM,PML,Es,0.6599145299145299
2022-07-04,Oran,PML,Ec,0.566
2022-07-04,TzM,PML,Ec,0.8359829059829059
2022-07-04,Oran,PML,Ei,0.0
2022-07-04,TzM,PML,Ei,0.0072649572649572
2022-07-04,Oran,PML,Es,0.6064
2022-07-04,TzM,PML,Es,0.9465384615384616
2022-07-12,Oran,PML,Ec,0.51
2022-07-12,TzM,PML,Ec,0.8923076923076922
2022-07-12,Oran,PML,Ei,0.0
2022-07-12,TzM,PML,Ei,0.0
2022-07-12,Oran,PML,Es,0.4541333333333333
2022-07-12,TzM,PML,Es,0.4884188034188034
2022-07-20,Oran,PML,Ec,0.51
2022-07-20,TzM,PML,Ec,1.0504273504273502
2022-07-20,Oran,PML,Ei,0.0
2022-07-20,TzM,PML,Ei,0.0
2022-07-20,Oran,PML,Es,0.4101333333333333
2022-07-20,TzM,PML,Es,0.4423931623931624
2022-07-28,Oran,PML,Ec,0.47
2022-07-28,TzM,PML,Ec,1.0404273504273505
2022-07-28,Oran,PML,Ei,0.0
2022-07-28,TzM,PML,Ei,0.0145299145299145
2022-07-28,Oran,PML,Es,0.12
2022-07-28,TzM,PML,Es,0.5257692307692309
2022-08-05,Oran,PML,Ec,0.48
2022-08-05,TzM,PML,Ec,1.2011965811965812
2022-08-05,Oran,PML,Ei,0.0
2022-08-05,TzM,PML,Ei,0.0059401709401709
2022-08-05,Oran,PML,Es,0.13
2022-08-05,TzM,PML,Es,0.3113247863247863
2022-08-13,Oran,PML,Ec,0.5015999999999999
2022-08-13,TzM,PML,Ec,1.071196581196581
2022-08-13,Oran,PML,Ei,0.0029333333333333
2022-08-13,TzM,PML,Ei,0.0172649572649572
2022-08-13,Oran,PML,Es,0.3602666666666666
2022-08-13,TzM,PML,Es,0.5640598290598291
2022-08-21,Oran,PML,Ec,0.5855999999999999
2022-08-21,TzM,PML,Ec,1.0984615384615386
2022-08-21,Oran,PML,Ei,0.0069333333333333
2022-08-21,TzM,PML,Ei,0.0232051282051282
2022-08-21,Oran,PML,Es,0.6073333333333334
2022-08-21,TzM,PML,Es,1.0436324786324789
2022-08-29,Oran,PML,Ec,0.5556
2022-08-29,TzM,PML,Ec,1.0207264957264957
2022-08-29,Oran,PML,Ei,0.0
2022-08-29,TzM,PML,Ei,0.0072649572649572
2022-08-29,Oran,PML,Es,0.5950666666666666
2022-08-29,TzM,PML,Es,0.77
2022-09-06,Oran,PML,Ec,0.5522666666666667
2022-09-06,TzM,PML,Ec,0.9225213675213676
2022-09-06,Oran,PML,Ei,0.0481333333333333
2022-09-06,TzM,PML,Ei,0.045
2022-09-06,Oran,PML,Es,1.7248
2022-09-06,TzM,PML,Es,1.280598290598291
2022-09-14,Oran,PML,Ec,0.3419999999999999
2022-09-14,TzM,PML,Ec,0.7793162393162394
2022-09-14,Oran,PML,Ei,0.0
2022-09-14,TzM,PML,Ei,0.0
2022-09-14,Oran,PML,Es,1.7685333333333335
2022-09-14,TzM,PML,Es,1.1051709401709402
2022-09-22,Oran,PML,Ec,0.3077333333333333
2022-09-22,TzM,PML,Ec,0.5679914529914529
2022-09-22,Oran,PML,Ei,0.0
2022-09-22,TzM,PML,Ei,0.0
2022-09-22,Oran,PML,Es,1.3337333333333334
2022-09-22,TzM,PML,Es,0.7338888888888889
2022-09-30,Oran,PML,Ec,0.2877333333333333
2022-09-30,TzM,PML,Ec,0.5707264957264957
2022-09-30,Oran,PML,Ei,0.01
2022-09-30,TzM,PML,Ei,0.0072649572649572
2022-09-30,Oran,PML,Es,1.2904
2022-09-30,TzM,PML,Es,0.8666239316239315
2022-10-08,Oran,PML,Ec,0.23
2022-10-08,TzM,PML,Ec,0.4152991452991453
2022-10-08,Oran,PML,Ei,0.0
2022-10-08,TzM,PML,Ei,0.0
2022-10-08,Oran,PML,Es,0.3993333333333332
2022-10-08,TzM,PML,Es,0.2414102564102564
2022-10-16,Oran,PML,Ec,0.22
2022-10-16,TzM,PML,Ec,0.3647863247863248
2022-10-16,Oran,PML,Ei,0.01
2022-10-16,TzM,PML,Ei,0.0132051282051282
2022-10-16,Oran,PML,Es,0.7685333333333334
2022-10-16,TzM,PML,Es,0.5325641025641026
2022-10-24,Oran,PML,Ec,0.2293333333333333
2022-10-24,TzM,PML,Ec,0.3243162393162393
2022-10-24,Oran,PML,Ei,0.0
2022-10-24,TzM,PML,Ei,0.0059401709401709
2022-10-24,Oran,PML,Es,0.4604
2022-10-24,TzM,PML,Es,0.2827350427350427
2022-11-01,Oran,PML,Ec,0.2915999999999999
2022-11-01,TzM,PML,Ec,0.2644444444444445
2022-11-01,Oran,PML,Ei,0.0
2022-11-01,TzM,PML,Ei,0.0
2022-11-01,Oran,PML,Es,0.3418666666666667
2022-11-01,TzM,PML,Es,0.3298290598290598
2022-11-09,Oran,PML,Ec,0.1644
2022-11-09,TzM,PML,Ec,0.1435897435897436
2022-11-09,Oran,PML,Ei,0.0090666666666666
2022-11-09,TzM,PML,Ei,0.0072649572649572
2022-11-09,Oran,PML,Es,0.3497333333333333
2022-11-09,TzM,PML,Es,0.2570940170940171
2022-11-17,Oran,PML,Ec,0.1353333333333333
2022-11-17,TzM,PML,Ec,0.1037606837606837
2022-11-17,Oran,PML,Ei,0.01
2022-11-17,TzM,PML,Ei,0.0132051282051282
2022-11-17,Oran,PML,Es,0.2588
2022-11-17,TzM,PML,Es,0.0782478632478632
2022-11-25,Oran,PML,Ec,0.1568
2022-11-25,TzM,PML,Ec,0.109059829059829
2022-11-25,Oran,PML,Ei,0.0
2022-11-25,TzM,PML,Ei,0.0
2022-11-25,Oran,PML,Es,0.1516
2022-11-25,TzM,PML,Es,0.128076923076923
2022-12-03,Oran,PML,Ec,0.0784
2022-12-03,TzM,PML,Ec,0.0472649572649572
2022-12-03,Oran,PML,Ei,0.01
2022-12-03,TzM,PML,Ei,0.0072649572649572
2022-12-03,Oran,PML,Es,0.2525333333333333
2022-12-03,TzM,PML,Es,0.1259401709401709
2022-12-11,Oran,PML,Ec,0.0845333333333333
2022-12-11,TzM,PML,Ec,0.0172649572649572
2022-12-11,Oran,PML,Ei,0.0361333333333333
2022-12-11,TzM,PML,Ei,0.0072649572649572
2022-12-11,Oran,PML,Es,0.0777333333333333
2022-12-11,TzM,PML,Es,0.0364102564102564
2022-12-19,Oran,PML,Ec,0.1524
2022-12-19,TzM,PML,Ec,0.0445299145299145
2022-12-19,Oran,PML,Ei,0.0
2022-12-19,TzM,PML,Ei,0.0
2022-12-19,Oran,PML,Es,0.1329333333333333
2022-12-19,TzM,PML,Es,0.0118803418803418
2022-12-27,Oran,PML,Ec,0.1532
2022-12-27,TzM,PML,Ec,0.0
2022-12-27,Oran,PML,Ei,0.0
2022-12-27,TzM,PML,Ei,0.0
2022-12-27,Oran,PML,Es,0.0761333333333333
2022-12-27,TzM,PML,Es,0.0
2023-01-01,Oran,PML,Ec,0.17
2023-01-01,TzM,PML,Ec,0.0445299145299145
2023-01-01,Oran,PML,Ei,0.0
2023-01-01,TzM,PML,Ei,0.0
2023-01-01,Oran,PML,Es,0.1149333333333333
2023-01-01,TzM,PML,Es,0.0446153846153846
2023-01-09,Oran,PML,Ec,0.16
2023-01-09,TzM,PML,Ec,0.0372649572649572
2023-01-09,Oran,PML,Ei,0.0
2023-01-09,TzM,PML,Ei,0.0
2023-01-09,Oran,PML,Es,0.08
2023-01-09,TzM,PML,Es,0.0688461538461538
2023-01-17,Oran,PML,Ec,0.1353333333333333
2023-01-17,TzM,PML,Ec,0.0372649572649572
2023-01-17,Oran,PML,Ei,0.0
2023-01-17,TzM,PML,Ei,0.0
2023-01-17,Oran,PML,Es,0.0678666666666666
2023-01-17,TzM,PML,Es,0.19
2023-01-25,Oran,PML,Ec,0.1553333333333333
2023-01-25,TzM,PML,Ec,0.0445299145299145
2023-01-25,Oran,PML,Ei,0.0
2023-01-25,TzM,PML,Ei,0.0
2023-01-25,Oran,PML,Es,0.05
2023-01-25,TzM,PML,Es,0.2011538461538461
2023-02-02,Oran,PML,Ec,0.18
2023-02-02,TzM,PML,Ec,0.0517948717948718
2023-02-02,Oran,PML,Ei,0.0
2023-02-02,TzM,PML,Ei,0.0
2023-02-02,Oran,PML,Es,0.01
2023-02-02,TzM,PML,Es,0.07
2023-02-10,Oran,PML,Ec,0.122
2023-02-10,TzM,PML,Ec,0.0345299145299145
2023-02-10,Oran,PML,Ei,0.024
2023-02-10,TzM,PML,Ei,0.0
2023-02-10,Oran,PML,Es,0.3041333333333332
2023-02-10,TzM,PML,Es,0.27
2023-02-18,Oran,PML,Ec,0.2729333333333333
2023-02-18,TzM,PML,Ec,0.0823931623931623
2023-02-18,Oran,PML,Ei,0.0
2023-02-18,TzM,PML,Ei,0.0
2023-02-18,Oran,PML,Es,0.5709333333333334
2023-02-18,TzM,PML,Es,0.5545299145299145
2023-02-26,Oran,PML,Ec,0.29
2023-02-26,TzM,PML,Ec,0.071068376068376
2023-02-26,Oran,PML,Ei,0.0
2023-02-26,TzM,PML,Ei,0.0
2023-02-26,Oran,PML,Es,0.66
2023-02-26,TzM,PML,Es,0.7347863247863248
2023-03-06,Oran,PML,Ec,0.416
2023-03-06,TzM,PML,Ec,0.1508547008547008
2023-03-06,Oran,PML,Ei,0.024
2023-03-06,TzM,PML,Ei,0.0
2023-03-06,Oran,PML,Es,1.0661333333333336
2023-03-06,TzM,PML,Es,0.7912393162393163
2023-03-14,Oran,PML,Ec,0.6
2023-03-14,TzM,PML,Ec,0.2285470085470085
2023-03-14,Oran,PML,Ei,0.0
2023-03-14,TzM,PML,Ei,0.0
2023-03-14,Oran,PML,Es,0.8162666666666667
2023-03-14,TzM,PML,Es,0.1588461538461538
2023-03-22,Oran,PML,Ec,0.73
2023-03-22,TzM,PML,Ec,0.3852991452991453
2023-03-22,Oran,PML,Ei,0.0
2023-03-22,TzM,PML,Ei,0.0
2023-03-22,Oran,PML,Es,0.7189333333333332
2023-03-22,TzM,PML,Es,0.03
2023-03-30,Oran,PML,Ec,0.6900000000000001
2023-03-30,TzM,PML,Ec,0.3865811965811965
2023-03-30,Oran,PML,Ei,0.01
2023-03-30,TzM,PML,Ei,0.0
2023-03-30,Oran,PML,Es,0.8210666666666667
2023-03-30,TzM,PML,Es,0.0786752136752136
2023-04-07,Oran,PML,Ec,0.8300000000000001
2023-04-07,TzM,PML,Ec,0.5591025641025642
2023-04-07,Oran,PML,Ei,0.02
2023-04-07,TzM,PML,Ei,0.0
2023-04-07,Oran,PML,Es,0.55
2023-04-07,TzM,PML,Es,0.05
2023-04-15,Oran,PML,Ec,0.7750666666666667
2023-04-15,TzM,PML,Ec,0.5434188034188034
2023-04-15,Oran,PML,Ei,0.0
2023-04-15,TzM,PML,Ei,0.0
2023-04-15,Oran,PML,Es,0.5137333333333333
2023-04-15,TzM,PML,Es,0.06
2023-04-23,Oran,PML,Ec,0.8604
2023-04-23,TzM,PML,Ec,0.7823931623931625
2023-04-23,Oran,PML,Ei,0.01
2023-04-23,TzM,PML,Ei,0.0
2023-04-23,Oran,PML,Es,0.7074666666666666
2023-04-23,TzM,PML,Es,0.08
2023-05-01,Oran,PML,Ec,0.8526666666666667
2023-05-01,TzM,PML,Ec,0.8169230769230769
2023-05-01,Oran,PML,Ei,0.0352
2023-05-01,TzM,PML,Ei,0.0072649572649572
2023-05-01,Oran,PML,Es,1.4088
2023-05-01,TzM,PML,Es,0.3127350427350427
2023-05-09,Oran,PML,Ec,0.6961333333333333
2023-05-09,TzM,PML,Ec,0.6988034188034188
2023-05-09,Oran,PML,Ei,0.0
2023-05-09,TzM,PML,Ei,0.0
2023-05-09,Oran,PML,Es,0.9670666666666669
2023-05-09,TzM,PML,Es,0.2927350427350427
2023-05-17,Oran,PML,Ec,0.5021333333333333
2023-05-17,TzM,PML,Ec,0.5563247863247862
2023-05-17,Oran,PML,Ei,0.0442666666666666
2023-05-17,TzM,PML,Ei,0.0217948717948717
2023-05-17,Oran,PML,Es,1.5062666666666664
2023-05-17,TzM,PML,Es,0.662905982905983
2023-05-25,Oran,PML,Ec,0.5836
2023-05-25,TzM,PML,Ec,0.5674786324786325
2023-05-25,Oran,PML,Ei,0.1327999999999999
2023-05-25,TzM,PML,Ei,0.0681196581196581
2023-05-25,Oran,PML,Es,1.924666666666667
2023-05-25,TzM,PML,Es,1.6429487179487177
2023-06-02,Oran,PML,Ec,0.6192
2023-06-02,TzM,PML,Ec,0.7576923076923077
2023-06-02,Oran,PML,Ei,0.0311999999999999
2023-06-02,TzM,PML,Ei,0.0232051282051282
2023-06-02,Oran,PML,Es,2.3602666666666665
2023-06-02,TzM,PML,Es,1.7153418803418805
2023-06-10,Oran,PML,Ec,1.0005333333333333
2023-06-10,TzM,PML,Ec,1.0881623931623932
2023-06-10,Oran,PML,Ei,0.0
2023-06-10,TzM,PML,Ei,0.0072649572649572
2023-06-10,Oran,PML,Es,3.028266666666666
2023-06-10,TzM,PML,Es,2.274017094017094
2023-06-18,Oran,PML,Ec,1.0404
2023-06-18,TzM,PML,Ec,1.0289316239316235
2023-06-18,Oran,PML,Ei,0.0390666666666666
2023-06-18,TzM,PML,Ei,0.0654700854700854
2023-06-18,Oran,PML,Es,2.609333333333333
2023-06-18,TzM,PML,Es,2.1245726495726496
2023-06-26,Oran,PML,Ec,1.2005333333333332
2023-06-26,TzM,PML,Ec,1.2258119658119655
2023-06-26,Oran,PML,Ei,0.02
2023-06-26,TzM,PML,Ei,0.0304700854700854
2023-06-26,Oran,PML,Es,2.0396
2023-06-26,TzM,PML,Es,2.5644444444444443
2023-07-04,Oran,PML,Ec,1.2066666666666666
2023-07-04,TzM,PML,Ec,1.2126068376068375
2023-07-04,Oran,PML,Ei,0.0190666666666666
2023-07-04,TzM,PML,Ei,0.0059401709401709
2023-07-04,Oran,PML,Es,1.4522666666666666
2023-07-04,TzM,PML,Es,2.12
2023-07-12,Oran,PML,Ec,1.2666666666666666
2023-07-12,TzM,PML,Ec,1.2748717948717951
2023-07-12,Oran,PML,Ei,0.0
2023-07-12,TzM,PML,Ei,0.0
2023-07-12,Oran,PML,Es,1.434
2023-07-12,TzM,PML,Es,1.9433333333333331
2023-07-20,Oran,PML,Ec,1.1094666666666668
2023-07-20,TzM,PML,Ec,1.0244871794871795
2023-07-20,Oran,PML,Ei,0.0
2023-07-20,TzM,PML,Ei,0.0
2023-07-20,Oran,PML,Es,0.7077333333333334
2023-07-20,TzM,PML,Es,0.6517948717948718
2023-07-28,Oran,PML,Ec,1.0804
2023-07-28,TzM,PML,Ec,1.0504273504273505
2023-07-28,Oran,PML,Ei,0.0
2023-07-28,TzM,PML,Ei,0.0
2023-07-28,Oran,PML,Es,0.3432
2023-07-28,TzM,PML,Es,0.11
