date,name,source,variable,value
2022-11-12,TzM,CHIRPS,precipitation,0.0
2022-11-13,TzM,CHIRPS,precipitation,0.0
2022-11-14,TzM,CHIRPS,precipitation,0.0
2022-11-15,TzM,CHIRPS,precipitation,0.0
2022-11-16,TzM,CHIRPS,precipitation,0.0
2022-11-17,TzM,CHIRPS,precipitation,0.0
2022-11-18,TzM,CHIRPS,precipitation,0.0
2022-11-19,TzM,CHIRPS,precipitation,0.0
2022-11-20,TzM,CHIRPS,precipitation,0.0
2022-11-21,TzM,CHIRPS,precipitation,10.148687362670898
2022-11-22,TzM,CHIRPS,precipitation,0.0
2022-11-23,TzM,CHIRPS,precipitation,0.0
2022-11-24,TzM,CHIRPS,precipitation,0.0
2022-11-25,TzM,CHIRPS,precipitation,10.148687362670898
2022-11-26,TzM,CHIRPS,precipitation,0.0
2022-11-27,TzM,CHIRPS,precipitation,0.0
2022-11-28,TzM,CHIRPS,precipitation,0.0
2022-11-29,TzM,CHIRPS,precipitation,0.0
2022-11-30,TzM,CHIRPS,precipitation,0.0
2022-12-01,TzM,CHIRPS,precipitation,0.0
2022-12-02,TzM,CHIRPS,precipitation,0.0
2022-12-03,TzM,CHIRPS,precipitation,0.0
2022-12-04,TzM,CHIRPS,precipitation,0.0
2022-12-05,TzM,CHIRPS,precipitation,0.0
2022-12-06,TzM,CHIRPS,precipitation,0.0
2022-12-07,TzM,CHIRPS,precipitation,0.0
2022-12-08,TzM,CHIRPS,precipitation,8.515134811401367
2022-12-09,TzM,CHIRPS,precipitation,0.0
2022-12-10,TzM,CHIRPS,precipitation,0.0
2022-12-11,TzM,CHIRPS,precipitation,0.0
2022-12-12,TzM,CHIRPS,precipitation,9.592041969299316
2022-12-13,TzM,CHIRPS,precipitation,0.0
2022-12-14,TzM,CHIRPS,precipitation,9.592041969299316
2022-12-15,TzM,CHIRPS,precipitation,4.796020984649658
2022-12-16,TzM,CHIRPS,precipitation,0.0
2022-12-17,TzM,CHIRPS,precipitation,0.0
2022-12-18,TzM,CHIRPS,precipitation,0.0
2022-12-19,TzM,CHIRPS,precipitation,0.0
2022-12-20,TzM,CHIRPS,precipitation,0.0
2022-12-21,TzM,CHIRPS,precipitation,0.0
2022-12-22,TzM,CHIRPS,precipitation,0.0
2022-12-23,TzM,CHIRPS,precipitation,0.0
2022-12-24,TzM,CHIRPS,precipitation,0.0
2022-12-25,TzM,CHIRPS,precipitation,0.0
2022-12-26,TzM,CHIRPS,precipitation,0.0
2022-12-27,TzM,CHIRPS,precipitation,0.0
2022-12-28,TzM,CHIRPS,precipitation,0.0
2022-12-29,TzM,CHIRPS,precipitation,1.2413172721862793
2022-12-30,TzM,CHIRPS,precipitation,0.0
2022-12-31,TzM,CHIRPS,precipitation,0.0
2023-01-01,TzM,CHIRPS,precipitation,0.0
2023-01-02,TzM,CHIRPS,precipitation,0.0
2023-01-03,TzM,CHIRPS,precipitation,0.0
2023-01-04,TzM,CHIRPS,precipitation,0.0
2023-01-05,TzM,CHIRPS,precipitation,0.0
2023-01-06,TzM,CHIRPS,precipitation,0.0
2023-01-07,TzM,CHIRPS,precipitation,0.0
2023-01-08,TzM,CHIRPS,precipitation,2.9371321201324463
2023-01-09,TzM,CHIRPS,precipitation,0.0
2023-01-10,TzM,CHIRPS,precipitation,0.0
2023-01-11,TzM,CHIRPS,precipitation,0.0
2023-01-12,TzM,CHIRPS,precipitation,0.0
2023-01-13,TzM,CHIRPS,precipitation,0.0
2023-01-14,TzM,CHIRPS,precipitation,0.0
2023-01-15,TzM,CHIRPS,precipitation,2.1689674854278564
2023-01-16,TzM,CHIRPS,precipitation,0.0
2023-01-17,TzM,CHIRPS,precipitation,0.0
2023-01-18,TzM,CHIRPS,precipitation,0.0
2023-01-19,TzM,CHIRPS,precipitation,0.0
2023-01-20,TzM,CHIRPS,precipitation,0.0
2023-01-21,TzM,CHIRPS,precipitation,0.0
2023-01-22,TzM,CHIRPS,precipitation,0.0
2023-01-23,TzM,CHIRPS,precipitation,0.0
2023-01-24,TzM,CHIRPS,precipitation,0.0
2023-01-25,TzM,CHIRPS,precipitation,0.0
2023-01-26,TzM,CHIRPS,precipitation,0.0
2023-01-27,TzM,CHIRPS,precipitation,0.0
2023-01-28,TzM,CHIRPS,precipitation,0.0
2023-01-29,TzM,CHIRPS,precipitation,0.0
2023-01-30,TzM,CHIRPS,precipitation,0.0
2023-01-31,TzM,CHIRPS,precipitation,0.0
2023-02-01,TzM,CHIRPS,precipitation,0.0
2023-02-02,TzM,CHIRPS,precipitation,0.0
2023-02-03,TzM,CHIRPS,precipitation,0.0
2023-02-04,TzM,CHIRPS,precipitation,0.0
2023-02-05,TzM,CHIRPS,precipitation,0.0
2023-02-06,TzM,CHIRPS,precipitation,0.0
2023-02-07,TzM,CHIRPS,precipitation,0.0
2023-02-08,TzM,CHIRPS,precipitation,0.0
2023-02-09,TzM,CHIRPS,precipitation,0.0
2023-02-10,TzM,CHIRPS,precipitation,0.0
2023-02-11,TzM,CHIRPS,precipitation,0.0
2023-02-12,TzM,CHIRPS,precipitation,0.0
2023-02-13,TzM,CHIRPS,precipitation,0.0
2023-02-14,TzM,CHIRPS,precipitation,8.101243019104004
2023-02-15,TzM,CHIRPS,precipitation,0.0
2023-02-16,TzM,CHIRPS,precipitation,0.0
2023-02-17,TzM,CHIRPS,precipitation,0.0
2023-02-18,TzM,CHIRPS,precipitation,0.0
2023-02-19,TzM,CHIRPS,precipitation,0.0
2023-02-20,TzM,CHIRPS,precipitation,0.0
2023-02-21,TzM,CHIRPS,precipitation,0.0
2023-02-22,TzM,CHIRPS,precipitation,0.0
2023-02-23,TzM,CHIRPS,precipitation,0.0
2023-02-24,TzM,CHIRPS,precipitation,4.829912662506104
2023-02-25,TzM,CHIRPS,precipitation,0.0
2023-02-26,TzM,CHIRPS,precipitation,0.0
2023-02-27,TzM,CHIRPS,precipitation,0.0
2023-02-28,TzM,CHIRPS,precipitation,0.0
2023-03-01,TzM,CHIRPS,precipitation,0.0
2023-03-02,TzM,CHIRPS,precipitation,0.0
2023-03-03,TzM,CHIRPS,precipitation,0.0
2023-03-04,TzM,CHIRPS,precipitation,0.0
2023-03-05,TzM,CHIRPS,precipitation,3.466301441192627
2023-03-06,TzM,CHIRPS,precipitation,0.0
2023-03-07,TzM,CHIRPS,precipitation,0.0
2023-03-08,TzM,CHIRPS,precipitation,0.0
2023-03-09,TzM,CHIRPS,precipitation,3.2655234336853027
2023-03-10,TzM,CHIRPS,precipitation,0.0
2023-03-11,TzM,CHIRPS,precipitation,0.0
2023-03-12,TzM,CHIRPS,precipitation,0.0
2023-03-13,TzM,CHIRPS,precipitation,0.0
2023-03-14,TzM,CHIRPS,precipitation,0.0
2023-03-15,TzM,CHIRPS,precipitation,0.0
2023-03-16,TzM,CHIRPS,precipitation,0.0
2023-03-17,TzM,CHIRPS,precipitation,0.0
2023-03-18,TzM,CHIRPS,precipitation,0.0
2023-03-19,TzM,CHIRPS,precipitation,0.0
2023-03-20,TzM,CHIRPS,precipitation,0.0
2023-03-21,TzM,CHIRPS,precipitation,0.0
2023-03-22,TzM,CHIRPS,precipitation,0.0
2023-03-23,TzM,CHIRPS,precipitation,0.0
2023-03-24,TzM,CHIRPS,precipitation,0.0
2023-03-25,TzM,CHIRPS,precipitation,0.0
2023-03-26,TzM,CHIRPS,precipitation,0.0
2023-03-27,TzM,CHIRPS,precipitation,0.0
2023-03-28,TzM,CHIRPS,precipitation,0.0
2023-03-29,TzM,CHIRPS,precipitation,0.0
2023-03-30,TzM,CHIRPS,precipitation,0.0
2023-03-31,TzM,CHIRPS,precipitation,0.0
2023-04-01,TzM,CHIRPS,precipitation,0.0
2023-04-02,TzM,CHIRPS,precipitation,0.0
2023-04-03,TzM,CHIRPS,precipitation,0.0
2023-04-04,TzM,CHIRPS,precipitation,0.0
2023-04-05,TzM,CHIRPS,precipitation,0.0
2023-04-06,TzM,CHIRPS,precipitation,0.0
2023-04-07,TzM,CHIRPS,precipitation,0.0
2023-04-08,TzM,CHIRPS,precipitation,0.0
2023-04-09,TzM,CHIRPS,precipitation,0.0
2023-04-10,TzM,CHIRPS,precipitation,0.0
2023-04-11,TzM,CHIRPS,precipitation,0.0
2023-04-12,TzM,CHIRPS,precipitation,0.0
2023-04-13,TzM,CHIRPS,precipitation,0.0
2023-04-14,TzM,CHIRPS,precipitation,0.0
2023-04-15,TzM,CHIRPS,precipitation,0.0
2023-04-16,TzM,CHIRPS,precipitation,0.0
2023-04-17,TzM,CHIRPS,precipitation,0.0
2023-04-18,TzM,CHIRPS,precipitation,0.0
2023-04-19,TzM,CHIRPS,precipitation,0.0
2023-04-20,TzM,CHIRPS,precipitation,0.0
2023-04-21,TzM,CHIRPS,precipitation,5.141696453094482
2023-04-22,TzM,CHIRPS,precipitation,0.0
2023-04-23,TzM,CHIRPS,precipitation,0.0
2023-04-24,TzM,CHIRPS,precipitation,0.0
2023-04-25,TzM,CHIRPS,precipitation,0.0
2023-04-26,TzM,CHIRPS,precipitation,0.0
2023-04-27,TzM,CHIRPS,precipitation,0.0
2023-04-28,TzM,CHIRPS,precipitation,0.0
2023-04-29,TzM,CHIRPS,precipitation,2.761648654937744
2023-04-30,TzM,CHIRPS,precipitation,2.761648654937744
2023-05-01,TzM,CHIRPS,precipitation,0.0
2023-05-02,TzM,CHIRPS,precipitation,0.0
2023-05-03,TzM,CHIRPS,precipitation,0.0
2023-05-04,TzM,CHIRPS,precipitation,0.0
2023-05-05,TzM,CHIRPS,precipitation,0.0
2023-05-06,TzM,CHIRPS,precipitation,0.0
2023-05-07,TzM,CHIRPS,precipitation,0.0
2023-05-08,TzM,CHIRPS,precipitation,0.0
2023-05-09,TzM,CHIRPS,precipitation,0.0
2023-05-10,TzM,CHIRPS,precipitation,0.0
2023-05-11,TzM,CHIRPS,precipitation,0.0
2023-05-12,TzM,CHIRPS,precipitation,0.0
2023-05-13,TzM,CHIRPS,precipitation,0.0
2023-05-14,TzM,CHIRPS,precipitation,0.0
2023-05-15,TzM,CHIRPS,precipitation,0.0
2023-05-16,TzM,CHIRPS,precipitation,0.0
2023-05-17,TzM,CHIRPS,precipitation,0.0
2023-05-18,TzM,CHIRPS,precipitation,0.0
2023-05-19,TzM,CHIRPS,precipitation,0.0
2023-05-20,TzM,CHIRPS,precipitation,0.0
2023-05-21,TzM,CHIRPS,precipitation,0.0
2023-05-22,TzM,CHIRPS,precipitation,0.0
2023-05-23,TzM,CHIRPS,precipitation,0.0
2023-05-24,TzM,CHIRPS,precipitation,0.0
2023-05-25,TzM,CHIRPS,precipitation,21.602373123168945
2023-05-26,TzM,CHIRPS,precipitation,16.59212303161621
2023-05-27,TzM,CHIRPS,precipitation,0.0
2023-05-28,TzM,CHIRPS,precipitation,0.0
2023-05-29,TzM,CHIRPS,precipitation,0.0
2023-05-30,TzM,CHIRPS,precipitation,0.0
2023-05-31,TzM,CHIRPS,precipitation,16.59212303161621
2023-06-01,TzM,CHIRPS,precipitation,2.718878984451294
2023-06-02,TzM,CHIRPS,precipitation,2.718878984451294
2023-06-03,TzM,CHIRPS,precipitation,0.0
2023-06-04,TzM,CHIRPS,precipitation,0.0
2023-06-05,TzM,CHIRPS,precipitation,2.718878984451294
2023-06-06,TzM,CHIRPS,precipitation,0.0
2023-06-07,TzM,CHIRPS,precipitation,0.0
2023-06-08,TzM,CHIRPS,precipitation,9.55427360534668
2023-06-09,TzM,CHIRPS,precipitation,0.0
2023-06-10,TzM,CHIRPS,precipitation,0.0
2023-06-11,TzM,CHIRPS,precipitation,0.0
2023-06-12,TzM,CHIRPS,precipitation,8.572122573852539
2023-06-13,TzM,CHIRPS,precipitation,0.0
2023-06-14,TzM,CHIRPS,precipitation,0.0
2023-06-15,TzM,CHIRPS,precipitation,0.0
2023-06-16,TzM,CHIRPS,precipitation,0.0
2023-06-17,TzM,CHIRPS,precipitation,0.0
2023-06-18,TzM,CHIRPS,precipitation,0.0
2023-06-19,TzM,CHIRPS,precipitation,4.667773246765137
2023-06-20,TzM,CHIRPS,precipitation,3.111848831176758
2023-06-21,TzM,CHIRPS,precipitation,8.840535163879395
2023-06-22,TzM,CHIRPS,precipitation,0.0
2023-06-23,TzM,CHIRPS,precipitation,0.0
2023-06-24,TzM,CHIRPS,precipitation,0.0
2023-06-25,TzM,CHIRPS,precipitation,0.0
2023-06-26,TzM,CHIRPS,precipitation,5.368627071380615
2023-06-27,TzM,CHIRPS,precipitation,0.0
2023-06-28,TzM,CHIRPS,precipitation,0.0
2023-06-29,TzM,CHIRPS,precipitation,0.0
2023-06-30,TzM,CHIRPS,precipitation,0.0
2023-07-01,TzM,CHIRPS,precipitation,0.0
2023-07-02,TzM,CHIRPS,precipitation,0.0
2023-07-03,TzM,CHIRPS,precipitation,0.0
2023-07-04,TzM,CHIRPS,precipitation,0.0
2023-07-05,TzM,CHIRPS,precipitation,0.0
2023-07-06,TzM,CHIRPS,precipitation,0.0
2023-07-07,TzM,CHIRPS,precipitation,2.97412371635437
2023-07-08,TzM,CHIRPS,precipitation,0.0
2023-07-09,TzM,CHIRPS,precipitation,0.0
2023-07-10,TzM,CHIRPS,precipitation,0.0
2023-07-11,TzM,CHIRPS,precipitation,0.0
2023-07-12,TzM,CHIRPS,precipitation,0.0
2023-07-13,TzM,CHIRPS,precipitation,0.0
2023-07-14,TzM,CHIRPS,precipitation,0.0
2023-07-15,TzM,CHIRPS,precipitation,0.0
2023-07-16,TzM,CHIRPS,precipitation,0.0
2023-07-17,TzM,CHIRPS,precipitation,0.0
2023-07-18,TzM,CHIRPS,precipitation,0.0
2023-07-19,TzM,CHIRPS,precipitation,0.0
2023-07-20,TzM,CHIRPS,precipitation,0.0
2023-07-21,TzM,CHIRPS,precipitation,0.0
2023-07-22,TzM,CHIRPS,precipitation,0.0
2023-07-23,TzM,CHIRPS,precipitation,0.0
2023-07-24,TzM,CHIRPS,precipitation,0.0
2023-07-25,TzM,CHIRPS,precipitation,0.0
2023-07-26,TzM,CHIRPS,precipitation,3.471729278564453
2023-07-27,TzM,CHIRPS,precipitation,0.0
2023-07-28,TzM,CHIRPS,precipitation,0.0
2023-07-29,TzM,CHIRPS,precipitation,0.0
2023-07-30,TzM,CHIRPS,precipitation,0.0
2023-07-31,TzM,CHIRPS,precipitation,0.0
2023-08-01,TzM,CHIRPS,precipitation,0.0
2023-08-02,TzM,CHIRPS,precipitation,0.0
2023-08-03,TzM,CHIRPS,precipitation,0.0
2023-08-04,TzM,CHIRPS,precipitation,0.0
2023-08-05,TzM,CHIRPS,precipitation,0.0
2023-08-06,TzM,CHIRPS,precipitation,0.0
2023-08-07,TzM,CHIRPS,precipitation,0.0
2023-08-08,TzM,CHIRPS,precipitation,0.0
2023-08-09,TzM,CHIRPS,precipitation,0.0
2023-08-10,TzM,CHIRPS,precipitation,0.0
2023-08-11,TzM,CHIRPS,precipitation,0.0
2023-08-12,TzM,CHIRPS,precipitation,0.0
2023-08-13,TzM,CHIRPS,precipitation,0.0
2023-08-14,TzM,CHIRPS,precipitation,0.0
2023-08-15,TzM,CHIRPS,precipitation,0.0
2023-08-16,TzM,CHIRPS,precipitation,0.0
2023-08-17,TzM,CHIRPS,precipitation,0.0
2023-08-18,TzM,CHIRPS,precipitation,0.0
2023-08-19,TzM,CHIRPS,precipitation,0.0
2023-08-20,TzM,CHIRPS,precipitation,0.0
2023-08-21,TzM,CHIRPS,precipitation,0.0
2023-08-22,TzM,CHIRPS,precipitation,0.0
2023-08-23,TzM,CHIRPS,precipitation,0.0
2023-08-24,TzM,CHIRPS,precipitation,0.0
2023-08-25,TzM,CHIRPS,precipitation,0.0
2023-08-26,TzM,CHIRPS,precipitation,0.0
2023-08-27,TzM,CHIRPS,precipitation,0.0
2023-08-28,TzM,CHIRPS,precipitation,0.0
2023-08-29,TzM,CHIRPS,precipitation,0.0
2023-08-30,TzM,CHIRPS,precipitation,0.0
2023-08-31,TzM,CHIRPS,precipitation,0.0
2023-09-01,TzM,CHIRPS,precipitation,0.0
2023-09-02,TzM,CHIRPS,precipitation,13.066652297973633
2023-09-03,TzM,CHIRPS,precipitation,13.066652297973633
2023-09-04,TzM,CHIRPS,precipitation,0.0
2023-09-05,TzM,CHIRPS,precipitation,0.0
2023-09-06,TzM,CHIRPS,precipitation,0.0
2023-09-07,TzM,CHIRPS,precipitation,0.0
2023-09-08,TzM,CHIRPS,precipitation,0.0
2023-09-09,TzM,CHIRPS,precipitation,0.0
2023-09-10,TzM,CHIRPS,precipitation,0.0
2023-09-11,TzM,CHIRPS,precipitation,0.0
2023-09-12,TzM,CHIRPS,precipitation,0.0
2023-09-13,TzM,CHIRPS,precipitation,0.0
2023-09-14,TzM,CHIRPS,precipitation,0.0
2023-09-15,TzM,CHIRPS,precipitation,11.687036514282228
2023-09-16,TzM,CHIRPS,precipitation,0.0
2023-09-17,TzM,CHIRPS,precipitation,0.0
2023-09-18,TzM,CHIRPS,precipitation,0.0
2023-09-19,TzM,CHIRPS,precipitation,10.095514297485352
2023-09-20,TzM,CHIRPS,precipitation,0.0
2023-09-21,TzM,CHIRPS,precipitation,4.033394813537598
2023-09-22,TzM,CHIRPS,precipitation,0.0
2023-09-23,TzM,CHIRPS,precipitation,0.0
2023-09-24,TzM,CHIRPS,precipitation,0.0
2023-09-25,TzM,CHIRPS,precipitation,0.0
2023-09-26,TzM,CHIRPS,precipitation,0.0
2023-09-27,TzM,CHIRPS,precipitation,0.0
2023-09-28,TzM,CHIRPS,precipitation,0.0
2023-09-29,TzM,CHIRPS,precipitation,0.0
2023-09-30,TzM,CHIRPS,precipitation,0.0
2023-10-01,TzM,CHIRPS,precipitation,0.0
2023-10-02,TzM,CHIRPS,precipitation,0.0
2023-10-03,TzM,CHIRPS,precipitation,0.0
2023-10-04,TzM,CHIRPS,precipitation,0.0
2023-10-05,TzM,CHIRPS,precipitation,0.0
2023-10-06,TzM,CHIRPS,precipitation,0.0
2023-10-07,TzM,CHIRPS,precipitation,0.0
2023-10-08,TzM,CHIRPS,precipitation,0.0
2023-10-09,TzM,CHIRPS,precipitation,0.0
2023-10-10,TzM,CHIRPS,precipitation,0.0
2023-10-11,TzM,CHIRPS,precipitation,0.0
2023-10-12,TzM,CHIRPS,precipitation,0.0
2023-10-13,TzM,CHIRPS,precipitation,0.0
2023-10-14,TzM,CHIRPS,precipitation,0.0
2023-10-15,TzM,CHIRPS,precipitation,0.0
2023-10-16,TzM,CHIRPS,precipitation,0.0
2023-10-17,TzM,CHIRPS,precipitation,0.0
2023-10-18,TzM,CHIRPS,precipitation,0.0
2023-10-19,TzM,CHIRPS,precipitation,10.703729629516602
2023-10-20,TzM,CHIRPS,precipitation,0.0
2023-10-21,TzM,CHIRPS,precipitation,0.0
2023-10-22,TzM,CHIRPS,precipitation,0.0
2023-10-23,TzM,CHIRPS,precipitation,0.0
2023-10-24,TzM,CHIRPS,precipitation,0.0
2023-10-25,TzM,CHIRPS,precipitation,0.0
2023-10-26,TzM,CHIRPS,precipitation,3.758158206939697
2023-10-27,TzM,CHIRPS,precipitation,0.0
2023-10-28,TzM,CHIRPS,precipitation,0.0
2023-10-29,TzM,CHIRPS,precipitation,0.0
2023-10-30,TzM,CHIRPS,precipitation,3.758158206939697
2023-10-31,TzM,CHIRPS,precipitation,1.8790791034698489
2023-11-01,TzM,CHIRPS,precipitation,0.0
2023-11-02,TzM,CHIRPS,precipitation,0.0
2023-11-03,TzM,CHIRPS,precipitation,0.0
2023-11-04,TzM,CHIRPS,precipitation,0.0
2023-11-05,TzM,CHIRPS,precipitation,0.0
2023-11-06,TzM,CHIRPS,precipitation,0.0
2023-11-07,TzM,CHIRPS,precipitation,0.0
2023-11-08,TzM,CHIRPS,precipitation,0.0
2023-11-09,TzM,CHIRPS,precipitation,3.110720157623291
2023-11-10,TzM,CHIRPS,precipitation,0.0
2023-11-11,TzM,CHIRPS,precipitation,0.0
2023-11-12,TzM,CHIRPS,precipitation,0.0
2023-11-13,TzM,CHIRPS,precipitation,0.0
2023-11-14,TzM,CHIRPS,precipitation,0.0
2023-11-15,TzM,CHIRPS,precipitation,0.0
2023-11-16,TzM,CHIRPS,precipitation,0.0
2023-11-17,TzM,CHIRPS,precipitation,0.0
2023-11-18,TzM,CHIRPS,precipitation,0.0
2023-11-19,TzM,CHIRPS,precipitation,0.0
2023-11-20,TzM,CHIRPS,precipitation,0.0
2023-11-21,TzM,CHIRPS,precipitation,0.0
2023-11-22,TzM,CHIRPS,precipitation,0.0
2023-11-23,TzM,CHIRPS,precipitation,0.0
2023-11-24,TzM,CHIRPS,precipitation,0.0
2023-11-25,TzM,CHIRPS,precipitation,0.0
2023-11-26,TzM,CHIRPS,precipitation,0.0
2023-11-27,TzM,CHIRPS,precipitation,0.0
2023-11-28,TzM,CHIRPS,precipitation,0.0
2023-11-29,TzM,CHIRPS,precipitation,4.82832670211792
2023-11-30,TzM,CHIRPS,precipitation,0.0
2023-12-01,TzM,CHIRPS,precipitation,0.0
2023-12-02,TzM,CHIRPS,precipitation,0.0
2023-12-03,TzM,CHIRPS,precipitation,0.0
2023-12-04,TzM,CHIRPS,precipitation,4.076483726501465
2023-12-05,TzM,CHIRPS,precipitation,0.0
2023-12-06,TzM,CHIRPS,precipitation,0.0
2023-12-07,TzM,CHIRPS,precipitation,0.0
2023-12-08,TzM,CHIRPS,precipitation,0.0
2023-12-09,TzM,CHIRPS,precipitation,5.792668342590332
2023-12-10,TzM,CHIRPS,precipitation,0.0
2023-12-11,TzM,CHIRPS,precipitation,0.0
2023-12-12,TzM,CHIRPS,precipitation,0.0
2023-12-13,TzM,CHIRPS,precipitation,0.0
2023-12-14,TzM,CHIRPS,precipitation,0.0
2023-12-15,TzM,CHIRPS,precipitation,0.0
2023-12-16,TzM,CHIRPS,precipitation,0.0
2023-12-17,TzM,CHIRPS,precipitation,0.0
2023-12-18,TzM,CHIRPS,precipitation,0.0
2023-12-19,TzM,CHIRPS,precipitation,0.0
2023-12-20,TzM,CHIRPS,precipitation,0.0
2023-12-21,TzM,CHIRPS,precipitation,0.0
2023-12-22,TzM,CHIRPS,precipitation,0.0
2023-12-23,TzM,CHIRPS,precipitation,0.0
2023-12-24,TzM,CHIRPS,precipitation,0.0
2023-12-25,TzM,CHIRPS,precipitation,0.0
2023-12-26,TzM,CHIRPS,precipitation,0.0
2023-12-27,TzM,CHIRPS,precipitation,0.0
2023-12-28,TzM,CHIRPS,precipitation,0.8947927951812744
2023-12-29,TzM,CHIRPS,precipitation,0.8947927951812744
2023-12-30,TzM,CHIRPS,precipitation,0.0
2023-12-31,TzM,CHIRPS,precipitation,0.8947927951812744
2024-01-01,TzM,CHIRPS,precipitation,1.2682321071624756
2024-01-02,TzM,CHIRPS,precipitation,0.0
2024-01-03,TzM,CHIRPS,precipitation,0.0
2024-01-04,TzM,CHIRPS,precipitation,2.536464214324951
2024-01-05,TzM,CHIRPS,precipitation,0.0
2024-01-06,TzM,CHIRPS,precipitation,0.0
2024-01-07,TzM,CHIRPS,precipitation,0.0
2024-01-08,TzM,CHIRPS,precipitation,0.0
2024-01-09,TzM,CHIRPS,precipitation,0.0
2024-01-10,TzM,CHIRPS,precipitation,0.8013927936553955
2024-01-11,TzM,CHIRPS,precipitation,0.0
2024-01-12,TzM,CHIRPS,precipitation,0.0
2024-01-13,TzM,CHIRPS,precipitation,0.0
2024-01-14,TzM,CHIRPS,precipitation,1.4912015199661257
2024-01-15,TzM,CHIRPS,precipitation,0.0
2024-01-16,TzM,CHIRPS,precipitation,8.235910415649414
2024-01-17,TzM,CHIRPS,precipitation,2.7453038692474365
2024-01-18,TzM,CHIRPS,precipitation,0.0
2024-01-19,TzM,CHIRPS,precipitation,5.490607738494873
2024-01-20,TzM,CHIRPS,precipitation,0.0
2024-01-21,TzM,CHIRPS,precipitation,0.0
2024-01-22,TzM,CHIRPS,precipitation,0.0
2024-01-23,TzM,CHIRPS,precipitation,0.0
2024-01-24,TzM,CHIRPS,precipitation,0.0
2024-01-25,TzM,CHIRPS,precipitation,0.0
2024-01-26,TzM,CHIRPS,precipitation,0.0
2024-01-27,TzM,CHIRPS,precipitation,0.0
2024-01-28,TzM,CHIRPS,precipitation,0.0
2024-01-29,TzM,CHIRPS,precipitation,0.0
2024-01-30,TzM,CHIRPS,precipitation,0.0
2024-01-31,TzM,CHIRPS,precipitation,0.0
2024-02-01,TzM,CHIRPS,precipitation,0.0
2024-02-02,TzM,CHIRPS,precipitation,0.0
2024-02-03,TzM,CHIRPS,precipitation,0.0
2024-02-04,TzM,CHIRPS,precipitation,0.0
2024-02-05,TzM,CHIRPS,precipitation,0.0
2024-02-06,TzM,CHIRPS,precipitation,0.0
2024-02-07,TzM,CHIRPS,precipitation,0.0
2024-02-08,TzM,CHIRPS,precipitation,5.606266498565674
2024-02-09,TzM,CHIRPS,precipitation,8.40939998626709
2024-02-10,TzM,CHIRPS,precipitation,0.0
2024-02-11,TzM,CHIRPS,precipitation,0.0
2024-02-12,TzM,CHIRPS,precipitation,0.0
2024-02-13,TzM,CHIRPS,precipitation,0.0
2024-02-14,TzM,CHIRPS,precipitation,2.699841260910034
2024-02-15,TzM,CHIRPS,precipitation,2.699841260910034
2024-02-16,TzM,CHIRPS,precipitation,0.0
2024-02-17,TzM,CHIRPS,precipitation,0.0
2024-02-18,TzM,CHIRPS,precipitation,0.0
2024-02-19,TzM,CHIRPS,precipitation,0.0
2024-02-20,TzM,CHIRPS,precipitation,0.0
2024-02-21,TzM,CHIRPS,precipitation,0.0
2024-02-22,TzM,CHIRPS,precipitation,0.0
2024-02-23,TzM,CHIRPS,precipitation,0.0
2024-02-24,TzM,CHIRPS,precipitation,0.0
2024-02-25,TzM,CHIRPS,precipitation,0.0
2024-02-26,TzM,CHIRPS,precipitation,2.169495105743408
2024-02-27,TzM,CHIRPS,precipitation,0.0
2024-02-28,TzM,CHIRPS,precipitation,0.0
2024-02-29,TzM,CHIRPS,precipitation,0.0
2024-03-01,TzM,CHIRPS,precipitation,0.0
2024-03-02,TzM,CHIRPS,precipitation,3.7190237045288086
2024-03-03,TzM,CHIRPS,precipitation,0.0
2024-03-04,TzM,CHIRPS,precipitation,0.0
2024-03-05,TzM,CHIRPS,precipitation,0.0
2024-03-06,TzM,CHIRPS,precipitation,0.0
2024-03-07,TzM,CHIRPS,precipitation,3.456094980239868
2024-03-08,TzM,CHIRPS,precipitation,0.0
2024-03-09,TzM,CHIRPS,precipitation,5.184142589569092
2024-03-10,TzM,CHIRPS,precipitation,0.0
2024-03-11,TzM,CHIRPS,precipitation,0.0
2024-03-12,TzM,CHIRPS,precipitation,0.0
2024-03-13,TzM,CHIRPS,precipitation,0.0
2024-03-14,TzM,CHIRPS,precipitation,0.0
2024-03-15,TzM,CHIRPS,precipitation,0.0
2024-03-16,TzM,CHIRPS,precipitation,0.0
2024-03-17,TzM,CHIRPS,precipitation,0.0
2024-03-18,TzM,CHIRPS,precipitation,1.4591463804244995
2024-03-19,TzM,CHIRPS,precipitation,0.0
2024-03-20,TzM,CHIRPS,precipitation,0.0
2024-03-21,TzM,CHIRPS,precipitation,2.3876395225524902
2024-03-22,TzM,CHIRPS,precipitation,0.0
2024-03-23,TzM,CHIRPS,precipitation,0.0
2024-03-24,TzM,CHIRPS,precipitation,3.1835193634033203
2024-03-25,TzM,CHIRPS,precipitation,3.1835193634033203
2024-03-26,TzM,CHIRPS,precipitation,2.898266077041626
2024-03-27,TzM,CHIRPS,precipitation,0.0
2024-03-28,TzM,CHIRPS,precipitation,0.0
2024-03-29,TzM,CHIRPS,precipitation,8.694798469543457
2024-03-30,TzM,CHIRPS,precipitation,0.0
2024-03-31,TzM,CHIRPS,precipitation,8.694798469543457
2024-04-01,TzM,CHIRPS,precipitation,0.0
