name,date,product,B8,B4,B11,B3
Oran,2018-06-18,S2,2685.766205136138,1094.5308116749172,2627.1922829001637,1015.5297803217812
TzM,2018-06-18,S2,,,,
Oran,2018-06-18,S2,2631.8851459364682,1067.359632838283,2602.066664088283,988.3270162953794
TzM,2018-06-18,S2,3492.4283861394,2156.5455261160632,3949.7969958880362,1354.3540536254372
Oran,2018-06-20,S2,2996.3047777433976,1304.9155966377878,3104.3386448019796,1161.8772947607256
TzM,2018-06-20,S2,,,,
Oran,2018-06-20,S2,2955.547364892737,1349.5606822400985,3080.613126547027,1199.1726742986796
TzM,2018-06-20,S2,3806.7132387090915,2435.8513689552437,4467.268806851005,1575.3158905288915
Oran,2018-06-23,S2,2731.499974216171,1261.3868605610555,3066.543793832507,993.3247988861384
TzM,2018-06-23,S2,,,,
Oran,2018-06-23,S2,2693.8002784653454,1332.5140135107251,3037.1932626856437,1072.2587407178219
TzM,2018-06-23,S2,3490.4508603405116,2221.0536820761445,4052.850054939454,1409.2541657698885
Oran,2018-06-25,S2,3065.5844033622093,1580.9588619018145,3576.5588515882823,1245.4353599422436
TzM,2018-06-25,S2,,,,
Oran,2018-06-25,S2,3061.6525113448843,1686.2945673473587,3541.5916615098995,1319.4851227310226
TzM,2018-06-25,S2,3850.594071070129,2402.7952117717687,4301.410046556937,1607.1211783096774
Oran,2018-06-28,S2,2872.9094343028046,1639.7468156971947,3642.7479372937296,1195.363113655115
TzM,2018-06-28,S2,,,,
Oran,2018-06-30,S2,2941.279393564356,1725.9071008663354,3849.208990820955,1208.015715243399
TzM,2018-06-30,S2,,,,
Oran,2018-06-30,S2,2900.7000309405926,1770.51307240099,3791.7052779496676,1252.4922648514848
TzM,2018-06-30,S2,4395.148840607617,3244.0967047655713,4805.206238176689,2698.914515343399
Oran,2018-07-03,S2,2673.416847153464,1583.7261757425736,3541.8183787128696,1057.7306621287125
TzM,2018-07-03,S2,,,,
Oran,2018-07-03,S2,2664.9558194100646,1645.635751856435,3519.4060695131993,1124.2563814975247
TzM,2018-07-03,S2,3487.7414277461203,2250.835770681588,4034.655886450911,1401.707733436037
Oran,2018-07-05,S2,3055.666357260725,1878.8996622318477,3990.0688428217813,1231.9531121080859
TzM,2018-07-05,S2,,,,
Oran,2018-07-05,S2,2984.4972540222775,1855.7035633250825,3937.223868089933,1235.9621622318473
TzM,2018-07-05,S2,3930.148880254647,2534.9121818325984,4508.006841944289,1557.3853804415537
Oran,2018-07-08,S2,2759.560024752476,1718.086350041253,3684.12322091584,1101.667646452145
TzM,2018-07-08,S2,,,,
Oran,2018-07-08,S2,2738.451861592409,1739.5427495874578,3648.3800923061062,1149.210344471947
TzM,2018-07-08,S2,3341.614812129726,2185.2479468503266,3908.567711460255,1350.8941990733917
Oran,2018-07-10,S2,3492.835640985971,2386.3833281765683,4603.942334467819,1596.2385648721108
TzM,2018-07-10,S2,,,,
Oran,2018-07-10,S2,3467.65271761551,2377.024133663366,4573.865679146039,1601.0912360767325
TzM,2018-07-10,S2,3811.5399245573694,2513.0597650630375,4477.484328096149,1563.3862243568683
Oran,2018-07-13,S2,2986.570415635314,2073.3203640676556,4090.265083539602,1415.8890264026402
TzM,2018-07-13,S2,,,,
Oran,2018-07-13,S2,2932.576655321782,2066.309934509075,4022.8512402021443,1424.7329568894384
TzM,2018-07-13,S2,3373.48521165849,2272.3246411943946,4023.2968542915046,1488.4274516023056
Oran,2018-07-15,S2,3081.873968646865,2146.5804842202965,4163.952970297029,1493.323367883663
TzM,2018-07-15,S2,,,,
Oran,2018-07-15,S2,3083.0714212046187,2148.081360870462,4165.231358292078,1492.6037283415835
TzM,2018-07-15,S2,3754.360238561831,2446.843184675858,4347.625233634272,1580.2512828645542
Oran,2018-07-18,S2,3010.1947581476875,2059.9748349834977,4128.519544141914,1360.5886963696369
TzM,2018-07-18,S2,,,,
Oran,2018-07-18,S2,2977.450507941419,2059.222037438119,4083.653684509074,1360.6174324463689
TzM,2018-07-18,S2,3433.072117944244,2258.1766218466446,4140.746598851369,1370.485625120357
Oran,2018-07-20,S2,3374.4252526815153,2292.2971328382837,4469.64512427805,1516.2027769183162
TzM,2018-07-20,S2,,,,
Oran,2018-07-20,S2,3263.9672416460394,2279.707301980198,4315.131381497524,1565.875657487622
TzM,2018-07-20,S2,3799.028211692475,2497.340415047745,4445.708260175126,1602.4343898322365
Oran,2018-07-23,S2,2994.2167388613852,2028.7218827351483,4205.152227722774,1314.035194925742
TzM,2018-07-23,S2,,,,
Oran,2018-07-23,S2,2995.2481306724417,2037.705909653464,4187.823754641088,1301.6966790429037
TzM,2018-07-23,S2,3487.129917647459,2302.3715266371364,4192.043747663657,1385.6925542881095
Oran,2018-07-28,S2,3004.7313711839915,2055.5777769183164,4185.297326216995,1342.5087922854784
TzM,2018-07-28,S2,,,,
Oran,2018-07-28,S2,3006.3515624999977,2054.8601356229374,4186.860277433994,1318.3059122318482
TzM,2018-07-28,S2,3462.638254851094,2258.178411626773,4124.732473181615,1329.2101745602006
Oran,2018-07-30,S2,3250.6776892532985,2263.6650422854777,4482.750812190591,1487.9877784653463
TzM,2018-07-30,S2,,,,
Oran,2018-07-30,S2,3243.7257760932334,2274.6162592821775,4451.289952042076,1493.1440671410885
TzM,2018-07-30,S2,3897.1808357593522,2571.987998278186,4546.6914724906255,1554.0032170731429
Oran,2018-08-02,S2,2986.658183787127,2106.9511009694716,4217.986321679042,1398.945054661715
TzM,2018-08-02,S2,,,,
Oran,2018-08-02,S2,2981.064704517324,2128.393964005775,4172.232093131186,1425.6067579414187
TzM,2018-08-02,S2,3246.0576637705453,2146.874035727636,3989.326782133914,1322.5307887493052
Oran,2018-08-04,S2,3265.7480919966993,2247.430267636137,4556.665287231848,1473.7559044966993
TzM,2018-08-04,S2,,,,
Oran,2018-08-04,S2,3251.8290918935636,2273.6856306724417,4482.895162953796,1517.3450005156765
TzM,2018-08-04,S2,3635.6054271117678,2338.5022428890225,4348.68558207501,1446.992229182478
Oran,2018-08-07,S2,3067.661497009074,2165.9283983085793,4241.526325288776,1491.3381033415837
TzM,2018-08-07,S2,,,,
Oran,2018-08-07,S2,3067.923460705445,2164.4122576320124,4244.556311881186,1487.7333565387778
TzM,2018-08-07,S2,3516.8727217118453,2329.1161261455154,4179.539261885612,1555.071166415569
Oran,2018-08-09,S2,3008.6118631394365,2030.0374123349827,4278.655876134487,1325.0121055074248
TzM,2018-08-09,S2,,,,
Oran,2018-08-09,S2,2998.013497834157,2061.1928243605603,4218.720245462044,1372.5979656559402
TzM,2018-08-09,S2,3369.608185412156,2155.6466430294854,4077.310475877616,1299.0356256867424
Oran,2018-08-12,S2,10521.56964212046,10516.661870874588,3194.619727207093,11109.996854372934
TzM,2018-08-12,S2,,,,
Oran,2018-08-12,S2,10322.984864892735,10239.483008457093,3164.298306002473,10848.850041254122
TzM,2018-08-12,S2,2968.5419918666944,1970.3703712094607,3792.0276849533843,1219.6157013559275
Oran,2018-08-14,S2,2945.4518358085797,2005.5900113448845,4184.960628094057,1314.805422339109
TzM,2018-08-14,S2,,,,
Oran,2018-08-14,S2,2945.456438221946,2020.8260751856428,4159.777292182342,1323.8709648308577
TzM,2018-08-14,S2,3420.8141517235117,2202.3602612172767,4214.581310390917,1306.5748252698827
Oran,2018-08-17,S2,2350.5730584777216,1579.6992574257426,3673.265689459569,1075.8929326526397
TzM,2018-08-17,S2,,,,
Oran,2018-08-17,S2,2369.504847359734,1640.0490666254118,3617.794129022275,1136.4252397896034
TzM,2018-08-17,S2,2907.8684398328005,1901.5319101938164,3634.470400661536,1163.4815528041772
Oran,2018-08-19,S2,5998.754241439767,5929.411935334159,6268.964650371288,5852.9344188325085
TzM,2018-08-19,S2,3319.3924772595983,2172.528013457333,4194.533954847695,1372.4768064885188
Oran,2018-08-22,S2,2157.5668574669953,1489.5377990924092,3504.546475350658,1028.5018306518148
TzM,2018-08-22,S2,,,,
Oran,2018-08-22,S2,2172.485187190594,1522.3716223184815,3479.131407281352,1084.7699180074255
TzM,2018-08-22,S2,3028.7375989759744,1982.370037041652,3786.0929496256167,1210.0412385731597
Oran,2018-08-24,S2,2248.1297184405926,1486.1785916872923,3620.3354733910887,1018.0792594884484
TzM,2018-08-24,S2,,,,
Oran,2018-08-24,S2,2261.98354991749,1519.3021993605603,3592.3275448638587,1041.0079543110555
TzM,2018-08-24,S2,3291.06046738182,2048.189071013491,4007.194593278129,1214.947716897563
Oran,2018-08-27,S2,2139.84039810231,1430.8254305899338,3450.713322504123,1020.2880569306927
TzM,2018-08-27,S2,,,,
Oran,2018-08-27,S2,2148.7177444306917,1456.3173731435643,3430.45620616749,1024.4839624587455
TzM,2018-08-27,S2,3090.7951777886014,1964.9846792555413,3807.5160910295754,1201.0782688974725
Oran,2018-08-29,S2,2252.621106641913,1531.0487958952142,3625.8226330445527,1086.0601149958738
TzM,2018-08-29,S2,,,,
Oran,2018-08-29,S2,2258.376675948845,1551.3143822194718,3604.7500128919132,1121.8297751650157
TzM,2018-08-29,S2,3264.555199990936,2059.9803633933316,3996.0575448294608,1269.4409599111907
Oran,2018-09-01,S2,2149.850698741747,1496.255143873762,3479.3443301361367,1088.925007735148
TzM,2018-09-01,S2,,,,
Oran,2018-09-01,S2,2156.8208023927373,1517.7708849009896,3458.19091635726,1100.2718646864682
TzM,2018-09-01,S2,2986.1437431325676,1963.2089341746048,3717.0577260730165,1236.5611243897183
Oran,2018-09-06,S2,2255.5694100660053,1508.2336014851478,3605.045701835807,1084.4892223597353
TzM,2018-09-06,S2,,,,
Oran,2018-09-06,S2,2259.4717667079194,1498.0952325701314,3617.6489531765656,1060.8785066006592
TzM,2018-09-06,S2,3530.2531519387367,2231.4789587557634,4347.004638702293,1365.8726027707603
Oran,2018-09-11,S2,4784.503442141089,5057.497434509075,2340.78282281353,5321.0837587665
TzM,2018-09-11,S2,3575.2340703904665,2648.295245754935,3706.824522253309,2168.534583536288
Oran,2018-09-13,S2,2071.0643951113857,1375.994624071782,3391.922468028051,1014.3009359529696
TzM,2018-09-13,S2,,,,
Oran,2018-09-13,S2,2073.347462871286,1369.7926851278871,3401.78719317244,998.0336607879535
TzM,2018-09-13,S2,3286.311829540433,2023.0245754936047,3861.3530341304263,1269.1435958721784
Oran,2018-09-16,S2,1862.6901170585797,1191.6448277640266,3167.7800897277207,883.3107209158412
TzM,2018-09-16,S2,,,,
Oran,2018-09-16,S2,1864.5241078795375,1209.2396993605607,3144.8839727722757,896.4085060849834
TzM,2018-09-16,S2,3271.453782892872,2067.051846985126,3923.0384123064364,1305.741331460483
Oran,2018-09-18,S2,2035.2877217409236,1355.9045998349827,3443.3302779496694,1010.2780528052798
TzM,2018-09-18,S2,,,,
Oran,2018-09-18,S2,2037.8418419966997,1358.5297158622104,3443.350556930692,1037.8177985767325
TzM,2018-09-18,S2,2849.9536582879273,1788.0377383069576,2990.49999433614,1319.0957079260074
Oran,2018-09-21,S2,1953.3966970915835,1292.1332508250828,3255.257657797029,984.5692553630364
TzM,2018-09-21,S2,,,,
Oran,2018-09-21,S2,1956.1070028877882,1288.9315439356433,3258.954556002473,996.5504202764017
TzM,2018-09-21,S2,3123.5067853056776,1882.3311036599864,3672.5771644445435,1259.2791433976367
Oran,2018-09-23,S2,2066.1067837252463,1320.7349938118807,3419.975286200493,1012.513368915016
TzM,2018-09-23,S2,,,,
Oran,2018-09-23,S2,2112.901505775577,1356.8241929661713,3440.2611643976884,1050.2722643358086
TzM,2018-09-23,S2,3484.6514176644473,2037.8452576490438,4031.1899998867207,1364.7311704935478
Oran,2018-09-26,S2,4720.556260313531,4475.866452660891,4757.601433580857,4547.280257322605
TzM,2018-09-26,S2,2698.134562013615,1581.6317357468924,2916.732886643481,1135.9290204918498
Oran,2018-09-28,S2,2182.6121854372936,1309.3446395420785,3369.656301567657,1005.0408673679865
TzM,2018-09-28,S2,,,,
Oran,2018-09-28,S2,2179.7792904290427,1330.0363680899336,3340.5272663985143,1014.9167698019796
TzM,2018-09-28,S2,3524.4468446629435,1930.736024422567,3738.5622571619488,1308.082239264151
Oran,2018-10-01,S2,2367.2470477516486,1552.278181724422,3406.300961736797,1252.0057626856433
TzM,2018-10-01,S2,,,,
Oran,2018-10-01,S2,2355.213116233498,1561.3263588077552,3350.3931002475233,1291.78331270627
TzM,2018-10-01,S2,2860.455419748751,1566.3529548363704,2934.630823865244,1080.1073018498168
Oran,2018-10-03,S2,2207.2959081064337,1340.4951268564346,3423.579272380361,1001.7499097566002
TzM,2018-10-03,S2,,,,
Oran,2018-10-03,S2,2199.361760004123,1354.6909292491746,3390.260816316005,1030.5829852516501
TzM,2018-10-03,S2,3622.1344204170864,1960.6798389197884,3799.5898345019746,1308.1122464006155
Oran,2018-10-06,S2,2082.1806157178216,1314.7114016089101,3293.639155321781,1024.3710550742567
TzM,2018-10-06,S2,,,,
Oran,2018-10-06,S2,2084.3368786097344,1311.4683761344886,3299.154780321781,997.7038985148513
TzM,2018-10-06,S2,3233.9015734206323,1775.4604266020226,3438.999031479739,1185.6115327541092
Oran,2018-10-08,S2,2176.447633044554,1350.5030553836623,3354.714096018976,1025.8776557343228
TzM,2018-10-08,S2,,,,
Oran,2018-10-08,S2,2183.2793033209564,1344.3956399546203,3373.229179558579,1008.5904625618807
TzM,2018-10-08,S2,3434.205235673263,1872.607046976063,3696.4385131231634,1218.475894606871
Oran,2018-10-13,S2,2065.6195209364687,1231.9171307755776,3330.7618863448834,931.2414655528052
TzM,2018-10-13,S2,,,,
Oran,2018-10-13,S2,2061.922480919964,1253.2832095709564,3302.5326294348174,971.8813814975243
TzM,2018-10-13,S2,3357.2139920026257,1772.4016074037984,3589.352739609648,1194.6833052028226
Oran,2018-10-16,S2,2059.835357363861,1258.3919399752467,3271.6321679042912,986.4857802186457
TzM,2018-10-16,S2,3038.02994483399,1592.3953828203755,3226.495587852149,1038.8338393049305
Oran,2018-10-23,S2,1971.9718311674906,1206.3195647689763,3077.569294038778,931.8482363861384
TzM,2018-10-23,S2,3366.256216087631,1735.6675879880827,3532.5283646167272,1230.098267991255
Oran,2018-11-07,S2,1021.4952557755773,708.2152433993396,1549.4912463902638,568.2221405734324
TzM,2018-11-07,S2,,,,
Oran,2018-12-05,S2,2211.3372009075892,1123.2376495462038,2970.657642326731,997.9331812087455
TzM,2018-12-05,S2,,,,
Oran,2018-12-05,S2,2219.68181466584,1122.5096560437287,2977.3274030528046,991.8722926980197
TzM,2018-12-05,S2,2784.408896793121,1366.9311217843424,2698.7575810781723,955.2861326023175
Oran,2018-12-07,S2,2238.445286716171,998.7894879331677,2838.2401763613843,853.1655192863029
TzM,2018-12-07,S2,,,,
Oran,2018-12-07,S2,2195.877036922442,993.3944281146858,2786.804378094059,863.3788546823428
TzM,2018-12-07,S2,4139.321293852443,3287.3343547162954,3961.5170595498307,3138.2907599768905
Oran,2018-12-10,S2,2270.780682755775,1010.2112469059404,2841.9794373968643,857.8607157590753
TzM,2018-12-10,S2,2895.673240521527,1398.5747969505762,3021.025073913386,875.7910318422274
Oran,2018-12-12,S2,2422.604450288777,1181.1342177186466,2956.8712871287116,1104.2745333127057
TzM,2018-12-12,S2,,,,
Oran,2018-12-17,S2,2300.273089418316,905.7559818481848,2586.816432033828,804.0355558993399
TzM,2018-12-17,S2,,,,
Oran,2018-12-17,S2,2252.1316264438924,900.1558890264021,2536.925214005775,814.535723494224
TzM,2018-12-17,S2,2521.5717837764355,1370.944681067978,2394.2371062200523,1071.2446164999596
Oran,2018-12-20,S2,4248.153027021451,3907.0256678011533,3827.1479991749156,3921.7558787128696
TzM,2018-12-20,S2,,,,
Oran,2018-12-22,S2,5899.354579207917,5872.1458977929005,4543.223997009076,6156.266024649339
TzM,2018-12-22,S2,,,,
Oran,2018-12-27,S2,2626.6550897277225,938.83855455858,2733.3650861179863,891.7943352929041
TzM,2018-12-27,S2,,,,
Oran,2018-12-27,S2,2619.6192630981836,949.6484632838283,2735.4499149133635,903.2824360561053
TzM,2018-12-27,S2,2811.3174254352666,1534.916050249776,3143.772363755818,1041.9045979224952
Oran,2018-12-30,S2,2480.5838361179863,847.8269002681513,2448.1914836014826,826.5625902433991
TzM,2018-12-30,S2,,,,
Oran,2018-12-30,S2,2437.5519930899327,840.6182704207918,2404.4490124793733,829.9409937087454
TzM,2018-12-30,S2,2642.1988694933116,1442.7166200342085,2943.9629923311318,941.5553812344945
Oran,2019-01-01,S2,2678.0008379744227,888.7913830445542,2719.356822400988,866.3650345503295
TzM,2019-01-01,S2,,,,
Oran,2019-01-01,S2,2677.2050587871267,899.2988861386142,2727.5765392945527,875.41812345297
TzM,2019-01-01,S2,2939.1827048335394,1592.827405158644,3227.9129691092994,1023.1683242900358
Oran,2019-01-04,S2,2560.210305796204,829.8672132838278,2422.880994740099,813.7823329207918
TzM,2019-01-04,S2,,,,
Oran,2019-01-04,S2,2646.834712768152,863.6388330239271,2483.9160091790422,838.3554042904289
TzM,2019-01-04,S2,2718.877179170582,1481.1315205201684,2910.7728621756014,944.4813772244813
Oran,2019-01-06,S2,2751.6098133250816,930.5682369018147,2829.78408622112,905.2236876031349
TzM,2019-01-06,S2,,,,
Oran,2019-01-06,S2,2750.1787850660057,940.3746905940591,2837.485509488447,914.1363319925739
TzM,2019-01-06,S2,2895.5218681679657,1622.3991776073576,3273.2645929382957,1026.2888002809268
Oran,2019-01-09,S2,2638.9989815387785,925.8920302186464,2844.9503532384483,865.8051129331681
TzM,2019-01-09,S2,,,,
Oran,2019-01-09,S2,2645.2754357466983,940.9942244224418,2855.1230919966983,886.7218827351481
TzM,2019-01-09,S2,2695.0112710837216,1541.8983790029336,3145.5915336603257,960.5685497117096
Oran,2019-01-11,S2,2833.7344652433976,962.139722566006,2842.9676284034654,905.6731899752476
TzM,2019-01-11,S2,,,,
Oran,2019-01-11,S2,2830.73397535066,977.6683297235968,2846.8088902640256,921.7731409859729
TzM,2019-01-11,S2,2972.4171886858708,1688.6453856523065,3345.0491849703762,1063.4654164637109
Oran,2019-01-14,S2,2586.4618012582496,950.9937989892733,2828.344755569306,896.4403362211215
TzM,2019-01-14,S2,,,,
Oran,2019-01-14,S2,2590.072723287952,952.6270111386134,2840.352606745048,893.511602722772
TzM,2019-01-14,S2,2687.5990439402335,1543.8210729618588,3080.089421040111,972.7424698965774
Oran,2019-01-16,S2,2744.2132838283824,1021.5001933787127,2821.8528001237623,980.4735715759077
TzM,2019-01-16,S2,,,,
Oran,2019-01-16,S2,2730.121428939767,1040.3482363861383,2821.562951216996,1001.7453331270626
TzM,2019-01-16,S2,2821.378164682426,1710.324828101813,3381.33005018181,1120.7560291802117
Oran,2019-01-19,S2,2822.612198329207,1094.5339830858084,2949.0114866955437,1009.8230584777219
TzM,2019-01-19,S2,,,,
Oran,2019-01-19,S2,2852.838412747523,1075.2470864273926,2967.0797622731016,981.2505930280527
TzM,2019-01-19,S2,1606.5687592745733,1033.9032555873987,1823.8328028183378,658.2171581010206
Oran,2019-01-21,S2,2649.5154187293724,901.8346354166662,2545.74495926155,852.572684612211
TzM,2019-01-21,S2,,,,
Oran,2019-01-21,S2,2649.4714444100655,907.4672545379534,2552.5703124999986,856.7581605816827
TzM,2019-01-21,S2,2348.260548941423,1421.7287576886908,3003.7484509339693,826.7692712876215
Oran,2019-01-26,S2,2962.591519698844,1025.2802057549497,2869.6004409034645,947.4723339521449
TzM,2019-01-26,S2,,,,
Oran,2019-01-26,S2,2900.5259900990086,1029.0677727929037,2815.714972669142,965.3247086427388
TzM,2019-01-26,S2,2517.796661720227,1622.92276758912,3325.411938286567,940.799136827558
Oran,2019-02-03,S2,4440.041782693892,2706.6098262169958,4760.106293832505,2504.953318378711
TzM,2019-02-03,S2,,,,
Oran,2019-02-03,S2,4347.104308477723,2641.917672235973,4678.6157693894365,2441.1256832714516
TzM,2019-02-03,S2,2696.0609034991326,1812.4920592666433,3649.868898605556,1071.4896917726746
Oran,2019-02-05,S2,3036.10393461221,931.0606048886135,2886.687964108911,880.2392481435637
TzM,2019-02-05,S2,,,,
Oran,2019-02-05,S2,2998.491465552804,974.8686700701318,2870.2829775165,926.6652356641907
TzM,2019-02-05,S2,2378.8716625698057,1674.4036973685695,3407.054950781047,952.1076756646537
Oran,2019-02-08,S2,3088.527910994222,914.9423731435638,2809.507361283003,859.98668265264
TzM,2019-02-08,S2,,,,
Oran,2019-02-08,S2,3077.970516192243,931.025693584983,2810.031507838283,872.8496416047855
TzM,2019-02-08,S2,2261.7255179601034,1569.553619773672,3207.250614528936,884.7417675777928
Oran,2019-02-13,S2,3238.365215037127,864.4803785066,2692.3197710396016,869.4522225660064
TzM,2019-02-13,S2,,,,
Oran,2019-02-13,S2,3123.241104579208,859.4180847772274,2625.50357106023,882.3800665222768
TzM,2019-02-13,S2,2279.426658661743,1606.1172022791375,3166.346492370778,928.3036622526299
Oran,2019-02-18,S2,3322.764168213695,1077.9981564562697,2880.9157255569294,1041.523385932343
TzM,2019-02-18,S2,2434.0999841411885,1722.6574326850096,3344.718636368783,1003.2447864157953
Oran,2019-02-20,S2,,,,
TzM,2019-02-20,S2,2555.026512534124,1790.4809127878652,3503.55453165532,1058.2723694196807
Oran,2019-02-20,S2,3395.3808787128696,806.5642146245874,2718.7889077970285,849.8359632838282
TzM,2019-02-20,S2,,,,
Oran,2019-02-20,S2,3436.9416898721106,897.2845632219471,2765.2161716171604,946.8997266914186
TzM,2019-02-20,S2,,,,
Oran,2019-02-23,S2,3313.8450907590754,798.4004873143559,2631.1786432549493,844.2205161922442
TzM,2019-02-23,S2,,,,
Oran,2019-02-23,S2,3262.965527021451,851.4722179249172,2618.871209777227,892.3788288985148
TzM,2019-02-23,S2,2381.270364412828,1670.0331052685228,3248.341106038808,967.1718528755416
Oran,2019-02-25,S2,3530.5124149133662,864.3484168729369,2763.0426335602297,914.040777124587
TzM,2019-02-25,S2,,,,
Oran,2019-02-25,S2,3483.562757838281,907.6688711839931,2750.2033570544554,954.3804532797024
TzM,2019-02-25,S2,2599.0730808006433,1836.7080166290962,3567.769492178207,1068.3725348044268
Oran,2019-02-28,S2,3281.6455110354773,846.8772560849834,2654.0160891089113,864.0618940800327
TzM,2019-02-28,S2,,,,
Oran,2019-02-28,S2,3253.429867986798,870.8723571575904,2651.750438325082,884.0600505363034
TzM,2019-02-28,S2,2382.2095458716117,1709.6560676944682,3345.4032216042306,996.7914226486471
Oran,2019-03-07,S2,2067.203846947194,511.5851253094056,1414.1800226897678,598.5361489273924
TzM,2019-03-07,S2,,,,
Oran,2019-03-10,S2,3236.967331889439,822.1817630981845,2614.8354218234313,824.3761989480194
TzM,2019-03-10,S2,,,,
Oran,2019-03-10,S2,3200.7574386344895,855.4662876443889,2605.2593853135304,854.9975892120458
TzM,2019-03-10,S2,2371.7630920150873,1692.6554956444909,3301.4853759104626,959.8607143261705
Oran,2019-03-12,S2,3478.5628094059384,852.7636525371282,2691.990408415842,882.0541718234318
TzM,2019-03-12,S2,,,,
Oran,2019-03-12,S2,3319.5759462665,896.4973184818481,2630.9015444513198,938.1420302186465
TzM,2019-03-12,S2,2713.2694468673176,1932.643097452393,3720.413852671641,1145.9977967580053
Oran,2019-03-15,S2,3317.329594678216,853.5711762582506,2612.3017739273923,844.519544141914
TzM,2019-03-15,S2,,,,
Oran,2019-03-15,S2,3285.2931492367966,886.3766114892737,2605.529986592409,872.9018667491748
TzM,2019-03-15,S2,2576.1226339219984,1822.9687184947713,3455.083343717078,1043.6436638385117
Oran,2019-03-17,S2,3381.3594136757415,964.155618296204,2712.1882992986793,945.679880878713
TzM,2019-03-17,S2,,,,
Oran,2019-03-17,S2,3337.9505852929033,1004.5305538366332,2700.146065387787,991.751856435643
TzM,2019-03-17,S2,2730.5695861983027,1918.7029644649358,3571.725812480883,1129.6872699056398
Oran,2019-03-20,S2,939.5100943688115,280.4118193069306,532.1843672648512,347.81586478960367
TzM,2019-03-20,S2,2717.640565706454,1905.4234019415712,3588.9273836359716,1139.654164637116
Oran,2019-03-22,S2,2999.2696859529697,1587.8392507219469,2628.7137221534645,1555.3543729372934
TzM,2019-03-22,S2,,,,
Oran,2019-03-22,S2,2929.3921849216163,1572.7320931311879,2602.533995977722,1540.0460241336627
TzM,2019-03-22,S2,2879.105455431075,1990.4639778429741,3749.082324222066,1198.5772154192957
Oran,2019-03-25,S2,3118.7381781146846,997.7695183580856,2682.4043291047838,884.7607518564355
TzM,2019-03-25,S2,,,,
Oran,2019-03-25,S2,3137.986734220295,1084.2952506188115,2712.554635932343,976.2608549917487
TzM,2019-03-25,S2,2661.6491181368137,1823.068861224074,3406.079696190485,1073.5142389469747
Oran,2019-03-27,S2,3302.5156765676543,1116.0754950495043,2784.143190490923,995.3205703382835
TzM,2019-03-27,S2,,,,
Oran,2019-03-27,S2,3310.702776918315,1150.5418213696364,2803.6398128094033,1029.9053088902633
TzM,2019-03-27,S2,2995.7718653360353,2041.3131548839485,3814.9667757903917,1210.9232660089033
Oran,2019-03-30,S2,2027.7790325907572,777.3237675330031,1732.2547313325072,686.0787051361383
TzM,2019-03-30,S2,,,,
Oran,2019-03-30,S2,1984.9447194719469,812.3986308787125,1700.155837458745,730.7028027021448
TzM,2019-03-30,S2,2644.563922337134,1810.5592326600888,3365.718387158891,1114.5768076212908
Oran,2019-04-04,S2,2888.5047184405935,930.7232363861382,2490.376508353959,850.600853444719
TzM,2019-04-04,S2,,,,
Oran,2019-04-04,S2,2864.5666898721106,957.8444203795378,2478.3788546823434,878.3986566625409
TzM,2019-04-04,S2,2777.733130189512,1835.267810011442,3433.2233033903867,1100.0288347172036
Oran,2019-04-11,S2,2845.613242574257,896.1754202764023,2373.668896967821,874.7810050536301
TzM,2019-04-11,S2,,,,
Oran,2019-04-11,S2,2832.943456064354,908.9004099628703,2366.7966945132002,887.3320183580855
TzM,2019-04-11,S2,3258.0878125035388,2097.766048550618,3999.2866027027935,1259.9514946929626
Oran,2019-04-14,S2,2967.3104888613834,1413.6205007219464,2719.372318481848,1335.8065568275576
TzM,2019-04-14,S2,,,,
Oran,2019-04-16,S2,3018.9259101691405,1068.9038134282182,2720.8697658828373,990.4212690800323
TzM,2019-04-16,S2,,,,
Oran,2019-04-16,S2,2993.5714985561044,1052.9233188943892,2697.971070544553,968.7253377681513
TzM,2019-04-16,S2,3310.627249968847,2106.8580693030053,4027.6742373610923,1258.4993033450755
Oran,2019-04-26,S2,2509.5268667491737,914.6970915841578,2375.4966996699654,846.8887427805277
TzM,2019-04-26,S2,,,,
Oran,2019-04-26,S2,2507.3949308993388,918.2423422029696,2370.6606332508245,851.7806827557755
TzM,2019-04-26,S2,3116.3902230428503,1853.466860748309,3280.51644785283,1195.7380407571445
Oran,2019-04-29,S2,2461.755337252475,1002.2669657590759,2563.1855146452144,889.1015109323423
TzM,2019-04-29,S2,3442.681724985557,2114.2856115270897,3822.51654413847,1427.2410595951465
Oran,2019-05-01,S2,2746.9959132632007,1165.9185617780522,2763.842654187292,1080.7135674504952
TzM,2019-05-01,S2,3447.2346990790547,2025.8195946940937,3903.251498091277,1356.288817272511
Oran,2019-05-04,S2,2315.795276402639,927.3363242574253,2405.7448819100655,789.0223159034647
TzM,2019-05-04,S2,,,,
Oran,2019-05-04,S2,2375.171114377062,950.2597720709566,2414.5018306518155,818.8287695957094
TzM,2019-05-04,S2,3360.454887345799,1902.39264151157,3517.732699736064,1226.9607607698306
Oran,2019-05-06,S2,2671.6360741542894,1287.261409344058,2693.3660401196353,1146.525036097359
TzM,2019-05-06,S2,3748.12910771531,2165.742130064906,4009.979417528516,1424.2963558717242
Oran,2019-05-11,S2,2457.9206502681504,1200.6865073226068,2914.0836169554445,996.3974706064354
TzM,2019-05-11,S2,,,,
Oran,2019-05-11,S2,2454.855816831681,1202.066921926567,2923.354888613859,987.0913005363034
