date,sif
2018-06-01,0.5576954558491707
2018-06-02,0.4267812543548643
2018-06-04,0.7360529373673832
2018-06-05,0.6672125086188316
2018-06-06,0.6255999949985537
2018-06-07,0.612193750217557
2018-06-15,0.6905885709183557
2018-06-16,0.5247590934688394
2018-06-19,0.786416674653689
2018-06-24,0.8302200138568878
2018-06-25,0.5895000100135803
2018-06-30,0.8095421053861317
2018-07-06,0.7486857048102787
2018-07-08,0.7450043507244276
2018-07-11,0.6717370340117702
2018-07-12,0.5351249985396862
2018-07-18,0.7181344864697292
2018-07-19,0.6690499869485697
2018-07-20,0.6886421096952338
2018-07-23,0.6578604630952658
2018-07-24,0.6624666638672352
2018-07-25,0.7350857172693525
2018-07-26,0.972172723575072
2018-07-27,0.9393200022833688
2018-07-28,0.9610022279951308
2018-07-29,0.802787177837812
2018-07-30,0.2119999974966049
2018-07-31,0.7219925931206456
2018-08-01,0.9262448240970744
2018-08-02,0.8390435935595096
2018-08-03,0.7683000003590303
2018-08-05,0.6563892832824162
2018-08-06,0.8578434806802998
2018-08-07,0.7834750011563301
2018-08-08,0.6116946033529334
2018-08-10,0.4166999856630961
2018-08-18,0.6568519997596741
2018-08-20,0.4576625078916549
2018-08-23,0.7043108118546976
2018-08-26,0.4192999899387359
2018-08-27,0.6731874980032444
2018-08-28,0.7954999804496765
2018-08-29,0.4991999949727739
2018-09-01,0.4389499966055155
2018-09-02,0.7707199990749359
2018-09-04,0.5781000256538391
2018-09-05,0.3422600075602531
2018-09-06,0.4653000065258571
2018-09-11,0.4856562539935112
2018-09-12,0.5316444436709086
2018-09-13,0.5121333375573158
2018-09-14,0.3766699984669685
2018-09-15,0.4797333329916
2018-09-17,0.4224571396729776
2018-09-18,0.4706916656966011
2018-09-19,0.4525928568272364
2018-09-20,0.4205709642940952
2018-09-21,0.3257833315680424
2018-09-23,0.3350571404610361
2018-09-26,0.3039764700567021
2018-09-29,0.3913851877053578
2019-06-01,0.9426999926567078
2019-06-02,0.9063176411916228
2019-06-03,0.8548536547800389
2019-06-06,0.7944333255290985
2019-06-08,0.5393615399415677
