date,site,sm_surface_mean,sm_rootzone_mean,n_obs_surface,n_obs_rootzone
2021-08-03,Oran,0.0599952852216045,0.16680729899738653,8,8
2021-08-03,TzM,0.12325895411011414,0.23458881244847646,8,8
2021-08-04,Oran,0.060798443750035534,0.16648796473125937,8,8
2021-08-04,TzM,0.12172620578540337,0.23396547001443407,8,8
2021-08-05,Oran,0.05837457302011177,0.16588222076658338,8,8
2021-08-05,TzM,0.12008260315786552,0.2332426725249541,8,8
2021-08-06,Oran,0.06046223354938084,0.1653402142104555,8,8
2021-08-06,TzM,0.12285632037520895,0.2327011819732816,8,8
2021-08-07,Oran,0.05310782284063635,0.16460982129344193,8,8
2021-08-07,TzM,0.1191044983784913,0.2318485182170805,8,8
2021-08-08,Oran,0.051900392972299265,0.1643366447543023,8,8
2021-08-08,TzM,0.1252722947024985,0.23186689291737578,8,8
2021-08-09,Oran,0.05443603226945533,0.16429309699623307,8,8
2021-08-09,TzM,0.1283470629622522,0.2319044366871056,8,8
2021-08-10,Oran,0.061710886064855724,0.16464233378284288,8,8
2021-08-10,TzM,0.1320667136307364,0.2319924232402914,8,8
2021-08-11,Oran,0.07433363124728197,0.16537494005971265,8,8
2021-08-11,TzM,0.1433849837937343,0.23254563835890665,8,8
2021-08-12,Oran,0.07328798233638287,0.16506879320520845,8,8
2021-08-12,TzM,0.1315397443203868,0.23140534787977995,8,8
2021-08-13,Oran,0.08847145711789361,0.16523786220760617,8,8
2021-08-13,TzM,0.11762323665990196,0.22967306142182725,8,8
2021-08-14,Oran,0.08168599510290579,0.16444565134703135,8,8
2021-08-14,TzM,0.1257342770695686,0.2292588598241931,8,8
2021-08-15,Oran,0.0714125168540316,0.16357542545091908,8,8
2021-08-15,TzM,0.11294073888137443,0.22777147120551056,8,8
2021-08-16,Oran,0.08064408143829611,0.1636044576275544,8,8
2021-08-16,TzM,0.1168329506732621,0.22725193633844976,8,8
2021-08-17,Oran,0.06376994509158314,0.1625105518359141,8,8
2021-08-17,TzM,0.11706245467250576,0.22686299162083548,8,8
2021-08-18,Oran,0.06234372334066224,0.1624467034320362,8,8
2021-08-18,TzM,0.12676708625727576,0.2272083516183652,8,8
2021-08-19,Oran,0.06892086582899579,0.1626361106079621,8,8
2021-08-19,TzM,0.18044353639216795,0.23029298129442485,8,8
2021-08-20,Oran,0.059957964266421325,0.162097239366076,8,8
2021-08-20,TzM,0.1651406154667615,0.22968306049312412,8,8
2021-08-21,Oran,0.05660354879333586,0.16160112866124166,8,8
2021-08-21,TzM,0.14994178246400364,0.22863521348488952,8,8
2021-08-22,Oran,0.05831294922371862,0.16160213624844783,8,8
2021-08-22,TzM,0.1438872882649057,0.22811707854270932,8,8
2021-08-23,Oran,0.06131894913059272,0.16191302643569766,8,8
2021-08-23,TzM,0.13034658519379594,0.22722415929954298,8,8
2021-08-24,Oran,0.11397090108423932,0.16549771078175204,8,8
2021-08-24,TzM,0.16107931227950179,0.2288218290594063,8,8
2021-08-25,Oran,0.22057082169368614,0.1985981038359345,8,8
2021-08-25,TzM,0.2549080619907105,0.24949602854413613,8,8
2021-08-26,Oran,0.19398971449156274,0.20438549428811814,8,8
2021-08-26,TzM,0.20370133848566754,0.24719794091498964,8,8
2021-08-27,Oran,0.15890207519052454,0.19924574786278063,8,8
2021-08-27,TzM,0.17187197272678048,0.2422239672772488,8,8
2021-08-28,Oran,0.12980646389673967,0.19288832191072525,8,8
2021-08-28,TzM,0.1437406588566342,0.2382405707490091,8,8
2021-08-29,Oran,0.10942262609901482,0.18766518142379696,8,8
2021-08-29,TzM,0.1305616993585748,0.23550469389087272,8,8
2021-08-30,Oran,0.10439848056154657,0.1845711176634812,8,8
2021-08-30,TzM,0.13485548747887244,0.23416160341156153,8,8
2021-08-31,Oran,0.09684927872092017,0.18201251790904605,8,8
2021-08-31,TzM,0.16264560723701785,0.2345870194074354,8,8
2021-09-01,Oran,0.12306061657908995,0.18230630037237383,8,8
2021-09-01,TzM,0.2744045655279861,0.24456816129263878,8,8
2021-09-02,Oran,0.2158253358219002,0.1989317292500226,8,8
2021-09-02,TzM,0.28768690316447687,0.2847966936073805,8,8
2021-09-03,Oran,0.18581303026466095,0.19951715897463382,8,8
2021-09-03,TzM,0.26734136750823567,0.28436456670322896,8,8
2021-09-04,Oran,0.15889230128683024,0.19541952122063908,8,8
2021-09-04,TzM,0.2346778994328097,0.2741728789405897,8,8
2021-09-05,Oran,0.13752166392800746,0.1911540454772652,8,8
2021-09-05,TzM,0.20910209613411046,0.2655146808216446,8,8
2021-09-06,Oran,0.11925440659960272,0.18750832326954503,8,8
2021-09-06,TzM,0.19128476181312606,0.2594403254885324,8,8
2021-09-07,Oran,0.11393303118157579,0.1853296891893031,8,8
2021-09-07,TzM,0.18058634853284605,0.2555300369429843,8,8
2021-09-08,Oran,0.09774834644354755,0.18286178087601893,8,8
2021-09-08,TzM,0.1673116385262753,0.252278921770324,8,8
2021-09-09,Oran,0.0867355107711475,0.1808005526906154,8,8
2021-09-09,TzM,0.16308423605330874,0.25017174215693216,8,8
2021-09-10,Oran,0.07979802211410683,0.17906048501246286,8,8
2021-09-10,TzM,0.1540866583389671,0.24806894331949905,8,8
2021-09-11,Oran,0.06772614366634454,0.1769427780428382,8,8
2021-09-11,TzM,0.14488788363891408,0.24599633984096148,8,8
2021-09-12,Oran,0.06304125784606227,0.1753535083754629,8,8
2021-09-12,TzM,0.14647331582014692,0.24456894243944827,8,8
2021-09-13,Oran,0.07936278619024838,0.1752624022301103,8,8
2021-09-13,TzM,0.1529972896525195,0.24364812666011088,8,8
2021-09-14,Oran,0.14451266542443483,0.17862345212917835,8,8
2021-09-14,TzM,0.21635109068531738,0.24679235156355914,8,8
2021-09-15,Oran,0.15705757952127297,0.17944575483437442,8,8
2021-09-15,TzM,0.22637030707770273,0.2477505712304264,8,8
2021-09-16,Oran,0.20069532170281057,0.18986404838620638,8,8
2021-09-16,TzM,0.23911371159269224,0.24931218631957702,8,8
2021-09-17,Oran,0.19134539729136912,0.19564980127405923,8,8
2021-09-17,TzM,0.23622436667669955,0.2505743593455439,8,8
2021-09-18,Oran,0.17560458437951862,0.19437592510805754,8,8
2021-09-18,TzM,0.2026634689812597,0.24772568713677554,8,8
2021-09-19,Oran,0.15807412106726987,0.19209858482001257,8,8
2021-09-19,TzM,0.1648381915139524,0.24440401729416883,8,8
2021-09-20,Oran,0.13869702813566703,0.18918258827485018,8,8
2021-09-20,TzM,0.15574769515813763,0.24311047462795515,8,8
2021-09-21,Oran,0.1757257551015889,0.1904096553376952,8,8
2021-09-21,TzM,0.19155739903094635,0.24498153812448048,8,8
2021-09-22,Oran,0.16560496114438672,0.18959809345055798,8,8
2021-09-22,TzM,0.1776462870797044,0.24434722432450046,8,8
2021-09-23,Oran,0.1453246095324637,0.18770071676031488,8,8
2021-09-23,TzM,0.16397876223843344,0.2430789619194049,8,8
2021-09-24,Oran,0.15925881228730324,0.18784888793454793,8,8
2021-09-24,TzM,0.18683881866194207,0.24412940518538417,8,8
2021-09-25,Oran,0.20762546837452,0.19254427655432066,8,8
2021-09-25,TzM,0.24225306664716062,0.2497630113748049,8,8
2021-09-26,Oran,0.1844655076133423,0.19309824769858452,8,8
2021-09-26,TzM,0.22239247180129348,0.2496922263802078,8,8
2021-09-27,Oran,0.1624952114141378,0.1911854969490258,8,8
2021-09-27,TzM,0.19774841536816795,0.24791044529257827,8,8
2021-09-28,Oran,0.14172662718252077,0.18870744998948494,8,8
2021-09-28,TzM,0.17741635922146468,0.24571702848066032,8,8
2021-09-29,Oran,0.11495828437084542,0.18615140717659817,8,8
2021-09-29,TzM,0.1587341706066294,0.24366653901769922,8,8
2021-09-30,Oran,0.10258037030819006,0.18440749754549046,8,8
2021-09-30,TzM,0.15313164481133415,0.24224125259359802,8,8
2021-10-01,Oran,0.09887863051940178,0.18322117287726675,8,8
2021-10-01,TzM,0.15019584009668932,0.24122464986469005,8,8
2021-10-02,Oran,0.08907601961285852,0.18169653730802846,8,8
2021-10-02,TzM,0.13487289416125825,0.23965182617355724,8,8
2021-10-03,Oran,0.11957850972892806,0.18272449653290332,8,8
2021-10-03,TzM,0.15686208107753802,0.24004728487374158,8,8
2021-10-04,Oran,0.1855487357519689,0.19088061794516495,8,8
2021-10-04,TzM,0.21576335771303423,0.2438230314230742,8,8
2021-10-05,Oran,0.1523331026348178,0.18927078307529938,8,8
2021-10-05,TzM,0.16898131989690127,0.24080602242611346,8,8
2021-10-06,Oran,0.1260246944690092,0.18662917041754135,8,8
2021-10-06,TzM,0.15599393186245208,0.2394220401704507,8,8
2021-10-07,Oran,0.09405624903433144,0.1837860548471818,8,8
2021-10-07,TzM,0.12886755201983946,0.2372938609118328,8,8
2021-10-08,Oran,0.07994936929069091,0.1820029762497202,8,8
2021-10-08,TzM,0.12087132182205093,0.23613450823253704,8,8
2021-10-09,Oran,0.08315986375950395,0.1813115147476802,8,8
2021-10-09,TzM,0.13324883766472337,0.23628964637847322,8,8
2021-10-10,Oran,0.06476160818558244,0.1796496873141312,8,8
2021-10-10,TzM,0.11496377751801012,0.23492964847307451,8,8
2021-10-11,Oran,0.05942207290103929,0.1787995959647366,8,8
2021-10-11,TzM,0.11588630727247182,0.2345999216562823,8,8
2021-10-12,Oran,0.0575391920436112,0.17828000381466794,8,8
2021-10-12,TzM,0.10332141651490111,0.23360998761889176,8,8
2021-10-13,Oran,0.055503507395137486,0.17756956542124513,8,8
2021-10-13,TzM,0.09614675417756903,0.23271537768213368,8,8
2021-10-14,Oran,0.0581025342823418,0.1770854006475601,8,8
2021-10-14,TzM,0.1142953821032087,0.23318362128185596,8,8
2021-10-15,Oran,0.0463040251193232,0.1760750738506923,8,8
2021-10-15,TzM,0.10482243593708657,0.2321926254386964,8,8
2021-10-16,Oran,0.0435023229065366,0.17542866825080305,8,8
2021-10-16,TzM,0.10963767007189357,0.2320726788357684,8,8
2021-10-17,Oran,0.05995037987309153,0.17587887669806596,8,8
2021-10-17,TzM,0.13917512530736667,0.23346147519585328,8,8
2021-10-18,Oran,0.0458834236518281,0.17494510177706105,8,8
2021-10-18,TzM,0.13385421233741857,0.23292654752731318,8,8
2021-10-19,Oran,0.04736109846805935,0.17461008831370073,8,8
2021-10-19,TzM,0.12924644129663262,0.2323281080707123,8,8
2021-10-20,Oran,0.04053614974922694,0.1740438822168307,8,8
2021-10-20,TzM,0.11574384564454175,0.23145941046899865,8,8
2021-10-21,Oran,0.0397671003795427,0.17363008770664207,8,8
2021-10-21,TzM,0.10562046219466105,0.23066618342540762,8,8
2021-10-22,Oran,0.044538647931863,0.1736750242712556,8,8
2021-10-22,TzM,0.12242250784306392,0.23134094584537174,8,8
2021-10-23,Oran,0.0713489312464829,0.17495699007613735,8,8
2021-10-23,TzM,0.15154548553370034,0.23283863097037136,8,8
2021-10-24,Oran,0.07562906143912033,0.17496916550349012,8,8
2021-10-24,TzM,0.15543435878230646,0.23305734501857503,8,8
2021-10-25,Oran,0.06815877736652969,0.1743176127127448,8,8
2021-10-25,TzM,0.15375748556413635,0.23291009537091378,8,8
2021-10-26,Oran,0.054723261912032674,0.17341365747031615,8,8
2021-10-26,TzM,0.12914962375591701,0.23116961807796826,8,8
