date,SWC,LE,H,G,Rn,VPD,ET,EF,site,NDVI
2018-02-01,17.521336666666667,19.3975004375,5.538624785416666,-4.709779683333333,33.120953725,0.36933802708333335,1.4962750034183656,0.5127444987156166,Oran,0.2158
2018-02-02,20.143,26.196095208333332,14.896524666666666,-23.60925457916667,33.04569427083333,0.35994044375,1.865689000176821,0.4623796462633879,Oran,0.2158
2018-02-03,17.752473124999998,19.903801727083334,19.19691729166667,-10.337133064583332,40.00317270833333,0.4469443541666666,1.384644189139347,0.395384998590765,Oran,0.2158
2018-02-04,18.14014125,14.295311839583334,2.7747768416666667,-2.361584316666667,19.916562062500002,0.32501307916666666,1.0075601816947346,0.641674203781673,Oran,0.2158
2018-02-05,20.921086041666666,13.620242379166667,8.761004024375,-10.690836270833332,47.957549943749996,0.27347271249999994,1.0867403167278027,0.23223558665932909,Oran,0.2158
2018-02-06,19.187284791666666,12.403148822916668,-1.1529663541666666,-16.894953333333333,-4.2956700833333334,0.19955168958333333,0.9281846993745183,0.9844328900944955,Oran,0.2158
2018-02-07,17.944033333333334,18.003918952083335,30.494750089583334,-9.5045083125,45.31369039583333,0.30199247083333336,1.269092950915978,0.32842959776688946,Oran,0.2158
2018-02-08,17.22382083333333,12.348449172291666,35.681618343749996,-8.8252889375,49.75473970833334,0.30507705416666664,0.8861986080834987,0.21079622966640496,Oran,0.2158
2018-02-09,16.690781666666666,12.692989537499999,34.068225375,-4.3409077499999995,54.16195199999999,0.38502306875,0.9014674089182034,0.21696357394734025,Oran,0.2158
2018-02-10,16.539830833333333,11.58819073125,20.6844699375,-6.642006583333333,32.04353329166667,0.38551141875,0.8313692916543112,0.2995483782491739,Oran,0.2158
2018-02-11,16.23034541666667,12.469931430833334,24.6518809375,7.705286379166666,59.11819333333333,0.5806573541666666,0.8689622182817747,0.24254476491574323,Oran,0.2158
2018-02-12,18.323136875,18.375181163829787,-26.411370021276596,-3.4957244583333336,-6.594133145833333,0.3472024957446808,1.3115611771012283,,Oran,0.2158
2018-02-13,18.648957333333332,23.763230446666668,13.78576611111111,-12.453099733333334,29.304251333333337,0.4466279888888889,1.5665527982207361,0.5690789726754474,Oran,
2018-02-14,17.844857708333333,15.182175458333333,17.494224625,5.026701779166666,41.18294916666667,0.47287540833333336,1.0682216484146885,0.41990462382946686,Oran,
2018-02-15,17.720546458333335,9.092773688541667,43.76057794375,10.5411629375,75.56965364583333,0.4965146020833333,0.686594170047279,0.13982753696875266,Oran,
2018-02-16,17.24000625,7.0958676164583325,32.500080484166666,4.344568979166667,51.63748714583334,0.3296648083333333,0.5508659854813618,0.15004080719763432,Oran,
2018-02-17,17.079150000000002,11.698718385416667,35.29179332270834,3.5538181874999997,68.92429202083333,0.46343024166666663,0.8943607836026426,0.1789602812921837,Oran,
2018-02-18,16.648388125,6.787769527083333,24.894260310416666,-4.375526533333335,30.121676041666664,0.38578694166666666,0.48790559481216245,0.19676289729076196,Oran,
2018-02-19,16.285805416666665,12.068415595833335,49.426393906250006,-0.5604265208333336,70.4909223125,0.49320658958333335,0.8660388483408317,0.1698548415195111,Oran,
2018-02-20,15.982613125,12.757272827083334,36.475353354166664,-1.882914895833333,53.79813979166667,0.5673436041666666,0.9442870764977874,0.22911334741558426,Oran,
2018-02-21,15.470853333333332,11.889758522916667,34.23081360416667,-9.579853604166667,42.475617104166666,0.4954821083333333,0.8584642160966295,0.2284055520222832,Oran,
2018-02-22,15.284516250000001,14.274132222916668,47.87546302083334,-14.793528520833334,65.2735328125,0.5617001354166666,0.9947248959380345,0.17827720894477359,Oran,
2018-02-23,14.574031249999999,10.045224658333334,48.212851568750004,-8.26292420625,56.91285219166667,0.5280852729166667,0.7028730478947695,0.15412512460157554,Oran,
2018-02-24,14.424945208333334,9.850643371458334,37.68071929166667,-0.8512834166666673,60.695613,0.5248111770833334,0.7996506959889127,0.16005101711011405,Oran,0.2468
2018-02-25,14.356672083333335,12.5934453075,42.167298125,-2.666661479166667,63.89826229166667,0.6689232041666667,1.020015491589948,0.18919041131716963,Oran,0.2468
2018-02-26,14.235222499999999,10.562018725,45.908886417687505,1.9343524375000003,69.98088979166667,0.8487738541666667,0.7575049259485058,0.1552175780822925,Oran,0.2468
2018-02-27,19.189283958333334,8.8989790125,0.4091433999999999,-2.8144472916666667,8.567790791666667,0.3357055854166667,0.7309289643689894,0.7818303348908598,Oran,0.2468
2018-02-28,21.07119416666667,23.145781195833333,23.775391441666667,9.613003751666666,46.949739658333336,0.4950323104166666,1.6217779015690692,0.6199197823208893,Oran,0.2468
2018-03-01,19.44369,16.49302633192,5.02837886,4.123405399999999,25.2574526,0.48886640000000003,0.6040825692529865,0.7804007522004587,Oran,0.2468
2018-03-05,22.395013793103452,58.69878517241379,23.299240396551724,4.593986365517242,106.27951479310344,0.44377633793103444,2.470291828645097,0.5772580039667614,Oran,0.2468
2018-03-06,20.905797291666666,39.96418360416667,20.40815022916667,-4.237639135416667,61.1997228125,0.4715195875,2.784033591211743,0.6107242470436877,Oran,0.2468
2018-03-07,21.032426458333333,28.216425356145834,39.74308960416666,0.8300607166666673,85.92445225,0.4996393270833333,1.9787739410025766,0.33158971875476473,Oran,0.2468
2018-03-08,22.020181875000002,42.23494920625,19.774238258333334,14.546162095833333,92.22788831666666,0.4631054875,2.9621283627763106,0.5436922074335042,Oran,0.2468
2018-03-09,23.309452708333335,34.46240136875,37.964840200000005,13.736686416666666,108.642747359375,0.6812029708333334,2.543172076513814,0.36312118558533185,Oran,0.2468
2018-03-10,21.39211625,29.101427295833332,18.623468562499998,0.033408912499999666,55.63587464583333,0.8408771229166666,2.051562137387998,0.5233837548752305,Oran,0.2468
2018-03-11,21.518330416666668,51.576059547916664,9.83829775,-14.5688355,68.10052566666667,0.49028200833333335,3.5955155438520814,0.6238836108087984,Oran,0.2468
2018-03-12,21.053104791666666,41.85789584166667,37.752494,-6.840980397916667,80.75509529166666,0.6007242708333334,2.9221527169193715,0.47785126801798367,Oran,0.24255
2018-03-13,20.330060416666665,24.789020458333336,50.4952586375,10.79892363125,97.94006640625001,0.6623694479166666,1.7990073380106673,0.284469765588673,Oran,0.24255
2018-03-14,19.72275608695652,15.920500282608696,12.45056427826087,-1.441059434782609,32.3425636673913,0.6709991195652174,1.2401493069753673,0.47124904970847376,Oran,0.24255
2018-03-15,19.538524374999998,42.852386225000004,32.18480160208333,-7.262041943749999,85.6583460375,0.56656808125,2.9893093055830127,0.4611731306335806,Oran,0.24255
2018-03-16,18.3877545,7.74185035,-17.2501206,-29.22935417,-39.1332915,0.36985646,0.2640243064129665,,Oran,0.24255
2018-03-23,19.830993703703705,24.48845877777778,115.03295296296295,24.79826562222222,179.6647382962963,0.7087190814814814,0.9623312219217536,0.15812627714014793,Oran,0.2383
2018-03-24,19.4026375,41.13588154166667,19.394780895833332,-8.176882227083334,65.13238779166666,0.6054671291666666,2.8623631967629612,0.5611279655512259,Oran,0.2383
2018-03-25,19.173653333333334,16.27510924375,34.79363727083334,-1.6656280270833335,61.554241875,0.5439524375,1.2549870034445876,0.25743661397844275,Oran,0.2383
2018-03-26,19.182593125,20.748936091458333,42.718414375,0.8520743750000004,80.73963375,0.6367378625,1.4610901646055279,0.25972674911823007,Oran,0.2383
2018-03-27,19.111436041666668,22.710587682083332,60.574698895833336,14.4343979375,124.30349341666665,0.9384802583333334,1.5948506786855767,0.2067058765072814,Oran,0.2383
2018-03-28,18.84314125,29.4971624375,45.2565363125,20.03873264583333,113.9411275,1.29314615625,2.0749111964548144,0.3141257737175927,Oran,0.28245
2018-03-29,18.4339725,26.555257733333335,48.49689120833333,-0.4757872083333326,96.40379374999999,0.9925232604166666,1.8725721167842817,0.27410582777762443,Oran,0.28245
2018-03-30,17.75122479166667,28.655717841666668,50.9699193125,-10.15037925,82.86636770833333,0.6741926708333333,2.000446657011257,0.30807052255335204,Oran,0.28245
2018-03-31,18.049195,38.545147433333334,46.46544139583333,-6.995146479166667,106.87963764583333,0.6832843875000001,2.685114822173814,0.33848711749058025,Oran,0.28245
2018-04-01,18.293395,25.27097549583333,60.1377706875,6.636919833333333,106.53788066666665,0.8766472208333334,1.7774960720075044,0.252960284716314,Oran,0.28245
2018-04-02,18.119303541666667,23.2550519053125,39.054987904166666,15.888087854166665,92.57882341666668,1.111481675,1.630551165634294,0.30323156682152985,Oran,0.3266
2018-04-03,18.143153541666667,30.275525864583333,89.1345081375,6.983342520833333,144.99646997916668,0.9377452875000001,2.152047187085026,0.21936700096680023,Oran,0.3266
2018-04-04,17.668386875,25.568977129166665,69.50171793125,-5.796909520833334,104.5815211875,0.8584252104166668,1.7961111670204755,0.23164831176781953,Oran,0.3266
2018-04-05,17.25671125,29.065424162499998,62.432294006250004,15.093674666666667,125.492208125,0.9743238958333335,2.0768997191391336,0.26327726693461817,Oran,0.3266
2018-04-06,17.622332500000002,26.541405793750002,33.0770415625,2.77068511875,73.49272433333333,1.0437569520833334,1.8744897050959766,0.37529186217635246,Oran,0.3266
2018-04-07,20.609705416666667,6.335579074468085,12.421925631914894,-9.478102979166666,21.770647135416667,0.5393657429787234,0.887898263136524,0.2027466395051546,Oran,0.3266
2018-04-08,24.16693020833333,43.812712848958334,46.6630996875,-6.371797145833334,109.91380470833333,0.5846596104166667,3.0696650384282926,0.3767681651930021,Oran,0.3266
2018-04-09,22.168485833333335,40.41297406458333,61.15779185416667,-8.312532416666665,109.92187479166667,0.5957889291666667,2.82033453574994,0.34180383712986523,Oran,0.3266
2018-04-10,21.476052499999998,27.90050958333333,1.8330876937500002,-11.240991270833334,30.132486125,0.54130676875,1.9438238314450917,0.6743573743246236,Oran,0.3266
2018-04-11,23.736542916666668,39.97387620833333,-4.9115054375,-17.454471304166667,35.37719445833333,0.38968428722916665,3.2008688861658343,0.7566272164885411,Oran,0.3266
2018-04-12,23.675537708333334,39.2496193125,33.9843763875,8.20228925,92.05633227083332,0.5543524604166666,2.737000984626249,0.46807068447192857,Oran,0.3266
2018-04-13,23.471479791666667,30.386117645833334,47.03194338958334,3.7202234583333333,96.16768225,0.5400376916666667,2.144385261078403,0.3286852666692487,Oran,0.38615
2018-04-14,22.570744791666666,36.05513493895833,78.14647301875,12.756468437499999,153.22299979166667,0.7407392854166667,2.554517663471582,0.256681321816443,Oran,0.38615
2018-04-15,21.766543541666667,38.58143963854167,80.39714333333333,11.893662291666665,146.81939772916667,0.74517603125,2.754608933276459,0.2859457427705723,Oran,0.38615
2018-04-16,21.776958125000004,44.581716166666666,59.15695547916667,0.42177445833333405,137.24009625,0.7482950791666667,3.115869601734527,0.3258460970932773,Oran,0.38615
2018-04-17,20.517006458333334,34.871646131458334,64.24226778541667,19.7454015,147.76321020833333,0.9295982666666666,2.5131745143070505,0.2723968366847101,Oran,0.38615
2018-04-18,20.371488125,55.19724014583333,58.553778666666666,14.381188875,151.45057183333333,1.1424000291666667,3.893727855705108,0.4026956199446255,Oran,0.4457
2018-04-19,19.592849166666667,43.28748273958333,56.927653666666664,3.1137663395833326,128.26732208333334,0.9197550395833334,3.0600497607781727,0.3458749732066246,Oran,0.4457
2018-04-20,19.510715625,36.033418635416666,36.632210625,-0.4945338541666664,83.96886804166667,0.7283732729166666,2.580023144075243,0.4266157628821985,Oran,0.4457
2018-04-21,19.032792291666667,36.945712354166666,38.63598228125,5.614257500000001,96.24989766666666,0.82211015625,2.681918494274112,0.4076289667754154,Oran,0.4457
2018-04-22,18.87128125,42.94269143541666,34.16695757708333,8.175324010416666,101.805356,1.1204241666666666,3.029071307488744,0.45864228093176546,Oran,0.4457
2018-04-23,18.632971041666668,42.155995652083334,31.824967695833333,11.562573958333333,107.42893348125,1.2666602437499999,2.975116813721646,0.43973710759305534,Oran,0.4457
2018-04-24,18.188932916666666,46.210799342916665,45.83956697916667,7.613338958333333,137.73528079166667,1.30854620625,3.255641953280477,0.3551345660219686,Oran,0.4457
2018-04-25,17.72914875,37.58004157270833,49.10521149375,7.0202932083333325,117.429096,1.1100428666666666,2.6483634658838935,0.3403717875975806,Oran,0.4457
2018-04-26,17.393598333333333,39.89508092291667,48.527015847916665,13.750384583333334,131.36361114583335,1.1449823625,2.8228447651917437,0.33920573466893456,Oran,0.4457
2018-04-27,16.989920208333334,57.03928665754167,62.7795575125,13.676666625000001,164.02745895833334,1.28915009375,4.0871648997343994,0.3793746994766974,Oran,0.4457
2018-04-28,16.720446666666668,43.222344659583335,39.83595600208333,0.8643131979166666,101.24587270833332,1.1764806770833334,3.062362514950286,0.430580525650213,Oran,0.4457
2018-04-29,16.660359375,44.60603879166666,85.96860783333334,-14.881326589583333,145.93615770833333,0.8543660833333332,3.1144455655975425,0.2773705793645755,Oran,0.49069999999999997
2018-04-30,16.381705,33.96847694042553,44.15297606382979,-9.500966937500001,87.47770035416666,0.7553582451063829,2.3249410248397995,0.35026751644528353,Oran,0.49069999999999997
2018-05-01,15.840893541666667,29.430131330208336,89.39154309787233,5.3017156875,166.51400008333334,0.9063777680851064,2.191911357968975,0.18255514113271248,Oran,0.49069999999999997
2018-05-02,15.779131249999999,30.526941124999997,63.46528672916667,3.0283737708333334,130.34799127083332,1.1062420708333334,2.138329160287646,0.23976620197590523,Oran,0.49069999999999997
2018-05-03,15.731962916666667,36.65198570208333,74.0335530625,6.3013351250000005,149.51893979166667,1.2608337395833333,2.5725856387842305,0.25591815885616426,Oran,0.49069999999999997
2018-05-04,15.251271875,34.237063790625,74.33438245,14.838126166666667,147.57827791666668,1.0988998166666666,2.4085531795337993,0.25792545314477533,Oran,0.5357
2018-05-05,15.141476041666666,28.28296033958333,32.43227038333333,6.805892604166666,83.840604,1.1508708166666666,2.054811650291552,0.36714566494907525,Oran,0.5357
2018-05-06,15.020628958333333,33.574198016666664,73.6791596,10.908845416666665,146.65990102083333,1.108915875,2.434533307968503,0.24732181909925538,Oran,0.5357
2018-05-07,14.710401666666668,34.66436276666666,74.92131263750001,14.812783645833335,152.97655239583335,1.2935627625000001,2.470619769124479,0.2508932919265541,Oran,0.5357
2018-05-08,14.430174375,34.501702585,61.67230959583333,7.740707520833333,137.578841125,1.2051106958333333,2.433306243523756,0.26572857778581616,Oran,0.5357
2018-05-09,14.582783124999999,83.55376618187499,48.47600370625,4.426641083333332,133.45296041666666,1.0379136662500001,5.919652710923733,0.6475714924954019,Oran,0.5357
2018-05-10,16.708161875,87.20422485416667,35.935793875,3.309647420833334,120.83187610416667,0.6585509104166667,6.461271896213999,0.7420232396131687,Oran,0.5357
2018-05-11,19.168838125,62.5548379375,39.2226575625,11.371849145833332,149.11545104166666,1.0155841458333332,4.46659677263593,0.45413969924211955,Oran,0.5357
2018-05-12,17.416498333333333,66.29098762854167,61.48035164583334,-3.511518416666666,164.73991179166669,1.1662198541666666,4.665344783994141,0.39399954904667633,Oran,0.5357
2018-05-13,16.199897083333333,47.692570520833335,77.789460625,-7.133803727083333,173.16852641666665,1.1386531208333333,3.3393947134711692,0.2645144435061343,Oran,0.5357
2018-05-14,15.432671041666666,42.007432979166666,81.12102573333333,3.1241481249999996,165.31461713958333,1.1484647479166665,2.9475299003023907,0.2590006258344908,Oran,0.5357
2018-05-15,14.959430625000001,39.104060635416666,79.827130903125,10.183276062500001,171.29854947916667,1.0997827958333333,2.7535656094782985,0.2427085887399892,Oran,0.58335
2018-05-16,14.520544375,42.346816446458334,84.08177256604166,8.1447355,174.2033079375,1.3097401625000002,3.0152681960916192,0.2550113241663362,Oran,0.58335
2018-05-17,14.1340475,35.851410029166665,91.9085846625,6.3597862291666685,171.05162045833333,1.18834914375,2.5286674949705477,0.2176878422477211,Oran,0.58335
2018-05-18,13.888939583333332,41.53486014020833,76.96941170833334,7.342180333333332,152.44342938125,1.16203198125,2.9342902916874336,0.2862474335179038,Oran,0.58335
2018-05-19,14.192749375,44.86689367922917,70.77752534270833,4.001590379166665,158.86334133333332,1.184100760416667,3.2079387693213226,0.28972224195313473,Oran,0.58335
2018-05-20,13.868509375,36.261529658125,65.11417203541667,6.737497520833334,134.48984927708332,1.1493520479166668,2.600589116861359,0.28384236501032545,Oran,0.631
2018-05-21,13.607895,36.080201995833335,50.07976936875,2.874864291666666,109.26361335416668,1.0694045479166667,2.5792168559449173,0.339135503648392,Oran,0.631
2018-05-22,13.424623958333333,35.85017035208333,68.56118128958333,12.337597542291668,143.81477166666667,1.1946286666666666,2.559616904717972,0.2726722002571315,Oran,0.631
2018-05-23,13.1657825,41.280477624999996,63.48501058333333,2.8378145208333336,139.79083664583334,1.4612695729166667,2.918285330697717,0.3014207133547035,Oran,0.631
2018-05-24,13.110385208333334,39.28800945,49.9911170625,2.9121731979166667,105.12082945833333,1.3838853916666667,2.7909419630344385,0.3843902354992162,Oran,0.631
2018-05-25,13.539114680851064,27.925570870212766,43.42361238085106,1.9985298042553186,97.37311964999999,0.897717415319149,2.177386249953721,0.29279885675396927,Oran,0.631
2018-05-26,16.445240000000002,54.15637065208333,60.318364029166666,7.739168770833333,171.42274235416667,1.102574975,3.890733851038561,0.3308601435470961,Oran,0.631
2018-05-27,19.5803475,30.83087468780488,21.134301743170735,-10.178715979166666,58.522186049999995,0.7403535790243903,2.0363727030460357,0.44876957619444025,Oran,0.631
2018-05-28,23.452608333333334,113.62777818666667,52.098185126666664,13.302002875,157.9142766875,0.763238996,7.4778423351643415,0.78574090007044,Oran,0.631
2018-05-29,26.640314583333335,75.5116351125,41.3311095625,-6.641531541666666,106.41578033125,0.273689029375,3.7310066121673064,0.6679058069006603,Oran,0.631
2018-05-30,24.758312291666666,73.441602875,39.021862500000005,-1.8599823125000003,149.38320108333332,0.9239093229166666,5.20646993189219,0.4855862011498978,Oran,0.631
2018-05-31,22.194424375,61.98215459583333,24.655571222916667,7.762610062500001,118.59055985416666,1.1664436895833332,4.369416241759556,0.5592646504094573,Oran,0.5502
2018-06-01,20.362304375,95.508351625,46.216768699999996,5.4008751875,193.22232520833333,1.4316805916666666,6.739260579188883,0.5085060924319673,Oran,0.5502
2018-06-02,22.261452083333335,49.57880562025641,18.839075613846155,-10.054995499999999,59.84819754166666,0.7693177153846154,2.852664349948672,0.7092495129758144,Oran,0.5502
2018-06-03,28.378437708333333,106.10086751612904,78.63377489354839,10.228336110416667,180.64625527083334,1.1564980612903226,5.395676557876301,0.622592201799242,Oran,0.5502
2018-06-04,23.645775625,82.25098020958333,51.135413666666665,5.812772229166668,171.28494141666667,1.1690649208333332,5.805327933102948,0.4970683626947744,Oran,0.5502
2018-06-05,22.148785833333335,68.34001401249999,49.610645075,0.35731206250000086,149.25850538958335,1.0501989020833333,4.870104624052807,0.45896216467776124,Oran,0.4694
2018-06-06,21.713185208333332,54.23475160416667,12.817131208333334,-11.8086984375,76.51906583333333,0.74824354375,3.806581599862006,0.6140170313591363,Oran,0.4694
2018-06-07,21.356695000000002,69.40085432083333,45.89168114583333,15.301516458125,155.37723520833333,1.1442776791666667,4.917587089925223,0.4954524234467304,Oran,0.4694
2018-06-08,20.294612708333332,63.71294738833333,27.24764872291667,6.2604723125,112.52811376041666,1.2371182020833333,4.523259641098347,0.5995517216739961,Oran,0.4694
2018-06-09,19.675943541666665,61.068640789583334,41.3011708125,7.749494145833334,130.11004210416667,0.9762243583333333,4.327991606417196,0.4990876700746605,Oran,0.4694
2018-06-10,18.775085208333333,72.39765160416667,57.115733033333335,9.452904708333334,178.70188875,1.1892354312499998,5.104116314677999,0.4277582640398208,Oran,0.4694
2018-06-11,17.656130625,71.64297225,51.42331725,4.580155833333333,159.25587494166666,1.2210152458333332,5.042760171389886,0.46318176287140433,Oran,0.4694
2018-06-12,16.791981458333336,79.15242234583333,51.348496687499996,10.663367379166667,186.134802,1.4245633145833332,5.5817857421791865,0.4510843745984609,Oran,0.4694
2018-06-13,15.865114166666666,76.39856582291667,60.650880499375,8.0298984375,200.68721743749998,1.5588131708333335,5.393748129663997,0.3965515881746319,Oran,0.4694
2018-06-14,15.054892916666667,79.58141136249999,66.44270808125,9.422027833333333,196.74842856249998,1.5970008916666667,5.627185750009438,0.4248275259265642,Oran,0.4694
2018-06-15,14.302792708333333,85.95644086854166,51.182182141666665,15.869412708333334,194.49665716666667,1.8167303291666665,6.094805281217741,0.4812056589082742,Oran,0.4694
2018-06-16,13.57130375,91.00868834791667,50.147389645833336,13.892136270833333,190.28513135416665,1.858179970833333,6.448789496159911,0.5159427578454657,Oran,0.38255
2018-06-17,12.864933333333333,85.78184762916668,45.20999454375001,17.124833541666668,191.01793,2.0915352416666666,6.081133509371521,0.4933022033437707,Oran,0.38255
2018-06-18,12.165185319148936,76.18531857872341,55.15187355319149,10.882083723404255,179.4499463829787,1.9008039489361699,5.303235145052528,0.45195636568389613,Oran,0.38255
2018-06-19,11.5478575,62.755127458333334,85.25706939583334,7.297872533333333,194.58910743750002,1.7322587020833335,4.440802310596102,0.3350670814384022,Oran,0.38255
2018-06-20,10.994426666666667,61.87172892541667,77.09326604166667,11.382848479166666,188.82497222916666,1.9231883875000002,4.388397706379911,0.34868681470803614,Oran,0.38255
2018-06-21,10.337410625,57.55237849583333,75.54504352083333,12.987013916666667,186.0211839791667,2.0681114729166667,4.085791578947635,0.33260701325666125,Oran,0.2957
2018-06-22,9.657217041666668,55.92284994604167,70.13218327083332,13.8512585,183.56740402083335,2.354875752083333,3.9734001806033397,0.32950813120591943,Oran,0.2957
2018-06-23,9.038571333333334,50.49600016666667,80.16092783333333,10.388606291666667,180.4517096666667,2.38026711875,3.58587245936614,0.29692507760087006,Oran,0.2957
2018-06-24,8.560503083333334,45.649227925,76.54083825,15.479604354166668,173.11372708333332,2.3257712645833335,3.244530886907154,0.28958976098995115,Oran,0.2957
2018-06-25,8.128152520833334,41.17408008333333,81.91566405625,13.321102806250002,169.22244033333334,2.1433380041666665,2.925607010519548,0.2641034434754643,Oran,0.2957
2018-06-26,7.75333775,33.2558073125,86.52683354166668,9.116625395833335,161.09247029166667,2.1575219375,2.3595774125727935,0.2188229802919935,Oran,0.2957
2018-06-27,7.393811875,30.461403520833333,84.71940585416667,14.067291479166665,168.43217533333333,2.3722548958333336,2.163225007991481,0.19733376374390418,Oran,0.2957
2018-06-28,7.145338229166666,45.02864819541667,75.383629,8.02124234375,150.26214920833334,2.241941977083333,3.194159114796481,0.3165660933129806,Oran,0.2957
2018-06-29,7.365022979166667,25.399768343749997,107.96568768125,6.675562062499999,176.988556625,1.7609928812499998,1.8224312291020501,0.1491358214268789,Oran,0.2957
2018-06-30,7.0101676875,18.65013486875,118.16235829166668,10.75657675,178.5214703125,1.8159276708333334,1.4018311521387015,0.11116828123401146,Oran,0.2957
2018-07-01,6.770549208333333,22.79869009375,93.35234173125001,8.187950145833334,156.42049166666666,1.9383849416666667,1.6401963950638978,0.1538035431345941,Oran,0.2957
