date,SWC,LE,H,G,Rn,VPD,ET,EF,Irrig_mm,Rain_mm,IrrigRain_mm,GPP_avg,NDVI_orig,NDVI_interp,Fv_interp,site,NDVI
2024-06-12,23.18680416666666,145.8052730434783,65.591576,6.517563488363459,251.4718418518518,4.78769,2.466889495,0.5952346454921578,0.0,5.334,5.334,0.000146340055664,,0.528,0.4159530282874281,Tarazona,0.477
2024-06-13,23.50194166666666,250.8399321428572,58.01992428571429,35.38414895708195,447.7282621428571,4.02969,5.1794608,0.608326696372273,0.0,0.0,0.0,0.0001635620765314,0.56,0.56,0.4168081006112819,Tarazona,0.477
2024-06-14,19.201518749999998,256.726625,34.694355,42.78639179755548,440.4333107142857,4.93687,5.3357449,0.6456145207898875,0.0,0.0,0.0,0.0001495562599481,,0.5633333333333334,0.4176398205648487,Tarazona,0.477
2024-06-15,17.81701041666666,295.1088928571428,39.43025714285714,35.28419785301329,439.9659153571429,3.03186,6.10468505,0.7292370277491751,11.43948,0.0,11.43948,0.0001569381298342,,0.5666666666666667,0.4184479091394072,Tarazona,0.45025
2024-06-16,17.60006666666666,258.7077214285714,51.81964428571428,47.02670418223939,431.9788582142857,4.12096,5.3659638,0.6720516269848814,0.0,0.0,0.0,0.0001559772398743,0.57,0.57,0.4192320875978718,Tarazona,0.45025
2024-06-17,17.54173333333333,230.409625,50.17252285714286,38.41345770096303,430.3641285714286,6.019,4.8477381,0.5878536308875136,0.0,0.0,0.0,0.0001571346887245,,0.5549999999999999,0.4199920775135979,Tarazona,0.45025
2024-06-18,17.33353541666667,257.0142785714286,61.54344678571429,29.24527898629604,436.9785953571429,5.243270000000001,5.32263875,0.6303489762844536,0.0,0.0,0.0,0.0001475838610809,0.54,0.54,0.4207276015464838,Tarazona,0.45025
2024-06-19,17.0251375,221.3218535714286,102.5254082142857,35.12645423415652,405.0541428571429,4.8674,4.5639595,0.5982840981578696,11.82948,0.0,11.82948,0.000195404865765,,0.5466666666666667,0.4214383791356037,Tarazona,0.45025
2024-06-20,16.808539583333328,221.405575,101.0856222857143,32.45982321855571,376.2574892857143,5.65176,4.55294165,0.6439996452935486,1.17,0.508,1.678,0.0001853953307508,,0.5533333333333333,0.4221241334841276,Tarazona,0.4235
2024-06-21,16.666664583333322,240.7211135714286,84.13070142857143,35.43879240955549,441.7836071428571,6.73715,4.969564315,0.5924060178531436,0.0,0.0,0.0,0.0001693657934408,0.56,0.56,0.4227845854281138,Tarazona,0.4235
2024-06-22,16.66666249999999,246.8474192857143,37.42133428571429,36.69494145329638,421.7560842857143,6.20364,5.1107374,0.6410603195896724,0.0,0.0,0.0,0.0001643003735947,,0.545,0.4234194563080867,Tarazona,0.4235
2024-06-23,16.65423541666666,253.6587464285714,50.18254482758621,37.05926862085198,425.2084355172414,6.350149999999999,5.25198705,0.6535084139347948,10.65948,0.0,10.65948,0.0001808857703649,0.53,0.53,0.4240284678526223,Tarazona,0.4235
2024-06-24,16.641597916666658,234.3787392857143,50.87149067857143,34.46207052298674,414.1788535714286,5.74354,4.8500425,0.6172461943980331,0.0,0.0,0.0,0.0001680292556603,,0.506,0.4246113415962706,Tarazona,0.4235
2024-07-01,16.4796347826087,322.140052,35.86819571428571,32.86638313550873,441.4783761904762,4.25472,4.7578517,0.7883763998005437,0.0,4.318,4.318,0.0001687722927468,0.54,0.54,0.4279361997420589,Tarazona,0.45855
2024-07-02,16.08326249999999,273.7707931034483,50.87420713793104,28.37558200682678,424.716,5.45938,5.87134615,0.6907465922593942,0.0,0.0,0.0,0.0001475073360552,,0.53,0.428299943683669,Tarazona,0.45855
2024-07-03,16.17083125,268.5791253571429,51.04905357142857,33.32722870551849,430.9512607142857,5.43853,5.5726349,0.6754599916919032,0.0,0.0,0.0,0.0001360332762774,0.52,0.52,0.4286350428592414,Tarazona,0.45855
2024-07-04,16.1707625,219.073225,54.20996142857143,46.2794280182223,428.6453560714286,5.60337,4.5669519,0.5729412819688158,0.0,0.0,0.0,0.0001244535689439,,0.5066666666666667,0.4289412188033263,Tarazona,0.45855
2024-07-05,16.19173958333333,206.2260571428571,95.30123607142858,34.66619622648165,409.6446057142857,5.6119200000000005,4.28324135,0.5499678166125574,0.0,0.0,0.0,0.0001506106241706,,0.4933333333333333,0.429218193438525,Tarazona,0.45855
2024-07-06,16.095833333333328,252.9175413793103,58.90085793103448,22.33845167285325,408.5274931034483,4.84003,5.4312661,0.6549060544090142,20.67,0.0,20.67,0.0001694674154327,0.48,0.48,0.4294656879113366,Tarazona,0.4936
2024-07-07,16.279027083333332,195.2015506206897,62.13751393103448,27.58637241088075,379.2867,5.93051,4.016455286,0.5550223736178537,0.0,0.0,0.0,0.0001559819593576,,0.49,0.4296834238339216,Tarazona,0.4936
2024-07-08,16.40409791666666,244.9654107142857,51.20345928571429,39.58204441338482,412.7293346428572,6.17549,5.0808414,0.6564844958773267,0.0,0.0,0.0,0.0001574939336654,0.5,0.5,0.429871122391584,Tarazona,0.4936
2024-07-09,16.31673333333333,227.1106637931034,37.2438524137931,40.9071138424364,381.8379265517241,5.24123,4.8930961,0.6661488352675271,0.0,0.0,0.0,0.0001416299853327,,0.5066666666666667,0.4300285053517048,Tarazona,0.4936
2024-07-10,16.27909374999999,322.652825,9.386468571428573,31.44870720975928,434.2094607142857,4.67979,6.49161265,0.8011029431058354,11.57052,0.0,11.57052,0.0001525092070366,,0.5133333333333333,0.4301552942876394,Tarazona,0.4936
2024-07-11,16.38117916666666,335.0385414285714,-13.23114453571429,35.68725020220357,434.1464285714285,5.46495,6.97414961,0.8408352966037441,0.39,0.0,0.39,0.0001472226945505,0.52,0.52,0.4302512103846918,Tarazona,0.4936
2024-07-12,16.31263541666666,291.9810392857143,39.79982635714286,24.32377281453692,424.4913071428571,3.71552,6.06289045,0.7296469959158567,0.0,0.0,0.0,0.0001373589465894,,0.51,0.4303159757206838,Tarazona,0.4936
2024-07-13,16.16256666666666,257.329337037037,47.57307857142857,37.33255469054667,410.5211214285714,2.23879,5.1528237,0.6895423921646562,14.30052,0.0,14.30052,0.0001517200244367,0.5,0.5,0.4303493106272072,Tarazona,0.4936
2024-07-14,16.2041625,333.2621132142857,-9.823251857142855,27.95404780207983,422.5873117857143,4.6962600000000005,6.917505565,0.8444856114007313,0.0,0.0,0.0,0.0001454571600658,,0.4966666666666666,0.4303509378805757,Tarazona,0.4936
2024-07-15,16.147845833333328,325.293605,17.52961210714286,26.74431010938888,424.6215167857143,4.4852,6.744844205,0.817572858011511,0.0,0.0,0.0,0.0001446562743185,,0.4933333333333333,0.430320578510873,Tarazona,0.4936
2024-07-16,16.19166458333334,258.1359814814815,47.19086832142857,31.81944808874083,424.2425714285714,4.4192,4.9302251,0.6578001298306291,0.0,0.0,0.0,0.0001447601697483,0.49,0.49,0.4302579535869882,Tarazona,0.4936
2024-07-17,16.20833125,273.1116785214286,35.15260353571428,35.82320860068361,415.5105357142857,4.57505,5.6676722505,0.7193068059385448,11.57052,0.0,11.57052,0.0001704296809741,,0.44,0.4301627850315223,Tarazona,0.45565
2024-07-23,16.13398695652174,243.6926791666667,75.15993666666667,55.43015774034696,463.2015,0.5542050000000001,4.35485675,0.5976209064036987,0.0,0.0,0.0,0.0001291715886484,0.46,0.46,0.4288927581704532,Tarazona,0.4177
2024-07-24,16.09159375,333.5684796428571,-28.33655053571428,36.22961048513772,404.5735571428572,3.91515,6.955431,0.9055896877621903,11.43948,0.0,11.43948,0.0001440522531147,,0.46,0.4285619847166042,Tarazona,0.4177
2024-07-25,16.150000000000002,287.1980428571429,-15.3987025,35.15687540620419,398.2220832142857,4.65854,5.9826639,0.7910370828177995,0.26052,0.0,0.26052,0.0001333257820167,,0.46,0.4281964397523552,Tarazona,0.4177
2024-07-26,16.07492708333332,209.5325703703704,73.06555555555556,41.84227445592861,415.7566050740741,2.57243,4.308075765,0.5603758754685239,0.0,0.0,0.0,0.0001410090953617,0.46,0.46,0.4277958443465953,Tarazona,0.4177
2024-07-27,15.995902083333318,273.2023851851852,8.956751851851852,38.52692661159099,411.9873692592593,1.28894,5.28080155,0.7315430337100816,13.13052,0.0,13.13052,0.0001501793638282,,0.465,0.427359920189095,Tarazona,0.4177
2024-07-28,16.01249791666666,321.3665740740741,9.362498555555556,34.76652011109311,415.6083111111111,1.43509,6.4286434,0.8438322202776819,0.0,0.0,0.0,0.0001700168332861,0.47,0.47,0.4268883884651586,Tarazona,0.4177
2024-07-29,16.12493125,285.3298538461539,-48.98301438461539,51.07171823717955,330.3879846153846,1.10065,5.50601515,1.0215296715294275,0.0,0.0,0.0,0.0001497428533927,,0.4733333333333333,0.4263809707093363,Tarazona,0.4177
2024-07-30,16.18749791666666,296.9772307692307,2.464257307692308,45.98479667801841,384.0077615384615,2.03916,5.737861,0.8785711671745183,0.0,0.0,0.0,0.0001194112696782,,0.4766666666666666,0.4258373884561782,Tarazona,0.4177
2024-07-31,16.14166458333333,353.3001148148148,-47.25306114814815,40.91984431444454,415.4522814814815,0.549476,7.099463800000001,0.9433097904341118,11.31,0.0,11.31,0.000140883132117,0.48,0.48,0.4252573633566499,Tarazona,0.4177
2024-08-01,16.13332916666666,326.8921333333333,-22.84685777777778,37.59075929250258,407.3992714814815,0.807654,6.57469195,0.8839497268421053,0.0,0.0,0.0,0.0001205836594835,,0.465,0.4246406169453015,Tarazona,0.4177
2024-08-02,15.96680208333333,260.374197037037,45.99201666666666,36.63160993205526,398.9343962962963,1.40425,5.22090165,0.7186646275893386,0.0,0.0,0.0,0.0001224556059068,0.45,0.45,0.4239868704074373,Tarazona,0.38075000000000003
2024-08-03,15.94159583333333,245.643562962963,28.9958562962963,39.67803667189314,403.7504062962963,1.1688,4.92940295,0.6747108087778872,24.83052,0.0,24.83052,0.0001493131449432,,0.4566666666666667,0.4232958453552176,Tarazona,0.38075000000000003
