date,site,ET_mm_per_day,LE_Wm2
2024-03-05,Tarazona,0.7,19.851999999999997
2024-03-06,Tarazona,0.7,19.851999999999997
2024-03-07,Tarazona,0.7,19.851999999999997
2024-03-08,Tarazona,0.7,19.851999999999997
2024-03-09,Tarazona,0.7,19.851999999999997
2024-03-10,Tarazona,0.7,19.851999999999997
2024-03-11,Tarazona,0.7,19.851999999999997
2024-03-12,Tarazona,0.7,19.851999999999997
2024-03-13,Tarazona,0.6375,18.0795
2024-03-14,Tarazona,0.6375,18.0795
2024-03-15,Tarazona,0.6375,18.0795
2024-03-16,Tarazona,0.6375,18.0795
2024-03-17,Tarazona,0.6375,18.0795
2024-03-18,Tarazona,0.6375,18.0795
2024-03-19,Tarazona,0.6375,18.0795
2024-03-20,Tarazona,0.6375,18.0795
2024-03-21,Tarazona,0.9625,27.2965
2024-03-22,Tarazona,0.9625,27.2965
2024-03-23,Tarazona,0.9625,27.2965
2024-03-24,Tarazona,0.9625,27.2965
2024-03-25,Tarazona,0.9625,27.2965
2024-03-26,Tarazona,0.9625,27.2965
2024-03-27,Tarazona,0.9625,27.2965
2024-03-28,Tarazona,0.9625,27.2965
2024-03-29,Tarazona,0.7625,21.624499999999998
2024-03-30,Tarazona,0.7625,21.624499999999998
2024-03-31,Tarazona,0.7625,21.624499999999998
2024-04-01,Tarazona,0.7625,21.624499999999998
2024-04-02,Tarazona,0.7625,21.624499999999998
2024-04-03,Tarazona,0.7625,21.624499999999998
2024-04-04,Tarazona,0.7625,21.624499999999998
2024-04-05,Tarazona,0.7625,21.624499999999998
2024-04-06,Tarazona,0.5625,15.9525
2024-04-07,Tarazona,0.5625,15.9525
2024-04-08,Tarazona,0.5625,15.9525
2024-04-09,Tarazona,0.5625,15.9525
2024-04-10,Tarazona,0.5625,15.9525
2024-04-11,Tarazona,0.5625,15.9525
2024-04-12,Tarazona,0.5625,15.9525
2024-04-13,Tarazona,0.5625,15.9525
2024-04-14,Tarazona,0.6875,19.4975
2024-04-15,Tarazona,0.6875,19.4975
2024-04-16,Tarazona,0.6875,19.4975
2024-04-17,Tarazona,0.6875,19.4975
2024-04-18,Tarazona,0.6875,19.4975
2024-04-19,Tarazona,0.6875,19.4975
2024-04-20,Tarazona,0.6875,19.4975
2024-04-21,Tarazona,0.6875,19.4975
2024-04-22,Tarazona,0.7625,21.624499999999998
2024-04-23,Tarazona,0.7625,21.624499999999998
2024-04-24,Tarazona,0.7625,21.624499999999998
2024-04-25,Tarazona,0.7625,21.624499999999998
2024-04-26,Tarazona,0.7625,21.624499999999998
2024-04-27,Tarazona,0.7625,21.624499999999998
2024-04-28,Tarazona,0.7625,21.624499999999998
2024-04-29,Tarazona,0.7625,21.624499999999998
2024-04-30,Tarazona,0.7125,20.206500000000002
2024-05-01,Tarazona,0.7125,20.206500000000002
2024-05-02,Tarazona,0.7125,20.206500000000002
2024-05-03,Tarazona,0.7125,20.206500000000002
2024-05-04,Tarazona,0.7125,20.206500000000002
2024-05-05,Tarazona,0.7125,20.206500000000002
2024-05-06,Tarazona,0.7125,20.206500000000002
2024-05-07,Tarazona,0.7125,20.206500000000002
2024-05-08,Tarazona,0.95,26.941999999999997
2024-05-09,Tarazona,0.95,26.941999999999997
2024-05-10,Tarazona,0.95,26.941999999999997
2024-05-11,Tarazona,0.95,26.941999999999997
2024-05-12,Tarazona,0.95,26.941999999999997
2024-05-13,Tarazona,0.95,26.941999999999997
2024-05-14,Tarazona,0.95,26.941999999999997
2024-05-15,Tarazona,0.95,26.941999999999997
2024-05-16,Tarazona,1.0375,29.4235
2024-05-17,Tarazona,1.0375,29.4235
2024-05-18,Tarazona,1.0375,29.4235
2024-05-19,Tarazona,1.0375,29.4235
2024-05-20,Tarazona,1.0375,29.4235
2024-05-21,Tarazona,1.0375,29.4235
2024-05-22,Tarazona,1.0375,29.4235
2024-05-23,Tarazona,1.0375,29.4235
2024-05-24,Tarazona,0.6625,18.7885
2024-05-25,Tarazona,0.6625,18.7885
2024-05-26,Tarazona,0.6625,18.7885
2024-05-27,Tarazona,0.6625,18.7885
2024-05-28,Tarazona,0.6625,18.7885
2024-05-29,Tarazona,0.6625,18.7885
2024-05-30,Tarazona,0.6625,18.7885
2024-05-31,Tarazona,0.6625,18.7885
2024-06-01,Tarazona,0.9375,26.5875
2024-06-02,Tarazona,0.9375,26.5875
2024-06-03,Tarazona,0.9375,26.5875
2024-06-04,Tarazona,0.9375,26.5875
2024-06-05,Tarazona,0.9375,26.5875
2024-06-06,Tarazona,0.9375,26.5875
2024-06-07,Tarazona,0.9375,26.5875
2024-06-08,Tarazona,0.9375,26.5875
2024-06-09,Tarazona,1.0625,30.1325
2024-06-10,Tarazona,1.0625,30.1325
2024-06-11,Tarazona,1.0625,30.1325
2024-06-12,Tarazona,1.0625,30.1325
2024-06-13,Tarazona,1.0625,30.1325
2024-06-14,Tarazona,1.0625,30.1325
2024-06-15,Tarazona,1.0625,30.1325
2024-06-16,Tarazona,1.0625,30.1325
2024-06-17,Tarazona,0.7,19.851999999999997
2024-06-18,Tarazona,0.7,19.851999999999997
2024-06-19,Tarazona,0.7,19.851999999999997
2024-06-20,Tarazona,0.7,19.851999999999997
2024-06-21,Tarazona,0.7,19.851999999999997
2024-06-22,Tarazona,0.7,19.851999999999997
2024-06-23,Tarazona,0.7,19.851999999999997
2024-06-24,Tarazona,0.7,19.851999999999997
2024-06-25,Tarazona,0.8125,23.0425
2024-06-26,Tarazona,0.8125,23.0425
2024-06-27,Tarazona,0.8125,23.0425
2024-06-28,Tarazona,0.8125,23.0425
2024-06-29,Tarazona,0.8125,23.0425
2024-06-30,Tarazona,0.8125,23.0425
2024-07-01,Tarazona,0.8125,23.0425
2024-07-02,Tarazona,0.8125,23.0425
2024-07-03,Tarazona,0.525,14.889000000000001
2024-07-04,Tarazona,0.525,14.889000000000001
2024-07-05,Tarazona,0.525,14.889000000000001
2024-07-06,Tarazona,0.525,14.889000000000001
2024-07-07,Tarazona,0.525,14.889000000000001
2024-07-08,Tarazona,0.525,14.889000000000001
2024-07-09,Tarazona,0.525,14.889000000000001
2024-07-10,Tarazona,0.525,14.889000000000001
2024-07-11,Tarazona,0.5,14.18
2024-07-12,Tarazona,0.5,14.18
2024-07-13,Tarazona,0.5,14.18
2024-07-14,Tarazona,0.5,14.18
2024-07-15,Tarazona,0.5,14.18
2024-07-16,Tarazona,0.5,14.18
2024-07-17,Tarazona,0.5,14.18
2024-07-18,Tarazona,0.5,14.18
2024-07-19,Tarazona,0.4125,11.6985
2024-07-20,Tarazona,0.4125,11.6985
2024-07-21,Tarazona,0.4125,11.6985
2024-07-22,Tarazona,0.4125,11.6985
2024-07-23,Tarazona,0.4125,11.6985
2024-07-24,Tarazona,0.4125,11.6985
2024-07-25,Tarazona,0.4125,11.6985
2024-07-26,Tarazona,0.4125,11.6985
2024-07-27,Tarazona,0.35,9.925999999999998
2024-07-28,Tarazona,0.35,9.925999999999998
2024-07-29,Tarazona,0.35,9.925999999999998
2024-07-30,Tarazona,0.35,9.925999999999998
2024-07-31,Tarazona,0.35,9.925999999999998
2024-08-01,Tarazona,0.35,9.925999999999998
2024-08-02,Tarazona,0.35,9.925999999999998
2024-08-03,Tarazona,0.35,9.925999999999998
2024-08-04,Tarazona,0.4875,13.8255
2024-08-05,Tarazona,0.4875,13.8255
2024-08-06,Tarazona,0.4875,13.8255
2024-08-07,Tarazona,0.4875,13.8255
2024-08-08,Tarazona,0.4875,13.8255
2024-08-09,Tarazona,0.4875,13.8255
2024-08-10,Tarazona,0.4875,13.8255
2024-08-11,Tarazona,0.4875,13.8255
2024-08-12,Tarazona,0.4375,12.407499999999999
2024-08-13,Tarazona,0.4375,12.407499999999999
2024-08-14,Tarazona,0.4375,12.407499999999999
2024-08-15,Tarazona,0.4375,12.407499999999999
2024-08-16,Tarazona,0.4375,12.407499999999999
2024-08-17,Tarazona,0.4375,12.407499999999999
2024-08-18,Tarazona,0.4375,12.407499999999999
2024-08-19,Tarazona,0.4375,12.407499999999999
2024-08-20,Tarazona,0.375,10.635
2024-08-21,Tarazona,0.375,10.635
2024-08-22,Tarazona,0.375,10.635
2024-08-23,Tarazona,0.375,10.635
2024-08-24,Tarazona,0.375,10.635
2024-08-25,Tarazona,0.375,10.635
2024-08-26,Tarazona,0.375,10.635
2024-08-27,Tarazona,0.375,10.635
2024-08-28,Tarazona,0.7,19.851999999999997
2024-08-29,Tarazona,0.7,19.851999999999997
2024-08-30,Tarazona,0.7,19.851999999999997
2024-08-31,Tarazona,0.7,19.851999999999997
2024-09-01,Tarazona,0.7,19.851999999999997
2024-09-02,Tarazona,0.7,19.851999999999997
2024-09-03,Tarazona,0.7,19.851999999999997
2024-09-04,Tarazona,0.7,19.851999999999997
2024-09-05,Tarazona,0.4625,13.1165
2024-09-06,Tarazona,0.4625,13.1165
2024-09-07,Tarazona,0.4625,13.1165
2024-09-08,Tarazona,0.4625,13.1165
2024-09-09,Tarazona,0.4625,13.1165
2024-09-10,Tarazona,0.4625,13.1165
2024-09-11,Tarazona,0.4625,13.1165
2024-09-12,Tarazona,0.4625,13.1165
2024-09-13,Tarazona,0.7875,22.333499999999997
2024-09-14,Tarazona,0.7875,22.333499999999997
2024-09-15,Tarazona,0.7875,22.333499999999997
2024-09-16,Tarazona,0.7875,22.333499999999997
2024-09-17,Tarazona,0.7875,22.333499999999997
2024-09-18,Tarazona,0.7875,22.333499999999997
2024-09-19,Tarazona,0.7875,22.333499999999997
2024-09-20,Tarazona,0.7875,22.333499999999997
2024-09-21,Tarazona,0.7125,20.206500000000002
2024-09-22,Tarazona,0.7125,20.206500000000002
2024-09-23,Tarazona,0.7125,20.206500000000002
2024-09-24,Tarazona,0.7125,20.206500000000002
2024-09-25,Tarazona,0.7125,20.206500000000002
2024-09-26,Tarazona,0.7125,20.206500000000002
2024-09-27,Tarazona,0.7125,20.206500000000002
2024-09-28,Tarazona,0.7125,20.206500000000002
2024-09-29,Tarazona,0.5,14.18
2024-09-30,Tarazona,0.5,14.18
2024-10-01,Tarazona,0.5,14.18
2024-10-02,Tarazona,0.5,14.18
2024-10-03,Tarazona,0.5,14.18
2024-10-04,Tarazona,0.5,14.18
2024-10-05,Tarazona,0.5,14.18
2024-10-06,Tarazona,0.5,14.18
2024-10-07,Tarazona,0.6625,18.7885
2024-10-08,Tarazona,0.6625,18.7885
2024-10-09,Tarazona,0.6625,18.7885
2024-10-10,Tarazona,0.6625,18.7885
2024-10-11,Tarazona,0.6625,18.7885
2024-10-12,Tarazona,0.6625,18.7885
2024-10-13,Tarazona,0.6625,18.7885
2024-10-14,Tarazona,0.6625,18.7885
2024-10-15,Tarazona,0.8,22.688000000000002
2024-10-16,Tarazona,0.8,22.688000000000002
2024-10-17,Tarazona,0.8,22.688000000000002
2024-10-18,Tarazona,0.8,22.688000000000002
2024-10-19,Tarazona,0.8,22.688000000000002
2024-10-20,Tarazona,0.8,22.688000000000002
2024-10-21,Tarazona,0.8,22.688000000000002
2024-10-22,Tarazona,0.8,22.688000000000002
2024-10-23,Tarazona,0.75,21.27
2024-10-24,Tarazona,0.75,21.27
2024-10-25,Tarazona,0.75,21.27
2024-10-26,Tarazona,0.75,21.27
2024-10-27,Tarazona,0.75,21.27
2024-10-28,Tarazona,0.75,21.27
2024-10-29,Tarazona,0.75,21.27
2024-10-30,Tarazona,0.75,21.27
2024-10-31,Tarazona,0.8,22.688000000000002
2024-11-01,Tarazona,0.8,22.688000000000002
2024-11-02,Tarazona,0.8,22.688000000000002
2024-11-03,Tarazona,0.8,22.688000000000002
2024-11-04,Tarazona,0.8,22.688000000000002
2024-11-05,Tarazona,0.8,22.688000000000002
2024-11-06,Tarazona,0.8,22.688000000000002
2024-11-07,Tarazona,0.8,22.688000000000002
2024-11-08,Tarazona,0.7,19.851999999999997
2024-11-09,Tarazona,0.7,19.851999999999997
2024-11-10,Tarazona,0.7,19.851999999999997
2024-11-11,Tarazona,0.7,19.851999999999997
2024-11-12,Tarazona,0.7,19.851999999999997
2024-11-13,Tarazona,0.7,19.851999999999997
2024-11-14,Tarazona,0.7,19.851999999999997
2024-11-15,Tarazona,0.7,19.851999999999997
2024-11-16,Tarazona,0.775,21.979
2024-11-17,Tarazona,0.775,21.979
2024-11-18,Tarazona,0.775,21.979
2024-11-19,Tarazona,0.775,21.979
2024-11-20,Tarazona,0.775,21.979
2024-11-21,Tarazona,0.775,21.979
2024-11-22,Tarazona,0.775,21.979
2024-11-23,Tarazona,0.775,21.979
2024-11-24,Tarazona,0.7125,20.206500000000002
2024-11-25,Tarazona,0.7125,20.206500000000002
2024-11-26,Tarazona,0.7125,20.206500000000002
2024-11-27,Tarazona,0.7125,20.206500000000002
2024-11-28,Tarazona,0.7125,20.206500000000002
2024-11-29,Tarazona,0.7125,20.206500000000002
2024-11-30,Tarazona,0.7125,20.206500000000002
2024-12-01,Tarazona,0.7125,20.206500000000002
2024-12-02,Tarazona,0.75,21.27
2024-12-03,Tarazona,0.75,21.27
2024-12-04,Tarazona,0.75,21.27
2024-12-05,Tarazona,0.75,21.27
2024-12-06,Tarazona,0.75,21.27
2024-12-07,Tarazona,0.75,21.27
2024-12-08,Tarazona,0.75,21.27
2024-12-09,Tarazona,0.75,21.27
2024-12-10,Tarazona,0.775,21.979
2024-12-11,Tarazona,0.775,21.979
2024-12-12,Tarazona,0.775,21.979
2024-12-13,Tarazona,0.775,21.979
2024-12-14,Tarazona,0.775,21.979
2024-12-15,Tarazona,0.775,21.979
2024-12-16,Tarazona,0.775,21.979
2024-12-17,Tarazona,0.775,21.979
2024-12-18,Tarazona,0.6125,17.3705
2024-12-19,Tarazona,0.6125,17.3705
2024-12-20,Tarazona,0.6125,17.3705
2024-12-21,Tarazona,0.6125,17.3705
2024-12-22,Tarazona,0.6125,17.3705
2024-12-23,Tarazona,0.6125,17.3705
2024-12-24,Tarazona,0.6125,17.3705
2024-12-25,Tarazona,0.6125,17.3705
2024-12-26,Tarazona,0.6125,17.3705
2024-12-27,Tarazona,0.6125,17.3705
2024-12-28,Tarazona,0.6125,17.3705
2024-12-29,Tarazona,0.6125,17.3705
2024-12-30,Tarazona,0.6125,17.3705
2024-12-31,Tarazona,0.6125,17.3705
2025-01-01,Tarazona,0.6125,17.3705
2025-01-02,Tarazona,0.6125,17.3705
